#land-mine_noun	maMxupAwara
%awning_noun	cAMxini/RAmiyAnA
a-conference-organized-on-a-large-scale_noun	mahAsaBa
a-considerable-number_number	paxi
a-constituent-element-of-the-body_noun	XAwuvu
a-conventional-blessing-invoked-on-a-woman_noun	sOBAgyavawi
a-cot-of-wooden-frame_noun	patteVmaMcaM
a-creeper_noun	nalleru
a-creeping-plant_noun	palleru
a-cycle-of_noun	kalpaM
a-demon-king-who-was-killed-by-Vishnu_noun	hiraNyAkRudu
a-device-for-baling-water-for-irrigation_noun	ewaM/ewAM
a-dialect-of-Prakrit_noun	SoVraseni
a-disease-of-cholam-caused-by-aphids_noun	Akumudawa
a-disease-of-the-eye_noun	aviri/kalaka/kaMtipuvvu
a-disease-of-the-lungs_noun	eVgapowa
a-disease-of-the-mouth_noun	pUwa
a-dish-prepared-on_noun	ugAxi_paccadi
a-district-in-Rajasthan_noun	mAlYavaM
a-dream-about-a-lion_noun	siMhasvapnaM
a-dress-worn-by-girls-on-attaining-puberty-before-they-begin-to-wear-a-full-sari-_noun	oNI
a-dress-worn-by-girls-on-attaining-puberty-before-they-begin-to-wear-a-full-sari_noun	vANI
a-drink-for-cattle-containing-nourishing-elements_noun	kudiwi
a-drink-for-cattle_noun	kudiwi
a-euphemism-for-wanting-to-pass-urine_noun	SaMka
a-face-like-a-wooden-sandal_noun	pAMkodu
a-fall-in-wresting_noun	paltI
a-fall-in-wrestling_noun	diMkI/paltI
a-female-dancer_noun	AtakawweV
a-female-deity_noun	yogini
a-female-demon_noun	SUrpaNaKa
a-female-player_noun	AtakawweV
a-festival-celebrated-by-women_noun	uMdrAlYla_waxxeV
a-few_adjective	kawipaya/koVxxi/puMjeVdu
a-few_noun	nAlugu/puMjI
a-figure-of-speech-in-prosody_noun	yamakaM
a-figure-of-speech_noun	nirukwi
a-fistful-of_adjective	guppeVdu
a-fit-person_noun	yogyudu
a-flower-of-varying-colour-with-black-seeds-and-medicinal-leaves_noun	caMxrakAMwa/ceVMxra_kAMwa
a-flower-with-a-strong-scent-at-night-time_noun	rajanIgaMXa
a-flower_noun	vakulYaM/vAsaMwi
a-flowering-plant_noun	meVttawAmara/nUruvarahAlu
a-forest-tree-whose-leaves-are-used-to-make-leaf-plates-for-serving-food_noun	adda
a-forest-tree_noun	urumudu
a-form-of-dance_noun	aRtakaM
a-form-of-dancing-with-eight-poses_noun	aRtakaM
a-form-of-punishment_noun	pAyasaM,2_pAsaM
a-form-of-yoga_noun	haTayogaM
a-formal-term-for-widow_noun	gaMga
a-former-birth_noun	pUrvajanma
a-friend-of-Krishna_noun	kuceludu
a-gamble_noun	jUxaM
a-game-like-draughts_noun	pulijUxaM
a-game-like-hide-and-seek_noun	xoVMgAta
a-game-played-by-two-teams_noun	kabaddi/kabadi
a-game-played-with-shells_noun	aRtAceVmma/gOvalAta/xaSAvawArI
a-game-played-with-twenty-five-coins-per-player_noun	paccIsu
a-game-similar-to-chess_noun	AxinArAyaNaM
a-generous-helping-of-food_noun	vAya
a-giant-and-friend-of-Ravana-in-the-Ramayana_noun	mArIcudu
a-girls'-game_noun	ceVmma_ceVkka/wannubilYla/woVkkudubilYla
a-god-or-other-benign-being_noun	callanayya
a-gold-coin_noun	xInAraM/xinAri
a-good-few_adjective	koVxxi/koVnni
a-good-many_adjective	cAlA
a-good-number-of_adjective	peVkku
a-good-number-of_verb	peVkku
a-grain-measure-equal-to-five-quintals_noun	iraSa
a-grain-measure-now-obsolete-equivalent-to-four-or-five-seers_noun	marakaM
a-grain-measure_noun	catAku
a-grain-of-cooked-rice_noun	meVwuku/meVxuku
a-great-deal_adverb	awigA
a-great-distance-lit--weight-of-distance_noun	xUrABAraM
a-green-vegetable_noun	gogAku/gogu/goMgUra/poVnnagaMwi_kUra
a-hard-glossy-finish-applied-to-wooden-furniture_noun	lakka
a-helping-of-food_noun	vAya
a-herb-used-in-cooking-and-for-medicine_noun	peraMwAlAku/peraMwAlikUra
a-herb_noun	kUra
a-hero-in-the-Mahabharata_noun	kavacakuMdalAlu
a-hero-of-the-Mahabharata_adjective	apara
a-historical-name-for-the-districts-of-Cuddapah_noun	xawwamaMdalaM
a-holding-of-agricultural-land_noun	kamawaM
a-holy-lady_noun	punnurAlu
a-home-remedy-for-indigestion_noun	omaM/vAmu
a-hopelessly-difficult-task_noun	asiXArAvrawaM
a-host's-duty-to-his-guests_noun	AwiWyaXarmaM
a-householder_noun	hArawi
a-hundred-crores-a-thousand-million_noun	Sawakoti
a-hundred-people-are-served-with-food-in-our-house-at-every-mealtime_noun	viswari
a-hundred-rupees_noun	SawamAnaM
a-hundred-thousand_noun	lakRa
a-hundred-times_adverb	SawaWA
a-hundred_noun	nUru/vaMxa
a-hymn-of-the-Rigveda-in-praise-of-the-first-manifestation-of-the-Supreme-Spirit_noun	puruRasUkwaM
a-kind-of-aloe_noun	kiwwali/sAganAra
a-kind-of-beetle_noun	kummarapurugu
a-kind-of-bright-red-mite_noun	iMxugopaM
a-kind-of-cattle-disease_noun	mukkubaMwi
a-kind-of-dish_noun	pulagaM
a-kind-of-fanciful-comparison_noun	uwrpekRa
a-kind-of-fish_noun	ulasa/ulUci/ulUpi
a-kind-of-game_noun	paccIsu
a-kind-of-grass_noun	kuSaM/muMjaM
a-kind-of-green-vegetable_noun	kalagUra/peVruguwotakUra
a-kind-of-haircut-in-which-the-front-part-of-the-head-is-shaved_noun	takorA
a-kind-of-lime-fruit-used-in-Ayurvedic-medicine_noun	mAxIPalaM
a-kind-of-millet_noun	AlYlu/cAma/koVrra
a-kind-of-oral-literary-skill_noun	avaXAnaM
a-kind-of-paste-made-with-rose-petals_noun	awwarubilYlYa
a-kind-of-poetic-metre_noun	akkara/sArxUlaM
a-kind-of-pot_noun	atika
a-kind-of-song_noun	paxaM
a-kind-of-sugar_noun	KaMdasAri/KaMxasAri
a-kind-of-sweet-cake_noun	uMdrAlu/uMdrAlYlu
a-kind-of-sweet_noun	woVkkuduladdu
a-kind-of-termite_noun	isulYlYu
a-kind-of-verse_noun	ragada
a-kind-of-wild-cucumber_noun	kUwurubudama
a-kind-of-yam-which-causes-itching_noun	xuraxakaMxa
a-kind-of_noun	mAxiri
a-king-that-has-to-be-moved_noun	wosirAju
a-la-carte_adjective	verugA_AxeSiMcina
a-la_determiner	SElilo
a-la_preposition	SElilo
a-lakh-of-times-i.e_noun	lakRa
a-landholder-on-favourable-terms-for-services-rendered_noun	InAM
a-language-derived-from-Sanskrit_adjective	janyaM
a-large-drum_noun	nagArA
a-large-kind-of-rat_noun	paMxikoVkku
a-large-measure-of_verb	putteVdu
a-leading-personality-of-his-age_noun	yugakarwa
a-legend-narrated-by-weavers-about-the-founders-of-their-community_noun	oVggukaWa
a-legendary-kingdom-in-India_noun	pulYiMxa
a-legendary-mountain_noun	meruvu
a-leguminous-crop_noun	pillipeVsara/pillipisara
a-literary-task_noun	yajFaM
a-little-before-or-after_adverb	muMxuveVnakalugA/veVnakamuMxulugA
a-little-only-of-time_adjective	anawi
a-little-strange_adverb	emitogA/exogA
a-little-time-ago_adverb	iMxAka
a-little-time_adverb	kAsepu/kAssepu
a-little-time_noun	kAsepu/kAssepu
a-little_adjective	iMcuka/koVMceVM/koVMwa
a-little_adverb	iMcuka/koVxxigA
a-little_noun	aNuleSaM/kAswa/kAswA/kIsa/koVMceVM/koVMwa/koVxxi
a-little_verb	iMcuka/kAsaMwa
a-long-rope-of-the-wells-in-the-town-of-Kondavidu-in-Guntur-district_noun	koVMdavIti_ceMwAdu
a-long-time-ago_adverb	alleVppudo/appudeVppudo
a-lot_adjective	cAlA/eVMwo
a-lucky-horse_noun	paMcakalyANi/paMcakalYyANi
a-lungful-of-breath_noun	gukka
a-male-dancer_noun	AtakAdu
a-male-player_noun	AtakAdu
a-man's-taking-a-ceremonial-bath-to-mark-the-completion-of-his-studies-and-of-the-first-aasramam-of-his-life-brahmacaryam_noun	snAwakaM/snAwakavrawaM
a-mango-with-the-lips_verb	cIku
a-married-lady_noun	muwwExuva
a-marvel_noun	viMwa
a-meal-term-used-by-Vaishnavites_noun	sApAdu/sApAtu
a-measure-of-eighteen-inches_noun	mUra
a-measure-of-grain-equal-to-two-manikas-in-volume_noun	adda
a-measure-of-grain_noun	wUmu
a-measure-of-land-varying-in-extent-in-different-regions_noun	vIsaM
a-measure-of-length_noun	jAna
a-measure-of-quantity_noun	xoseVdu/xosidu
a-measure-of-rainfall-which-is-sufficient-for-ploughing_noun	xukki
a-measure-of-rainfall_noun	xukki/xukkivAna
a-measure-of-volume-equal-to-two-and-a-half-kilograms_noun	mAnikeV
a-measure-of-weight-now-obsolete_noun	maNugu
a-measure_noun	wUmu
a-medicinal-plant-also-called-tippatiige_noun	amqwavalli
a-medicinal-plant-sensitive-to-touch_noun	awwapawwi
a-medicinal-plant-used-for-skin-diseases_noun	uwwareNi
a-medicinal-plant_noun	awivasa/koVMdakasiMxa
a-medicinal-root_noun	akkalakarra/vasa/xuMparARtra[ka]¢
a-medicinal-stone-used-as-an-antidote-for-snake-bite_noun	garuda_pacca
a-mere-nothing_noun	gagana_kusumaM
a-metre-used-in-poetry_noun	sIsaM/sIsapaxyaM
a-millet-known-as-ragi_noun	codi
a-millet_noun	rAgi
a-minor-variety-of-pulse_noun	alasaMxalu
a-minor-variety-of-pulses_noun	anumulu
a-missionary-school_noun	ASrama_pATaSAla
a-mixture-of-spices-including-cinnamon_noun	masAlA
a-musical-instrument-made-of-bottle-gourd_noun	AnapakAya_bUra/AnapakAya_burra
a-musical-instrument-to-go-out-of-tune_noun	Sqwi
a-musical-instrument_noun	wabala
a-mythical-fiery-weapon_noun	AgneyAswraM
a-mythical-river_noun	vEwaraNi
a-mythical-tree_noun	pArijAwaM
a-mythological-animal_noun	saraBaM
a-mythological-king_noun	BagIraWudu
a-name-for-Mahatma-Gandhi_noun	bApu
a-name-for-sakaTa-reepha_noun	baMdira
a-name-for-the-Sankranti-festival_noun	poVMgali
a-name-of-@Vishnu_noun	mAXavudu
a-name-of-Cupid_noun	kAmudu
a-name-of-Hanuman_noun	AMjaneyudu
a-name-of-Jyeshta_noun	peVxxamma
a-name-of-Kubera_noun	XanAXipawi
a-name-of-Lakshmi_noun	siri
a-name-of-Manmatha-or-Cupid_noun	anaMgudu/kaMwudu/mArudu
a-name-of-Parvati-consort-of-Siva_noun	annapUrNa
a-name-of-Parvati_noun	ruxrANi
a-name-of-Saraswati_noun	BArawi
a-name-of-Siva_noun	ruxrudu
a-name-of-Sri-Venkateswara_noun	bAlAjI
a-name-of-Vishnu_noun	mAXavudu
a-name-of-festival_noun	atlanomu
a-name-of-the-God-Ganesha_noun	vinAyakudu
a-name-of-the-God-Vishnu-in-his-Vamana-incarnation_noun	upeMxrudu
a-name-of-the-Goddess-Lakshmi_noun	iMxira/wAyAru
a-name-of-the-Goddess-Parvati_noun	uma
a-name-of-the-River-Krishna_noun	kqRNaveNi
a-name-of-the-Yajurveda_noun	vAjasaneyaM
a-name-of-the-city-of-Warangal_noun	oVrugallu
a-name-of-the-constellation-called-the-Plough-or-the-Great-Bear-in-English_noun	sapwarRimaMxalaM
a-name-of-the-goddess-Lakshmi_noun	rama
a-name-of-the-third-lunar-mansion_noun	pillalakodi
a-name-of-the-today-tappers-community_noun	gamalYlYa/gOMdlYa
a-nasal_noun	xruwaM
a-neem-or-margosa-leaf_noun	reVbba
a-nocturnal-animal_noun	xevAMgipilli
a-non-believer_noun	nAswikudu
a-pack-of-cards_verb	jamAyiMcu
a-parasite_noun	nulipurugu
a-part-measure_noun	salaga/seVlaga
a-part-of-the-marriage-ceremony_noun	paluxoMpudakalu
a-part-of-the-wedding-ceremony_noun	pANigrahaNaM
a-particular-person-or-thing_adjective	PalAnA/PalAni
a-particular-person-or-thing_pronoun	AyoVkka
a-period-of-three-hours_noun	yAmaM
a-period-of-time_adverb	appatlo
a-period-of-time_noun	pUta/sepu
a-person's-destiny,-lit.-result-of-deeds-in-a-former-birth_noun	pUrvajanmaPalaM
a-person's-entire-property_noun	sarvasvaM
a-person's-journey-through-life_noun	SarIrayAwra
a-person's-remaining-life-span_noun	AyurxAyaM
a-person-name_noun	yugaMXarudu
a-person-who-is-or-who-constitutes-s-g_noun	BUwudu
a-pest-of-the-mango-crop_noun	weneVmaMcupurugu
a-phrase-used-of-persons-who-habitually-make-plans-but-fail-to-carry-them-out_noun	jaMgaM
a-pie-now-obsolete_noun	cilligavva
a-pious-lady_noun	punnurAlu
a-place-of-pilgrimage-in-the-Himalayas_noun	baxari
a-place-spread-with-darbha-grass-to-be-lain-on-by-a-person-to-sit_noun	sWaMdilaM
a-place-where-a-corpse-is-rested-on-the-ground-for-a-brief-time_noun	xiMpudu_kalYlYaM
a-place-where-food-is-given-indiscriminately-to-all-who-come_noun	waMjAvUru_sawraM
a-plant-disease_noun	vadaluweVgulu
a-plant-used-in-Indian-medicine_noun	kAmaMci_ceVttu
a-plant-whose-edible-leaves_noun	balusa
a-plant-whose-leaves-are-used-in-a-religious-ceremony-on-Vijyadasami-day_noun	jammi
a-plant-with-a-fragrant-leaf_noun	xavanaM
a-plant-with-milky-sap_noun	jilledu
a-play-by-Kalidasa_noun	SAkuMwalaM
a-poem-composed-in-eight-lines_noun	aRtakaM
a-poetic-metre_noun	AtaveVlaxi
a-poetical-work-by-Viswanatha-Satyanarayana_noun	kinneVrasAni
a-polite-form-of-address_UNDEFINED	aMxi
a-preparation-made-of-meat-rice-and-spices_noun	pulAvu
a-preparation-made-of[meat_noun	palAvu
a-present-offered-in-homage_noun	najarAnA,_najaru
a-priori_noun	kArya_kAraNa
a-propos_adverb	samayAniki
a-proverbal-expression-for-precepts-which-the-preacher-himself-does-not-observe_noun	SrIraMganIwulu
a-proverbial-phrase-for-hypocrisy_noun	bakaXyAnaM
a-proverbial-shrew_noun	uxxAlakudu
a-proverbially-wicked-character_noun	wakRakudu
a-purgative_noun	musAMbaraM
a-quantity-of_adjective	baMxeVdu
a-quarter-and-one-hundred-thousand_noun	savA_lakRa
a-rectangular-board_noun	adapatteV
a-religious-leader-equivalent-to-His-Grace-or-His-Holiness_noun	svAmulavAru
a-religious-preceptor_noun	upaxeRta
a-resinous-substance-secreted-by-some-insects_noun	lakka
a-respiratory-disease_noun	xammu
a-retreat_noun	ASramaM
a-ring-of-straw_noun	mattu
a-rural-festival-in-mid-January_noun	saMkrAMwi
a-sacred-fire_noun	AhiwAgni
a-sari-and-other-such-gifts-presented-to-a-daughter-by-her-parents_noun	ciresAre
a-scented-flower_noun	goVjjaMgi
a-sect-of-brahmans_noun	sArasvaw
a-semivowel_noun	aMwasWaM
a-shade-of-green_noun	AnaMxa_raMgu
a-short-distance.or-at-a-short-distance_noun	kUwavetu_xUraM
a-short-time_noun	mUNNAlYlYapattapagalu
a-short-while-ago_adverb	iMxAka
a-short-while_adverb	kAsepu/kAssepu
a-short-while_noun	kAsepu/kAssepu/waduvu
a-shrub-whose-bark-is-used-for-tanning_noun	waMgedu
a-shrub-whose-twigs-are-tied-in-a-bundle-to-make-a-broom_noun	pUcika
a-shrub_noun	guMtagalagara/walapotakaM
a-side-dish_noun	AXaruvu
a-sign-of-beauty_noun	lakkapidawa_noru
a-sign-of-the-Saivite-sect_noun	addanAmaM
a-single-hair_noun	veVMtruka
a-single-thread_noun	nUlupogu
a-site-for-a-sacrifice_noun	sWaMdilaM
a-small-amount-of_adjective	pidikeVdu
a-small-amount_noun	aNuleSaM/kAswa/kAswA
a-small-coin_noun	xammidi
a-small-grained-millet_noun	Arika,_arika/varagalu/varigalu
a-small-quantity_noun	vIsaM
a-sound-to-shift-or-change-_adjective	oVxugu
a-spicy-mixed-vegetable-dish_noun	kUrmA
a-stake-planted-ceremonially-at-the-north-east-corner-of-a-building-site-before-starting-construction-of-the-building_noun	SaMku[vu]
a-star-in-the-constellation-of-the-Pleiades_noun	AraMjowi
a-stick-carried-by-a-yogi_noun	yogaxaMdaM
a-story-based-on-fact_noun	AKyAyika
a-stout-stick_noun	xuddukarra
a-stretch-of-two-hands_verb	bAreVdu
a-strip-of-masonry-laid-on-a-roof-to-secure-the-tiles-_noun	pattI
a-style-of-musical-composition_noun	wAnaM
a-subconcious-state_noun	yoganixra
a-subdivision-of-a-district_noun	wAlUkA
a-subsect-or-harijan_noun	mAla
a-sunshade_noun	AlavattaM
a-superior-variety-of-rice_noun	AkusannaM/rAjanAlu
a-sweet-cake_noun	bUreV
a-sweet-dish_noun	pUwarekulu
a-sweet_adjective	cappariMcu
a-temple_verb	cuttivaccu
a-tenure-of-landholding_noun	amaraM
a-term-of-affection-implying-a-blessing-of-long-life_adjective	ciraMjIvi
a-term-of-affection-implying-a-blessing-of-long-life_noun	ciraMjIvi
a-thirtieth-part-of-a-day-and-night_noun	muhUrwaM
a-thorny-bush_noun	kaMki
a-thorny-hedge-plant_noun	sImajaMmi
a-threshing-floor_verb	ximmisa_ceVyyi
a-timber-tree_noun	baMxAru/maxxiceVttu/nallamaxxi/wuMba
a-tiny-amount-of_adjective	goreVwwu
a-tiny-amountof-lit.-as-little-as-a-finger-nail_adjective	goraMwa
a-tiny-amountof-lit.-as-little-as-a-finger-nail_noun	goraMwa
a-title-awarded-for-scholarship-in-Telugu_noun	leVMka
a-title-given-to-Rabindranath-Tagore_noun	viSvakavi
a-tom-_noun	nalusu
a-tom[ic]-bomb_noun	aNvaswraM
a-tom_noun	najju
a-tomic-age_noun	aNuyugaM
a-tomic-energy_noun	aNuSakwi
a-tomic_adjective	aNu
a-tonement_noun	niRkqwi/prAyaSciwwaM
a-town-in-East-Godavari-District-famous-for-growing-betel-leaves_noun	sawyavaraM
a-traditional-form-of-marriage_noun	AsuraM
a-treatise-attached-to-the-Vedas_noun	upaniRawwu
a-treatise-on-political-economy_noun	kOtilyudu
a-tree-whose-fruit-is-used-for-soap_noun	sIkAya
a-tree-whose-leaves-are-used-as-a-green-vegetable_noun	neVlli
a-tree-whose-leaves-are-used-for-making-beedies_noun	wUki/wuniki
a-tree-whose-pods-contain-edible-seeds_noun	puliciMwa
a-tree-whose-seeds-are-used-medicinally_noun	nepAlYam
a-tree-with-a-sour-edible-fruit_noun	vAkkAya
a-tree-with-acid-fruits-used-for-pickles_noun	usirika
a-tree_noun	nakkeru/nixraganneru/poVgada/wAMdra_ceVttu
a-tribal-community-in-Andhra-Pradesh_noun	waMdA
a-tribal-community_noun	waMdA
a-tributary-of-the-River-Krishna_noun	kinneVrasAni
a-trifle_noun	gaddiparaka/gaddipoca
a-tuberous-plant_noun	mAmidallaM
a-variety-of-mango_noun	jIdimAmidi/nIlaM
a-variety-of-paddy_noun	wokasannaM/xulapasannaM
a-variety-of-silk_noun	wApiwa
a-verb-formed-with--konu-in-Telugu_noun	AwmanepaxaM
a-very-large-but-indefinite-number-or-quantity-of_noun	lakRa
a-very-large-number_noun	Sawakoti
a-very-little_noun	rava
a-village-god-worshipped-by-cowherds_noun	kAtamarAju
a-village-goddess_noun	aMkamma/poleramma
a-virtuous-lady_noun	punnurAlu
a-vow-to-perform-a-religious-ceremony_noun	vrawaM
a-wall_verb	eVkkawIyu
a-warning-that-the-king-must-be-moved_interjection	wosirAju
a-warrior's-roving-life_noun	vIravihAraM
a-water-plant_noun	nAmaxuMpa
a-wedding-gift_noun	udugara
a-weight-equal-to_noun	seru/vISa/vIseV
a-weight-of-about-ten-grammes_noun	karRaM
a-weight-of-one-viss_noun	wakkeVdu
a-while_noun	koVxxikAlaM
a-white-flowered-climbing-plant_noun	mAXavi
a-wild-leguminous-plant_noun	veVMpali
a-wild-plant_noun	xUsariwIga
a-worship-with-betel-leaves_noun	AkupUja
a-year-and-half_noun	eNNarXaM
a-year-of-an-era_noun	sakAbxaM
a_adjective	o
a_adverb	o
a_determiner	^o
aahuutulu-guests_noun	AhUwudu
aalayatalupu-temple-door_noun	arisamAsaM
aame-~-laa-undi-she-is-as-pretty-as-a-doll_noun	sAlaBaMjika
aayana-nannu-~-ceestunnaaDu-he-scolds-me-repeatedly_noun	niwyaniwyapUja
aba_noun	aMgI
aback_adverb	veVnakki
abandon-studies_verb	eVwwikattu
abandon_adjective	lecipovu/svaswiceVppu/svaswipaluku
abandon_verb	vidicipeVttu/mUlapeVttu/pariwyajiMcu/varjiMcu/vidanAdu/viducu/vidu/vIdu/viramiMcu[koVnu]/visarjiMcu/wyajiMcu/xAtavesipovu
abandoned_adjective	vidavabadda/wyakwamEna/uwsqRta/wyajiwamEna/wyakwaM
abandoning_noun	vaxileVyadaM/uwsargaM/uwsarjanaM/visarjanaM/wyAgaM
abandonment_noun	wyAgaM/vidavadaM/pariwyAgaM/pariwyajanaM/sanyAsaM/ujjanaM/ujJanaM
abase_verb	avamAniMcu/vaMcu
abased_adjective	aNigina
abasement_noun	avamAnaM
abashed_adjective	BaMgapadda
abate_adjective	udugu
abate_verb	waggu/waggiMcu/upaSamiMcu/udugu
abated_adjective	waggina
abatement_noun	wakkuvaceyadaM/upaSamanaM/waggu
abba_adjective	abbA
abba_noun	aMgI/abbA
abbacy_noun	maTAXipawyaM
abbey_noun	maTaM
abbot_noun	maTAXipawi
abbotsbury_noun	maTAaXipawi_vAsaM
abbreviate_verb	saMkRipwIkariMcu/saMkRepiMcu
abbreviated-form_noun	saMkRepa_rUpaM
abbreviated_adjective	saMkRipwa
abbreviated_noun	saMkRipwaM
abbreviation_noun	saMkRipwaM/saMkRepaM/saMkRepaNaM
abbreviations_noun	saMkRipwAlu/saMkRepAlu
abc_noun	e_bI_si/AMgla_varNAlu
abdicate_verb	wyajiMcu/wyAgaMceyyi
abdicated_adjective	wyAgaM_cesina
abdication_noun	pariwyAgaM/wyajiMcadaM
abdomen_noun	poVwwikadupu/uxaraM/jaTaraM/kadupu/poVtta
abdomenal-hair_noun	nUgAru
abdominal_adjective	uxara/uxarakoSa
abduct_verb	apahariMcukupo
abduction_noun	apaharaNaM
abdul_noun	abxul
abdullah_noun	abxullA
aberrant_adjective	asAXAraNa/asvABAvika
aberration_noun	mawiBrama/ullaMGanaM
aberrations_noun	BraRtAlu/mawiBramalu
abet_verb	prerepiMcu/sahAyaM_ceVyyi
abetted_adjective	xuRprerepaNa_cesina
abetter_noun	sahAyakudu
abeyance_noun	nilupuxala
abhor_adjective	royu
abhor_verb	asahyapadu/IsadiMcu/vixveRiMcu
abhorrence_noun	asahyaM/cIxara/eVkkasaM/jugupsa/veVkkasaM/vixveRaM
abhorrent_adjective	asahyamEna/eVkkasaM/veVkkasaM
abide_verb	kattubadu/baxXamEvuMdu
abiding_adjective	kattubadi_uMde/sWiramEna/baxXamEna
abiding_noun	baxXawa/nilakada
abigail_noun	bAla/ceVlikawweV
ability-_noun	patuwvaM/prAgalBayaM
ability-to-fly-like-a-bird-or-a-demigod_noun	KecarawvaM
ability-to-not-give-money-from-s.o_noun	jejeVmma
ability-to-withstand_noun	xArdyawa
ability_noun	sAmarXyaM/Sakwi/cANakyaM/gattiwanaM/kuSalawa/nipuNawa/nipuNawvaM/odupu/pAtavaM/patuwvaM/prABavaM/Sakwawa/SakwiparimANaM/samarWawa/sAmarWyaM/wAkawwu/yogyawa
abject_adjective	hInamEna/GoramEna/wucCamEna/hIna
abject_noun	hIna_vyakwi/nikqRtudu/nikqRturAlu
abjectly_adverb	awinIcaMgA
abjectness_noun	nIcawvaM
abjuration_noun	pramANiwa_viduxala
abjure_verb	vaxulukoVnu/vaxuluko
ablative-case_noun	apAxAnakArakaM/paMcami
ablative_noun	apAxAnaM
ablaze-with-fire-or-anger_adverb	bagguna/Bagguna
ablaze_adverb	maMduwU/Bagguna
able-_adjective	patu[vu]
able-or-capable-or-competent-person_noun	prayojakudu
able-person_noun	samarWudu
able-to-be-used_adjective	anuBavayogya
able_adjective	samarWa/samarWamEna/Sakwigala/samarWa[vaMwa]/sAmarWyaMgala/yogyamEna
able_noun	Gatikudu/samarWudu
able_verb	Sakwigala/samarWa
ablution_noun	kadagadaM
ably_adverb	samarWavaMwaMgA
abnormal-distention-of-stomach-in-cattle_noun	uMgidi
abnormal_UNDEFINED	ava
abnormal_adjective	asAXAraNa/asvaBAvika/asAmAnya/avAswava/viparIwa
abnormalities_noun	asAXaraNamulu/vEparIwyAlu
abnormality_noun	asAXAraNawvaM/asvABAvikaM/vEparIwyaM
abnormally_adverb	asAXAraNaMgA
abo_adjective	Axi_vAsEna
abo_noun	Axi_vAsi
aboard_adverb	mIxiki/pEki/odalo
abode-from-whose-roof-no-abode-which-has-been-abandoned_noun	nirXUmaXAmaM
abode-from-whose-roof-no-smoke-rises_noun	nirXUmaXAmaM
abode-of-the-God-Indra_noun	iMxralokaM
abode_noun	sWAnaM/AvAsaM/AlayaM/ASrayaM/Atapattu/aXiRtAnaM/AyawanaM/kANAci/maniki/neVlakuva/neVlavu/nilayaM/nivAsaM/vAsaM/wAvalaM/wAvaraM/XAmaM
abode_verb	niviRTa
abolish_verb	raxxu_ceVyyi/eVwwiveVyyi/nirmUliMcu/nirmUlaM_ceyi,_nirmUliMcu/raxxavvu/raxxuceyi/raxxuparacu/woVlagiMcu
abolished_adjective	nirmUliMcina/raxxucesina
abolition-_noun	nivarwi/nivqwwi
abolition_noun	raxxuceyadaM/eVwwiveyadaM/nirmUlanaM/nirmUlana/raxxu/uwsAxanaM/woVlagiMpu
abolitionists_noun	nirmUlanavAxulu
abominable_adjective	asahyamEna/asahyakaramEna/asahyakara/heya
abominably_adverb	asahyaMgA
abomination_noun	asahyaM
abondoning_noun	wyAgaM
aboral_adjective	prawimuKa
aboriginal-inhabitant_noun	AxivAsi
aboriginal_adjective	AxivAsI/AximavAsI/Axima
aboriginal_noun	AxivAsi
aboriginal_verb	Axima
aborigine_noun	AxivAsi
abort_verb	niRPalamavvu/niRPalaMceVyyi/garBasrAvaM_avvu/garBasrAvaM_ceVyyi
abortion_noun	garBasrAvaM/garBa_vicCawi/BrUNahawya/garBapAwaM/vicCiwwi
abortive_adjective	niRPalamEna/niRPala/PaliMcani
abound_verb	samqxXamavvu
abounding-in_adjective	BUyiRta
abounding_adjective	aKaMda
about-eight-inches_noun	jAna
about-one-and-a-half-kilograms_noun	wakkeVdu
about-or-concerning-sex_adjective	lEMgika
about-the-same-time_adverb	muMxuveVnakalugA/veVnakamuMxulugA
about-this-time_adverb	ippudippudu
about-three-quarters-of-an-acre_noun	bigam/bIgA/bIGA
about-to-be_adjective	kAgala
about-to-come_adjective	rAboye/rAgala
about-to-fall_adjective	pawanonmuKa
about-to-go_adjective	ponunna
about-to-happen_adjective	kAgala
about-twenty-centimetres_noun	loVdiwa
about_adjective	sumAru
about_adverb	cuttU/aMxAjugA/iMcumiMcu[gA]/leVkka_lekuMdA/ramArami/RumAru/sumAru/xAxApu
about_determiner	guriMci/cuttU
about_noun	kawwi/kosu/krosu
about_preposition	cuttU/guriMci/patla/saMgawi
above-mentioned_adjective	majkUru/saxaru
above-mentioned_verb	saxaru
above-this_adverb	itupEna
above_UNDEFINED	aBi
above_adjective	pEna
above_adverb	pEna/mIxa/pE
above_determiner	pE/mIxa/pEna
above_preposition	mIxa/pEna/pE
abrasion-_noun	oVripidi
abrasion_noun	aruguxala/oVripidi
abrasive_adjective	rApidi_kaligiMce
abreast_adverb	varusagA/eVxuruboVxurugA
abridge_verb	saMgrahaM_ceVyyi/kuxiMcu/saMkRepiMcu/waggiMcu
abridged_adjective	saMgrahamEna/saMkRipwa
abridgement_noun	saMgrahaM/klupwawa/kuxiMpu/saMkRepaM/saMkRepaNaM/saMkRipwIkaraNaM
abridging_noun	klupwIkaraNa/saMkRepaM/saMkRepaNaM
abroach_adjective	weVricina
abroad_adverb	vixeSAlalo/bayata
abrogate_verb	koVttiveVyyi
abrogated_adjective	koVttivesina
abrogation_noun	koVttiveyadaM
