#Structure_of_the_file:	#Structure_of_the_file:
#English-compound-word	Hindi-meaning
,_in_short_,	safkRipwa_meM#safkRipwa_meM#noun#2#RM
Code_generator	kUta_janaka#kUta_janaka#UNDEFINED#1#RM
Code_hoisting	koda_uwWApana#koda_uwWApana#UNDEFINED#1#RM
Code_independence	kUta_anASriwa#kUta_anASriwa#UNDEFINED#1#RM
Code_independent_system	kUta_svawanwra_wanwra#kUta_svawanwra_wanwra#noun#3#RM
Code_link	kUta_kadI#kUta_kadI#noun#2#RM
Code_optimization	kUta_IRwamIkaraNa#kUta_IRwamIkaraNa#UNDEFINED#1#RM
Code_page	kUta_pqRTa#kUta_pqRTa#noun#2#RM
Code_page_file	kUta_pqRTa_saFcikA#kUta_pqRTa_saFcikA#UNDEFINED#1#RM
Code_segment	kUta_KaNda#kUta_KaNda#UNDEFINED#1#RM
Code_set	kUta_samuccaya#kUta_samuccaya#UNDEFINED#1#RM
Code_snippet	kqta_snipeta#kqta_snipeta#UNDEFINED#1#RM
Code_word	kUta_Sabxa#kUta_Sabxa#UNDEFINED#1#RM
Collate_to	parimilana_samAnukramiwa_karanA#parimilana_samAnukramiwa_karanA#noun#2#RM
Come_down_on_one_side_of_the_fence_or_other	sAWa_xenA_yA_na_xenA#sAWa_xenA_yA_na_xenA#noun#10#RM
Comm_Port	saFcAra_xvAraca_kAma_xvArakaca_kAma-porta#saFcAra_xvAraca_kAma_xvArakaca_kAma-porta#noun#2#RM
Command_drive_program	AxeSa_cAliwa_progrAma#AxeSa_cAliwa_progrAma#noun#3#RM
Command_drive_system	AxeSa_cAliwa_wanwra#AxeSa_cAliwa_wanwra#noun#3#RM
Common_business-oriented_language	sAmAnya_vyavasAya_unmuKI_BARA#sAmAnya_vyavasAya_unmuKI_BARA#noun#3#RM
Communication_controller	saFcAra_niyanwraka#saFcAra_niyanwraka#noun#2#RM
Compilation_error	safkalana_wruti#safkalana_wruti#noun#2#RM
Compile_time	safkalana_kAla#safkalana_kAla#noun#2#RM
Compile_time_diagnostic	safkalana_kAla_nExAnika#safkalana_kAla_nExAnika#noun#3#RM
Compile_time_macro	safkalana_kAla_mEkro#safkalana_kAla_mEkro#noun#3#RM
Compile_time_statement	safkalana_kAla_kaWana#safkalana_kAla_kaWana#noun#3#RM
Compile_tomography	safkalana_tomogrAPI#safkalana_tomogrAPI#noun#2#RM
Complement_base	pUraka_AXAra#pUraka_AXAra#noun#2#RM
Complementary_co-operation	pUraka_safkriyA#pUraka_safkriyA#noun#2#RM
Complex_number	sammiSra_safKyA#sammiSra_safKyA#noun#2#RM
Computational_complexity	aBikalanAwmaka_jatilawA#aBikalanAwmaka_jatilawA#noun#2#RM
Computing_machinery	aBikalana_maSInarI#aBikalana_maSInarI#noun#2#RM
Condition_code	prawibanXa_koda#prawibanXa_koda#noun#2#RM
Condition_variable	prawibanXa_cara#prawibanXa_cara#noun#2#RM
Connect_function	sambanXa_Palana#sambanXa_Palana#noun#2#RM
Connect_speed	sambanXa_gawi#sambanXa_gawi#noun#2#RM
Connect_time	sambanXa_kAla#sambanXa_kAla#noun#2#RM
Connection_oriented_communication	sambanXa_mUlaka_saFcAra#sambanXa_mUlaka_saFcAra#noun#3#RM
Connection_oriented_protocol	sambanXa_mUlaka_protokEYAla#sambanXa_mUlaka_protokEYAla#noun#3#RM
Connection_oriented_service	sambanXa_mUlaka_sevA#sambanXa_mUlaka_sevA#noun#3#RM
Connection_release	sambanXa_mukwi#sambanXa_mukwi#noun#2#RM
Connection_termination	sambanXa_samApwi#sambanXa_samApwi#noun#2#RM
Constellation_of_Network	netavarka_maNdala#netavarka_maNdala#noun#1#RM
Contra_aid	sahAyawA_ke_viruxXa#sahAyawA_ke_viruxXa#noun#2#RM
Contra_effort	viroXi_prayAsa#viroXi_prayAsa#noun#2#RM
Control-message_display	niyanwraNaCasanxeSa_praxarSa#niyanwraNaCasanxeSa_praxarSa#noun#2#RM
Control_line	niyanwraNa_lAina#niyanwraNa_lAina#noun#2#RM
Control_logic	niyanwraNa_warka#niyanwraNa_warka#noun#2#RM
Control_loop	niyanwraNa_pASa#niyanwraNa_pASa#noun#2#RM
Control_mark	niyanwraNa_cinha#niyanwraNa_cinha#noun#2#RM
Control_microprogramming	niyanwraNa_sUkRmakramAxeSana#niyanwraNa_sUkRmakramAxeSana#noun#2#RM
Control_mode	niyanwraNa_viXA#niyanwraNa_viXA#noun#2#RM
Control_number	niyanwraNa_safKyA#niyanwraNa_safKyA#noun#2#RM
Control_objective	niyanwraNa_uxxeSya#niyanwraNa_uxxeSya#noun#2#RM
Control_operation	niyanwraNa_safkriyA#niyanwraNa_safkriyA#noun#2#RM
Control_operator	niyanwraNa_safkAraka#niyanwraNa_safkAraka#noun#2#RM
Control_panel	niyanwraNa_pEnala#niyanwraNa_pEnala#noun#2#RM
Control_panel_device	niyanwraNa_pEnala_yukwi#niyanwraNa_pEnala_yukwi#noun#3#RM
Control_program	niyanwraNa_kramAxeSa#niyanwraNa_kramAxeSa#noun#2#RM
Control_register	niyanwraka_paFjI#niyanwraka_paFjI#noun#2#RM
Control_signal	niyanwraka_safkewa#niyanwraka_safkewa#noun#2#RM
Control_stack	niyanwraNa_ciwi#niyanwraNa_ciwi#noun#2#RM
Control_standard	niyanwraNa_mAnaka#niyanwraNa_mAnaka#noun#2#RM
Control_statement	niyanwraNa_kaWana#niyanwraNa_kaWana#noun#2#RM
Control_storage	niyanwraNa_BaNdAraNa#niyanwraNa_BaNdAraNa#noun#2#RM
Control_structure	niyanwraNa_saMracanA#niyanwraNa_saMracanA#noun#2#RM
Control_switch	niyanwraNa_svica#niyanwraNa_svica#noun#2#RM
Control_tape	niyanwraka_tepa#niyanwraka_tepa#noun#2#RM
Control_terminal	niyanwraNa_tarminala#niyanwraNa_tarminala#noun#2#RM
Control_unit	niyanwraNa_ekaka#niyanwraNa_ekaka#noun#2#RM
Convertible_Debenture	parivarwanIya_dibEMcara#parivarwanIya_dibEMcara#noun#2#RM
Cook's_theorem	kuka_prameya#kuka_prameya#noun#2#RM
Cost-center_accounting	lAgawa_keMxra_leKAkaMna#lAgawa_keMxra_leKAkaMna#noun#2#RM
Cost_Freight_Price	lAgawa_Ora_BAdA_mUlya#lAgawa_Ora_BAdA_mUlya#noun#3#RM
Cost_of_sales	vikraya_lAgawa#vikraya_lAgawa#noun#1#RM
Cost_per_page	prawi_pqRTa_lAgawa#prawi_pqRTa_lAgawa#noun#3#RM
Cost_strategy	lAgawa_nIwi#lAgawa_nIwi#noun#2#RM
Count-key-data_device	gaNana_kuFjI_AfkadA_yukwi#gaNana_kuFjI_AfkadA_yukwi#noun#2#RM
Crown_prince	yuvarAja#yuvarAja#noun#2#RM
Crown_princess	yuvarAjFI#yuvarAjFI#noun#2#RM
Data_bus	AfkadA_basa#AfkadA_basa#noun#2#RM
Data_capture	AfkadA_pragrahaNa#AfkadA_pragrahaNa#noun#2#RM
Data_carrier	AfkadA_vAhaka#AfkadA_vAhaka#noun#2#RM
Data_cell	AfkadA_koRTikA#AfkadA_koRTikA#noun#2#RM
Data_chain	AfkadA_SrrqfKalA#AfkadA_SrrqfKalA#noun#2#RM
Data_channel	AfkadA_praNAla#AfkadA_praNAla#noun#2#RM
Data_channel_multiplexer	AfkadA_praNAla_bahusafkewaka#AfkadA_praNAla_bahusafkewaka#noun#3#RM
Data_circuit	AfkadA_paripaWa#AfkadA_paripaWa#noun#2#RM
Data_circuit_transparency	AfkadA_paripaWa_pAraxarSiwA#AfkadA_paripaWa_pAraxarSiwA#noun#3#RM
Data_collection	AfkadA_safgraha#AfkadA_safgraha#noun#2#RM
Data_communication	AfkadA_saFcAra#AfkadA_saFcAra#noun#2#RM
Data_communication_channel	AfkadA_saFcAra_praNAla#AfkadA_saFcAra_praNAla#noun#3#RM
Data_communication_equipment	AfkadA_saFcAra_upakaraNa#AfkadA_saFcAra_upakaraNa#noun#3#RM
Data_communication_interface	AfkadA_saFcAra_anwarApqRTa#AfkadA_saFcAra_anwarApqRTa#noun#3#RM
Data_communication_network	AfkadA_saFcAra_netavarka#AfkadA_saFcAra_netavarka#noun#3#RM
Data_communication_service	AfkadA_saFcAra_sevA#AfkadA_saFcAra_sevA#noun#3#RM
Data_compaction	AfkadA_safGanana#AfkadA_safGanana#noun#2#RM
Data_compression	AfkadA_sampIdana#AfkadA_sampIdana#noun#2#RM
Data_connection	AfkadA_sambanXana#AfkadA_sambanXana#noun#2#RM
Data_consistency	AfkadA_susafgawawA#AfkadA_susafgawawA#noun#2#RM
Data_constant	acara_AfkadA#acara_AfkadA#noun#2#RM
Data_contamination	AfkadA_sanxURaNa#AfkadA_sanxURaNa#noun#2#RM
Data_contol_block	AfkadA_niyanwraNa_KaNda#AfkadA_niyanwraNa_KaNda#UNDEFINED#1#RM
Data_control	AfkadA_niyanwraNa#AfkadA_niyanwraNa#noun#2#RM
Data_converter	AfkadA_parivarwaka#AfkadA_parivarwaka#noun#2#RM
Data_crash	AkadA_XvaMsa#AkadA_XvaMsa#noun#2#RM
Data_declaration	AfkadA_GoRaNA#AfkadA_GoRaNA#noun#2#RM
Data_declaration_statement	AfkadA_GoRaNA_kaWana#AfkadA_GoRaNA_kaWana#noun#3#RM
Data_definition	AfkadA_pariBARA#AfkadA_pariBARA#noun#2#RM
Data_definition_language	detA_AfkadA_pariBARA_BARA#detA_AfkadA_pariBARA_BARA#noun#3#RM
Data_definition_name	detA_AfkadA_pariBARA_nAma#detA_AfkadA_pariBARA_nAma#noun#3#RM
Data_definition_statement	detA_AfkadA_pariBARA_kaWana#detA_AfkadA_pariBARA_kaWana#noun#3#RM
Data_delay	AfkadA_vilamba#AfkadA_vilamba#noun#2#RM
Data_delimiter	AfkadA_parisImaka#AfkadA_parisImaka#noun#2#RM
Data_density	AfkadA_Ganawva#AfkadA_Ganawva#noun#2#RM
Data_dependency	AfkadA_nirBarawA#AfkadA_nirBarawA#noun#2#RM
Data_description_entry	AfkadA_vivaraNa_praviRti#AfkadA_vivaraNa_praviRti#noun#3#RM
Data_description_language	AfkadA_vivaraNa_BARA#AfkadA_vivaraNa_BARA#noun#3#RM
Data_design	AfkadA_aBikalpanA#AfkadA_aBikalpanA#noun#2#RM
Data_dictionary	AfkadA_koSa#AfkadA_koSa#noun#2#RM
Data_directed_transmission	AfkadA_xiRta_saFcAraNa#AfkadA_xiRta_saFcAraNa#noun#3#RM
Data_encryption	AfkadA_gUDaleKana#AfkadA_gUDaleKana#noun#2#RM
Data_encryption_key	AfkadA_gUDaleKana_kuFjI#AfkadA_gUDaleKana_kuFjI#noun#3#RM
Data_encryption_standard	AfkadA_gUDaleKana__mAnaka#AfkadA_gUDaleKana__mAnaka#noun#3#RM
Data_entry	AfkadA_praviRti#AfkadA_praviRti#noun#2#RM
Data_entry_device	AfkadA_praviRti_yukwi#AfkadA_praviRti_yukwi#noun#3#RM
Data_error	AfkadA_wruti#AfkadA_wruti#noun#2#RM
Data_examination	AfkadA_parIkRaNa#AfkadA_parIkRaNa#noun#2#RM
Data_exchange	AfkadA_vinimaya#AfkadA_vinimaya#noun#2#RM
Data_field	AfkadA_kRewra#AfkadA_kRewra#noun#2#RM
Data_file	AfkadA_saFcikA#AfkadA_saFcikA#noun#2#RM
Data_flow	AfkadA_pravAha#AfkadA_pravAha#noun#2#RM
Data_flow_chart	AfkadA_pravAha_saFciwra#AfkadA_pravAha_saFciwra#noun#3#RM
Data_flow_diagram	AfkadA_pravAha_AreKa#AfkadA_pravAha_AreKa#noun#3#RM
Data_fragmentation	AfkadA_KaNdana#AfkadA_KaNdana#noun#2#RM
Data_graphics	AfkadA_grAPiksa#AfkadA_grAPiksa#noun#2#RM
Data_hierarchy	AfkadA_paxAnukrama#AfkadA_paxAnukrama#noun#2#RM
Data_in_voice	samavAka_Afkade#samavAka_Afkade#noun#3#RM
Data_independence	AfkadA_mukwawA#AfkadA_mukwawA#UNDEFINED#1#RM
Data_integrity	AfkadA_samAgrawA#AfkadA_samAgrawA#noun#2#RM
Data_interchange	AfkadA_vinimaya#AfkadA_vinimaya#noun#2#RM
Data_item	AfkadA_maxa#AfkadA_maxa#noun#2#RM
Data_level	AfkadA_swara#AfkadA_swara#noun#2#RM
Data_library	AfkadA_safgraha#AfkadA_safgraha#noun#2#RM
Data_link	AfkadA_kadI#AfkadA_kadI#noun#2#RM
Data_link_control_character	AfkadA_kadI_niyanwraka_samprawIka#AfkadA_kadI_niyanwraka_samprawIka#noun#4#RM
Data_link_control_layer	AfkadA_kadI_niyanwraka_parawa#AfkadA_kadI_niyanwraka_parawa#noun#4#RM
Data_link_layer	AfkadA_kadI_parawa#AfkadA_kadI_parawa#noun#3#RM
Data_link_protocol	AfkadA_kadI_protokoYla#AfkadA_kadI_protokoYla#noun#3#RM
Data_logging	AfkadA_saMleKana#AfkadA_saMleKana#noun#2#RM
Data_management	AfkadA_prabanXana#AfkadA_prabanXana#noun#2#RM
Data_management_program	AfkadA_prabanXana_progrAma#AfkadA_prabanXana_progrAma#noun#3#RM
Data_management_system	AfkadA_prabanXana_wanwra#AfkadA_prabanXana_wanwra#noun#3#RM
Data_manipulation	AfkadA_prakalana#AfkadA_prakalana#noun#2#RM
Data_manipulation_language	AfkadA_prakalana_BARA#AfkadA_prakalana_BARA#noun#3#RM
Data_mask	AfkadA_mAska#AfkadA_mAska#UNDEFINED#1#RM
Data_masking	AfkadA_AcCAxana#AfkadA_AcCAxana#noun#2#RM
Data_migration	AfkadA_pravAsa#AfkadA_pravAsa#noun#2#RM
Data_mining	AfkadA_Kanana#AfkadA_Kanana#noun#2#RM
Data_mode	AfkadA_viXA#AfkadA_viXA#noun#2#RM
Data_modeling	AfkadA_prawirUpaNa#AfkadA_prawirUpaNa#noun#2#RM
Data_models	AfkadA_nixarSa#AfkadA_nixarSa#noun#2#RM
Data_modem	AfkadA_moYdema#AfkadA_moYdema#noun#2#RM
Data_modification	AfkadA_Aparivarwana#AfkadA_Aparivarwana#noun#2#RM
Data_move_instruction	detA_AfkadA_cAla_anuxeSa#detA_AfkadA_cAla_anuxeSa#noun#3#RM
Data_multiplexer	AfkadA_bahusafkewaka#AfkadA_bahusafkewaka#noun#2#RM
Data_name	AfkadA_nAma#AfkadA_nAma#noun#2#RM
Data_navigation	AfkadA_nevigeSana#AfkadA_nevigeSana#noun#2#RM
Data_network	AfkadA_netavarka#AfkadA_netavarka#noun#2#RM
Data_operation	AfkadA_pracAlana#AfkadA_pracAlana#noun#2#RM
Data_organisation	AfkadA_safgaTana#AfkadA_safgaTana#noun#2#RM
Data_origination	AfkadA_uxgamIkaraNa#AfkadA_uxgamIkaraNa#noun#2#RM
Data_output	detA_AfkadA_nirgama#detA_AfkadA_nirgama#noun#2#RM
Data_path	AfkadA_paWa#AfkadA_paWa#noun#2#RM
Data_phase	AfkadA_prAvasWA#AfkadA_prAvasWA#noun#2#RM
Data_plotter	AfkadA_afkaka#AfkadA_afkaka#noun#2#RM
Data_pointer	AfkadA_safkewaka#AfkadA_safkewaka#UNDEFINED#1#RM
Data_preparation	AfkadA_wEyArI#AfkadA_wEyArI#UNDEFINED#1#RM
Data_preparation_device	AfkadA_wEyArI_yukwi#AfkadA_wEyArI_yukwi#noun#3#RM
Data_preprocessing	pUrvaprakramana#pUrvaprakramana#noun#2#RM
Data_privacy	gopanIya_AfkadA#gopanIya_AfkadA#noun#2#RM
Data_processing	AfkadA_prakramana#AfkadA_prakramana#noun#2#RM
Data_processing_cycle	AfkadA_saMsAXana_cakra#AfkadA_saMsAXana_cakra#noun#3#RM
Data_processing_machine	AfkadA_saMsAXana_yanwra#AfkadA_saMsAXana_yanwra#noun#3#RM
Data_processing_node	AfkadA_saMsAXana_AsanWi#AfkadA_saMsAXana_AsanWi#noun#3#RM
Data_processing_station	AfkadA_prakramana_steSana#AfkadA_prakramana_steSana#noun#3#RM
Data_processing_system	AfkadA_prakramana_wanwra#AfkadA_prakramana_wanwra#noun#3#RM
Data_processor	AfkadA_saMsAXiwra#AfkadA_saMsAXiwra#noun#2#RM
Data_protection	AfkadA_rakRaNa#AfkadA_rakRaNa#noun#2#RM
Data_purification	AfkadA_SoXana#AfkadA_SoXana#noun#2#RM
Data_receiver	AfkadA_aBigrAhI#AfkadA_aBigrAhI#noun#2#RM
Data_record	AfkadA_aBileKa#AfkadA_aBileKa#noun#2#RM
Data_reduction	AfkadA_laGukaraNa#AfkadA_laGukaraNa#noun#2#RM
Data_register	AfkadA_paFjI#AfkadA_paFjI#noun#2#RM
Data_reproduction	AfkadA_punarUwpAxana#AfkadA_punarUwpAxana#noun#2#RM
Data_retrieval	AfkadA_prawinayana#AfkadA_prawinayana#noun#2#RM
Data_review_control	AfkadA_samIkRA_niyanwraNa#AfkadA_samIkRA_niyanwraNa#noun#3#RM
Data_routine	AfkadA_nemakA#AfkadA_nemakA#noun#2#RM
Data_security	AfkadA_surakRA#AfkadA_surakRA#noun#2#RM
Data_separator	AfkadA_pqWakkArI#AfkadA_pqWakkArI#noun#2#RM
Data_set	AfkadA_samuccaya#AfkadA_samuccaya#noun#2#RM
Data_set_clocking	AfkadA_samuccya_kAla_samAyojana#AfkadA_samuccya_kAla_samAyojana#noun#3#RM
Data_set_definition_table	AfkadA_samuccya_pariBARA_sAraNI#AfkadA_samuccya_pariBARA_sAraNI#noun#4#RM
Data_set_label	AfkadA_samuccaya_lebala#AfkadA_samuccaya_lebala#noun#3#RM
Data_set_name	AfkadA_samuccya_nAma#AfkadA_samuccya_nAma#noun#3#RM
Data_set_organisation	AfkadA_samuccaya_safgaTana#AfkadA_samuccaya_safgaTana#noun#3#RM
Data_set_reference_number	AfkadA_samuccya_sanxarBa_safKyA#AfkadA_samuccya_sanxarBa_safKyA#noun#4#RM
Data_set_security	AfkadA_samuccya_surakRA#AfkadA_samuccya_surakRA#noun#3#RM
Data_set_utility_program	AfkadA_samuccaya_upayogiwA_kramAxeSa#AfkadA_samuccaya_upayogiwA_kramAxeSa#noun#4#RM
Data_signal	AfkadA_safkewa#AfkadA_safkewa#noun#2#RM
Data_signaling_rate	AfkadA_safkewana_xara#AfkadA_safkewana_xara#noun#3#RM
Data_sink	AfkadA_aBigama#AfkadA_aBigama#noun#2#RM
Data_source	AfkadA_srowa#AfkadA_srowa#noun#2#RM
Data_specification	AfkadA_viSiRta#AfkadA_viSiRta#noun#2#RM
Data_station	AfkadA_keMxra#AfkadA_keMxra#noun#2#RM
Data_storage	AfkadA_BaNdAraNa#AfkadA_BaNdAraNa#noun#2#RM
Data_storage_structure	AfkadA_BaNdAraNa_saMracanA#AfkadA_BaNdAraNa_saMracanA#noun#3#RM
Data_stream	AfkadA_pravAha#AfkadA_pravAha#noun#2#RM
Data_structure	AfkadA_saMracanA#AfkadA_saMracanA#noun#2#RM
Data_structure_algorithm	AfkadA_saMracanA_prameya#AfkadA_saMracanA_prameya#noun#3#RM
Data_structure_diagram	AfkadA_saMracanA_AreKa#AfkadA_saMracanA_AreKa#noun#3#RM
Data_switch	AfkadA_svica#AfkadA_svica#noun#2#RM
Data_switching_centre	AfkadA_svicana_keMxra#AfkadA_svicana_keMxra#noun#3#RM
Data_switching_exchange	AfkadA_svicana_vinimaya#AfkadA_svicana_vinimaya#noun#3#RM
Data_tablet	AfkadA_sAraNikA#AfkadA_sAraNikA#noun#2#RM
Data_terminal	AfkadA_anwaka#AfkadA_anwaka#noun#2#RM
Data_time	AfkadA_kAla#AfkadA_kAla#noun#2#RM
Data_transcription	AfkadA_anuleKana#AfkadA_anuleKana#noun#2#RM
Data_transcription_device	AfkadA_anuleKana_yukwi#AfkadA_anuleKana_yukwi#noun#3#RM
Data_transfer	AfkadA_anwaraNa#AfkadA_anwaraNa#noun#2#RM
Data_transfer_phase	AfkadA_anwaraNa_pravAsWA#AfkadA_anwaraNa_pravAsWA#noun#3#RM
Data_transfer_rate	AfkadA_anwaraNa_xara#AfkadA_anwaraNa_xara#noun#3#RM
Data_transfer_register	AfkadA_anwaraNa_paFjI#AfkadA_anwaraNa_paFjI#noun#3#RM
Data_transmission	AfkadA_saFcaraNa#AfkadA_saFcaraNa#noun#2#RM
Data_transmission_channel	AfkadA_saFcaraNa_praNAlI#AfkadA_saFcaraNa_praNAlI#noun#3#RM
Data_transmission_facility	AfkadA_saFcaraNa_suviXA#AfkadA_saFcaraNa_suviXA#noun#3#RM
Data_transmission_interface	AfkadA_saFcaraNa_anwarApqRTa#AfkadA_saFcaraNa_anwarApqRTa#noun#3#RM
Data_transmission_line	AfkadA_saFcaraNa_lAina#AfkadA_saFcaraNa_lAina#noun#3#RM
Data_transmission_service	AfkadA_saFcaraNa_sevA#AfkadA_saFcaraNa_sevA#noun#3#RM
Data_transmission_trap	AfkadA_saFcaraNa_prapASa#AfkadA_saFcaraNa_prapASa#noun#3#RM
Data_types	AfkadA_prarUpa#AfkadA_prarUpa#noun#2#RM
Data_under_voice	aXovAk_AfkadA#aXovAk_AfkadA#noun#3#RM
Data_unit	AfkadA_ekaka#AfkadA_ekaka#noun#2#RM
Data_validation	AfkadA_mAnyIkaraNa#AfkadA_mAnyIkaraNa#noun#2#RM
Dear_me	diyara_mI#diyara_mI#noun#2#RM
Dedicated_line	samarpiwa_lAina#samarpiwa_lAina#noun#2#RM
Deed_of_lease	pattA#pattA#noun#1#RM
Deed_of_partnership	sAJexArI_vileKa#sAJexArI_vileKa#noun#1#RM
Degree_of_multi-programming	bahuprogrAmana__kotica_bahukramAxeSana_koti#bahuprogrAmana__kotica_bahukramAxeSana_koti#noun#1#RM
Delay_line_memory	vilamba_lAina_smqwi#vilamba_lAina_smqwi#noun#3#RM
Delay_line_register	vilamba_lAina_paFjI#vilamba_lAina_paFjI#noun#3#RM
Delay_line_storage	vilamba_lAina_BaNdAra#vilamba_lAina_BaNdAra#noun#3#RM
Delay_loop_store	vilamba_pASa_BaNdAra#vilamba_pASa_BaNdAra#noun#3#RM
Delay_programming	vilamba_kramAxeSana#vilamba_kramAxeSana#noun#2#RM
Delay_time	vilamba_kAla#vilamba_kAla#noun#2#RM
Demand_and_Time_Liabilities	mAzga_Ora_mIyAxI_xeyawAez#mAzga_Ora_mIyAxI_xeyawAez#noun#4#RM
Depreciation_by_revaluation	punarmUlyana_xvArA_mUlyahqAsa#punarmUlyana_xvArA_mUlyahqAsa#noun#3#RM
Design_automation	prArUpa_svacAlana#prArUpa_svacAlana#noun#2#RM
Design_modem	aBikalpa_moYdema#aBikalpa_moYdema#noun#2#RM
Design_secrecy	aBikalpa_gopanIyawA#aBikalpa_gopanIyawA#noun#2#RM
Design_technique	aBikalpa_wakanIka#aBikalpa_wakanIka#noun#2#RM
Desk_top_computer	deskaCatoYpa_kampyUtara#deskaCatoYpa_kampyUtara#noun#3#RM
Desk_top_computing	deska_toYpa_aBikalana#deska_toYpa_aBikalana#UNDEFINED#1#RM
Desktop_publishing_package	deskatoYpa_prakASana_safkula#deskatoYpa_prakASana_safkula#noun#3#RM
Desktop_publishing_system	deskatoYpa_prakASana_wanwra#deskatoYpa_prakASana_wanwra#noun#3#RM
Develop_oriented_measures	vikAsonmuKI_upAya#vikAsonmuKI_upAya#noun#3#RM
Device_co_ordinates	yukwi_nirxeSAfka#yukwi_nirxeSAfka#noun#3#RM
Device_control_unit	yukwi_niyanwraNa_ekaka#yukwi_niyanwraNa_ekaka#noun#3#RM
Di_bit	xvixvayafka#xvixvayafka#UNDEFINED#1#RM
Diagnostic_technique	nixAna_wakanIka#nixAna_wakanIka#noun#2#RM
Diagnostic_test	nixAnArWa_parIkRaNa#nixAnArWa_parIkRaNa#noun#2#RM
Dial-up_line	dAyala_apa_lAina#dAyala_apa_lAina#noun#2#RM
Dial-up_terminal	dAyalana_anwaka#dAyalana_anwaka#noun#2#RM
Dial_exchange	dAyala_keMxra#dAyala_keMxra#noun#2#RM
Dial_line	dAyala_lAina#dAyala_lAina#noun#2#RM
Dial_pulse	dAyala_spanxa#dAyala_spanxa#noun#2#RM
Dial_repeating_trunk	dAyala_punarAvqwi_trafka#dAyala_punarAvqwi_trafka#noun#3#RM
Dial_tone	dAyala_tona#dAyala_tona#noun#2#RM
Dial_tone_delay	dAyala_tona_vilamba#dAyala_tona_vilamba#noun#3#RM
Dial_transfer	dAyala_sWAnAnwaraNa#dAyala_sWAnAnwaraNa#noun#2#RM
Dial_up	dAyala_apa#dAyala_apa#noun#2#RM
Dial_up_access	dAyala_apa_aBigama#dAyala_apa_aBigama#noun#3#RM
Dial_up_account	dAyala_apa_KAwA#dAyala_apa_KAwA#noun#3#RM
Digit_arithmetic	afkIya_gaNiwa#afkIya_gaNiwa#noun#2#RM
Digit_compression	afka_sampIdana#afka_sampIdana#noun#2#RM
Digit_delay_element	afka_vilamba_avayava#afka_vilamba_avayava#noun#3#RM
Digit_position	afka_sWiwi#afka_sWiwi#noun#2#RM
Digital_computer	afkIya_kampyUtara#afkIya_kampyUtara#noun#2#RM
Digital_read-out	afkIya_paTana#afkIya_paTana#noun#2#RM
Digitize_tablet	afkIya_patalikA#afkIya_patalikA#noun#2#RM
Direct_keying_device	prawyakRa_kuFjIyana_yukwi#prawyakRa_kuFjIyana_yukwi#noun#3#RM
Direct_memory_access_controller	prawyakRa_smqwi_aBigama_niyanwraka#prawyakRa_smqwi_aBigama_niyanwraka#UNDEFINED#1#RM
Direct_method	prawyakRa_viXi#prawyakRa_viXi#noun#2#RM
Direct_processing	prawyakRa_prakramaNa#prawyakRa_prakramaNa#noun#2#RM
Direct_transmission_satellite	prawyakRa_saFcaraNa_upagraha#prawyakRa_saFcaraNa_upagraha#noun#3#RM
Direction_angle	xiSA_koNa#xiSA_koNa#noun#2#RM
Disk_file	cakrrikA_saFcikA#cakrrikA_saFcikA#noun#2#RM
Disk_form	cakrikA_prArUpa#cakrikA_prArUpa#noun#2#RM
Disk_magnetic	cakrikA_cumbakIya#cakrikA_cumbakIya#noun#2#RM
Disk_memory	cakrikA_smqwi#cakrikA_smqwi#noun#2#RM
Disk_operating_system	cakrikA_pracAlana_wanwra#cakrikA_pracAlana_wanwra#noun#3#RM
Disk_optimizer	cakrriya_IRtawamIkAraka#cakrriya_IRtawamIkAraka#noun#2#RM
Disk_pack	cakrikA_safkula#cakrikA_safkula#noun#2#RM
Disk_sector	cakrikA_KaNdaka#cakrikA_KaNdaka#noun#2#RM
Disk_seek_enhancement	cakrikA_aBiXAraNa_vqxXi#cakrikA_aBiXAraNa_vqxXi#noun#3#RM
Disk_server	cakrrikA_parisevaka#cakrrikA_parisevaka#noun#2#RM
Disk_space_management	diska_rikwi_prabanXana#diska_rikwi_prabanXana#noun#3#RM
Disk_storage	cakrrikA_BaNdAraNa#cakrrikA_BaNdAraNa#noun#2#RM
Disk_storage_device	cakrikA_BaNdAraNa_yukwi#cakrikA_BaNdAraNa_yukwi#noun#3#RM
Disk_stripping	cakrikA_vipaTTana#cakrikA_vipaTTana#noun#2#RM
Disk_unit	cakrikA_ekaka#cakrikA_ekaka#noun#2#RM
Disk_volume	cakrikA_Ayawana#cakrikA_Ayawana#noun#2#RM
Diskette-formatted_tape	disketa_saMrUpiwa_tepa#disketa_saMrUpiwa_tepa#noun#2#RM
Diskette_storage	disketa_BaNdAraNa#disketa_BaNdAraNa#noun#2#RM
Diskette_storage_device	disketa_BaNdAraNa_yukwi#disketa_BaNdAraNa_yukwi#noun#3#RM
Disney_character	disanI_kA_pAwra#disanI_kA_pAwra#noun#2#RM
Distributed_data_processing_network	viwariwa_AfkadA_saMsAXana_netavarka#viwariwa_AfkadA_saMsAXana_netavarka#noun#4#RM
Distributed_processing	viwariwa_prakramaNa#viwariwa_prakramaNa#noun#2#RM
Divide_and_rule_algorithm	Bexa_Ora_rAja_elgoriWma#Bexa_Ora_rAja_elgoriWma#noun#4#RM
