??equivalent_noun	wulyAfka
adp_noun	e_dI_pI
adsorption_noun	aXiSoRaNa
adult_noun	prODa/vayaska
adulterant_noun	apamiSraka
adulteration_noun	apamiSraNa/milAvata
adultery_noun	jArakarma/vyafBacAra
advalorem_noun	mUlyAnusAra/yaWAmUlya
advance_noun	agi_rama/peSagI/agrima/unnwa/vikasiwa
advancement_noun	unnawi
advantage_noun	lABa/PAyaxA/BalAI
advection_noun	aBivahana
adverse_noun	prawikUla
advertise_noun	vijFApana_xenA/vijFApiwa_karanA
advertisement_noun	vijFApana
advertising_noun	vijFApana
advice_noun	parAmarSa/salAha/sUcanA/saFjFApana
advisory_noun	salAhakAra
advocacy_noun	vakAlawa/pakRa-samarWana
advocate_noun	aXivakwA/edavoketa/pakRa-samarWana/vakIla
aegis_noun	wawvAvaXAna
aeolian_noun	vAwoDa/vAyUDa/vAyugAmI/vAyuvAhiwa
aerate_noun	vAwana_karanA/vAwana/vAyu_saFcAraNa
aeration_noun	vAwana/vAyumiSraNa/vAyu_saFcAraNa
aerial_noun	eriyala/AkASI/havAI/vAyava/vAyavIya
aero_noun	vAyu
aerobatics_noun	eyarobetiksa/havAI_kalAbAjI
aerobe_noun	vAyujIvI
aerodrome_noun	havAI_addA/havAIaddA/eyarodroma
aerodynamic_noun	vAyugawika/vAyugawikIya
aerodynamics_adjective	vAyugawikI
aerodynamics_noun	vAyugawikI
aeroelasticity_noun	vAyuprawyAsWawA
aeroelastics_noun	vAyuprawyAsWikI
aerofoil_noun	vAyupawraka
aerograph_noun	vAyuleKI
aerology_noun	vAyu_vijFAna
aeromechanics_noun	vimAna_yAnwrikI
aeronautical_noun	vEmAnika/vEmAnika_iMjIniyarI
aeronautics_noun	vEmAnikI
aeronomy_noun	vAyavikI
aeropause_noun	vAyu_sImAnwa
aerophone_noun	EroPona
aerophysics_noun	vAyuBOwikI
aeroplane_noun	vAyuyAna/vimAna/havAI_jahAja
aeroplex_noun	Eropleksa
aerosol_noun	ErosoYEYEYEYla/vAyu-vilaya/vAyu_Gola/erosola
aerospace_noun	vAnwarikRa/vAyu_AkASa
aerosphere_noun	vAwamaNdala
aerostat_noun	vAyusWApI/avayAna/vAyusWAyI
aerostatic_noun	vAyusWEwikI
aerostatics_noun	vAyusWEwikI
aerostation_noun	vimAna_steSana
aerostructure_noun	vimAna_saMracanA
aerothermodynamics_noun	vAyuRmAgawikI
aerothermoelasticity_noun	vAyuRmAprawyAsWawA
affairs_noun	kArya/mAmale
affect_noun	praBAva_dAlanA/praBAviwa_karanA
affidavit_noun	SapaWa_pawra/halaPanAmA/SapaWa-pawra/SapaWapawra
affiliate_noun	sambaxXa_karanA
affiliation_noun	sambanXana
affinity_noun	anurakwi/vivAha_sambanXa
affirm_noun	afBapuRta_karanA/prawijFAna_karanA_(viXi)
affirmation_noun	afBapufRta/prawijFAna_(viXi)/prawijFAna
affirmative_noun	sakArAwmaka
affix_noun	lagAnA
afflux_noun	pravAha/bahAva
afford_noun	praxAna_karanA/xenA/samarWa_honA
afforest_noun	vanaropaNa
afforestation_noun	vanaropaNa/vana-ropaNa/vanIkaraNa
affranchise_noun	mawAXikAra_xenA
aforesaid_noun	pUvokwa
after-effect_noun	paSca_praBAva
afterflow_noun	paSca_pravAha
afternoon_noun	aparAna/xopahara_bAxa
agamy_noun	ayugmanI
agarian_noun	BUmi_sambanXI/kqRi_sambanXI
age_noun	Ayu/umra/yuga
ageing_noun	kAlapraBAvana
agency_noun	afBakaraNa/ejeMsI
agenda_noun	kAryasUcI
agent_noun	aBikarwA/ejenta/afBakarwA/ejeMta/karmaka
agglameration_noun	samUhana
agglomeration_noun	samUhana/sampiMdana
agglutination_noun	ASleRaNa
aggradation_noun	aXivqxXi/waloccana
aggrandisement_noun	vivarXana/awikaWana
aggravation_noun	apavqxaf_Xa/guruwara_honA
aggregate_noun	pUrNayoga/kula/rodI/samuccaya
aggregation_noun	samuccayana/samuccaya/samUha
aggrieved_noun	vyaWiwa
aging_noun	kAla_praBAvana/jaraNa
agitation_noun	Anxolana/vilodana/prakRoBana/viloDana
agitator_noun	AnxolanakArI/vilodaka/prakRoBaka
agitators_noun	prakRoBaka/vilodaka/halacala_pExA_karane_vAlA
agm_noun	sahAyaka_mahAprabanXaka
agmark_noun	EgamArka
agrarian_noun	BUmi_sambanXiwa/kqRi_sambanXI/kqfRa_BUmi_sambanXI
agravic_noun	guruwvahIna
agree_noun	karAra_karanA/anubanXa_karanA/sahamawa_honA/rAjI_honA
agreement_noun	anubanXa/karAra/samaJOwA/karAra_/_anubanXa/sahamawi
agri-input_noun	kqRi_niveSa
agricultural_noun	kqRi_sambanXI/kqRi
agriculture_noun	kqfRa/kqRi
agro-implements_noun	kqfRa-upakaraNa
agro-industries_noun	kqfRa-uxyoga
agroclimatology_noun	kqRi-jalavAyuvijFAna
agroforestry_noun	kqRi_vAnikI
agrology_noun	sasya_mqxA_vijFAna
agromaterology_noun	kqRi_mOsama-vijFAna
agrometeorology_noun	kqRi_mOsama_vijFAna
agronomical_noun	sasya_sambanXI
agronomist_noun	sasyavijFAnI/sasya_vijFAnI
agronomy_noun	sasyavijFAna/sasya_vijFAna
agrosilviculture_noun	kqRi_vana_varXana/kqRi_vana_vqkRa_vijFAna
agrostologist_noun	GAsavijFAnI
agrotype_noun	kqRi_prArUpa
aharonov-bohm-_noun	ehAronova-boma
aid_noun	sahAyawA_/_maxaxa
aileron_noun	EleroYna/saha_pakRa/sahapakRa
air-cooled_noun	vAyu-SIwiwa
air-tight_noun	vAyu
air_noun	vAyu/havA/vAwa
airborne_noun	vAyuvarwI/havAI
aircraft_noun	havAI_jahAja/vimAna/vAyuyAna
aircrew_noun	vAyu_peca
airdose_noun	vAyumAwrA
airfield_noun	havAI_kRewra/vimAna_kRewra
airfoil_noun	vAyupawraka/vimAna_PoYyala
airframe_noun	eyaraPrema
airglow_noun	vAyuxIpwi
airless_noun	vAyu_rahiwa
airline_noun	eyaralAina
airman_noun	vAyu_sEnika/eyaramEna
airplane_noun	vAyuyAna
airport_noun	vimAnapawwana/havAI_addA/eyaraporta
airship_noun	vAyupowa
airspeed_noun	vAyu_mApI
airway_noun	vAyupaWa/vAyumArga
airways_noun	vimAna_sevA
airworthiness_noun	udanayogyawA
alacrity_noun	wawparawA
alarm_noun	alArma/Apaxa_safkewa/Kaware_kA_safkewa/Awafkiwa_karanA/sacewaka
albedo_noun	elbido
albedometer_noun	elbidomApI
albino_noun	raFjakahIna_jIva
alcohol_noun	alkohoYla/ElkohoYla
alderman_noun	pOra-muKya
aledo_noun	XavalawA
alert_noun	cewAvanI/sacewa
alertness_noun	sajagawA
algal_noun	SevAla/kAI
algebra_noun	bIjagaNiwa/ElajebrA/bIjAvalI
algebraic_noun	bIjIya
algebraically_UNDEFINED	bIjagaNiwIya
algol_noun	elgAla/ElgoYla/elgoYla/kalana_viXi
algorithm_noun	algorixma/kalana_viXi/elgoriWma
alias_noun	eliAsa/upanAma/urPa
aliasing_noun	eliAsana
alien_noun	anyaxeSIya
alienable_noun	anyasafkrAmya
alienation_noun	anyasafkrAmaNa
alighnment_noun	saMreKaNa
align_noun	sIXa_milAnA/saMreKaNa
aligning_noun	ekareKIya
alignment_noun	anuyojana/nirXAriwa_sIXa/siXAI_saMreKaNa/saMreKaNa/sareKana/sareKaNa/sIXa/gaTabanXana
aliweb_noun	Eliveba
alkali_noun	kRAra
alkalies_noun	kRAra/KAra/sajjI
alkaline_noun	kRArIya/KArA
alkalinity_noun	kRArIyawA
alkaloed_noun	viRaXArI_paxArWa
allegation_noun	afBakaWana/Aropa/xoRAropaNa
alleged_noun	afBakaWiwa
allegiance_noun	niRTA/rAjya_niRTA
allele_noun	yugmavikalpI/vikalpI
alliance_noun	mEwrI/gaTabanXana
allied_noun	sambanXiwa/sambaxXa
allies_noun	sahayogI
allocate_noun	niyawa_karanA/nirXAriwa_karanA/niyawana
allocation_noun	AbaNtana/niyawana/AvaNtana/viniXAna
allocator_noun	niyawakArI
allogamy_noun	paraniSecana
allotment_noun	AbaNtana
allotropic_noun	apararUpI
allottee_noun	AbaNtiwi
allow_noun	anumawi_xenA/ijAjawa_xenA
allowance_noun	BawwA/CUta
allowances_noun	Bawwe
alloy_noun	Eluminiyama_miSraXAwu/miSraXAwu/EloYya/miSrAwu/miSra_XAwu/elAya/eloYya
alloying_noun	miSrAwvana/XAwu_miSraNa
alluvial_noun	jaloDa/kaCArI_BUmi
alluvium_noun	jaloDaka
almond_noun	bAxAma
alpha_noun	alPA/ElPA
alphabet_noun	vaNArkRara/akRara
alphabetic_noun	akRarAwmaka/vaNArnukrima
alphabetization_noun	vaNArnukramaNa
alphageometrics_noun	vaNArjyAmiwikI/akRarajyAmiwikI
alphamosaic_noun	alPAmojeka
alphanumeric_noun	akRarAfkIya
alt_noun	Alta
altavista_noun	EltAvistA
altenate_noun	ekAnwara/vikalpI
alteration_noun	parivarwana/Perabaxala
altercation_noun	kahAsunI
altering_noun	parivarwana
alternated_noun	pArI_pArI_se/ekAnwara
alternating_noun	prawyAvarwI
alternation_noun	eMkAnwaraNa/prawyAvarwana
alternative_noun	vikalpa/vEkalpika
alternatively_noun	vikalpawa:
alternator_noun	prawyAvarwaka/oYltaranetara/prawyAvarwiwra/prawyAvawiwra/Altaranetara
alternet_noun	Eltaraneta
altimeter_noun	wufgawAmApI/Aroha_mApaka/UzcAI_mApaka
altimetry_noun	wufgawAmiwi
altitude_noun	uccawA/UzcAI/wufgawA/UEYFcAI
altitudes_noun	uzcAI/wufgawA/uEYFcAI
alto-status_noun	maXyaswarIya
alum_noun	PitakarI
alumina_noun	EluminA/elyuminA/sPatika_mittI
aluminium_noun	Eluminiyama
aluminizing_noun	EluminIkaraNa
am-pm-receiver_noun	e_ema-pI_ema/risIvara
amalgam_noun	amalagama/sammiSra
amalgamation_noun	samAmelana/samAhiwa_karanA
amaranth_noun	cOlAI
amateur_noun	SOkiyA
ambassador_noun	rAjaxUwa
ambient_noun	pariveSa/pariveSI
ambiguity_noun	aspaRtawA/sanxigXawA
ambiguous_noun	sanxigXa/sanxigXAWI
ambit_noun	viswAra_kRewra/xAyarA/sImA_pariXi
ambulance_noun	EMbuleMsa
amelioration_noun	behawarI/nivAraNa/nirAkaraNa/suXAra
amenable_noun	uwwaraxAI
amend_noun	saMSoXiwa_karanA/saMSoXana_karanA
amendment_noun	saMSoXana/suXAra
amenities_noun	suKa-suviXAeM
amenity_noun	suKa-suviXA
ametabolic_noun	arUpAnwaraNI
amicable_noun	sOhArxapUrNa/mEwrIpUrNa
amiga_noun	emigA
amine_noun	EmIna
amitosis_noun	asUwrIviBAjana
amla_noun	AMvale
ammeter_UNDEFINED	EmItara
ammeter_noun	EmItara/XArAmApI
ammonia_noun	amoniyA
ammonification_noun	amoniyAkaraNa/EmoniyAkaraNa
ammunition_noun	golA-bArUxa
amnesty_noun	sarvakRamA
amoeba_noun	amIbA
amorph_noun	apraBAvI_rUpa
amorphous_adjective	akristalIya
amorphous_noun	AkAra_rahiwa/akristalIya/ravAhIna
amortization_noun	pariSoXana
amount_noun	rASi/rakama/mAwrA/miSraXana
ampere-hour_noun	EMpiyara_GaNtA
ampere-turn_noun	EMpiyara_PerA
ampere_noun	eMpIyara/EMpiyara/vixyuwa_pravAha_mApa
ampersand_noun	eMparaseMda
amphoteric_noun	uBayaXarmI
amplidyne_noun	eMplIdAina/EMplidAina/EMplIdAina
amplification_noun	pravarXana
amplifier/booster_noun	pravarXaka/varXaka
amplifier_noun	pravarXaka/EMplIPAyara/pravarxXaka/viswAraka
amplitude_noun	AyAm/AyAma/koNAfka
ampule_noun	samputa/EMpyula
amputation_noun	afgocCexana/afga_kAtanA
amylase_noun	emilesa
anabolism_noun	upacaya
anaerobic_noun	avAyujIvI
anaesthesia_noun	saMvexanAharaNa
anaesthetist_noun	enesWetista/saFjFAharaNavijFAnI
analgesic_noun	pIdAhArI
analog_noun	anurUpa/enAloga/enAloYga
analogous_noun	anu/anurUpa/saxqRya/saxqSa/wulyarUpa/samawulya
analogue_noun	anurUpa/wulyarUpa
analogy_noun	sAxqSya/anurUpawA
analysed_noun	viSleRiwa
analyser_noun	viSleRaka
analysis_noun	viSleRaNa
analyst_noun	viSleRaka
analyte_noun	viSleRya
analytic_noun	viSleRaNAwmaka
analytical_noun	viSleRaNAwmaka/vESleRika
analyzing_noun	viSleRaNa/viSleRIkaraNa
anamorphism_noun	prakAyAnwaraNa
ananthous_noun	apuRpakramI
anaphase_noun	paScAvasWA/enAPeja
anarchy_noun	arAjakawA
anatomical_noun	SArIrika
ancestor_noun	pUrvaja
anchor_noun	lafgara/eMkara/sWiraka
anchorage_noun	lafgaragAha/lafgara_Sulka
ancillary_noun	AnuRafgika/anuRafgI/sahAyaka/gONa
and_noun	eMda/waWA
androecium_noun	pumafga
androgenesis_noun	puFjanana
androgenous_noun	puFjanaka
anecdotal_noun	vqwwAnwa
anelasticity_noun	viRama_prawyAsWawA
anemograph_noun	vAyuvega_leKI/enImogrAPa
anemometer_noun	enemomItara/vAyu_vega_mApI/pavana_vegamApI/vAyuvega_mApI
aneroid_noun	nirxrava
angiology_noun	rakwasaFcAra_vijFAna
angiosperm_noun	AvqwabIjI
angle_noun	koNa
angles_noun	koNa
anglo-indian_noun	Afgla-BArawIya
angstrom_noun	EgstrAma
angular_adjective	koNIya
angular_noun	koNIya/koNaka
angularity_noun	koNAkAriwA
anhydride_noun	EnahAidrAida
anhydrous_noun	jalahIna/nirjala
aniline_noun	EnilIna
animal_noun	prANI/janwu_/paSu
animation_noun	enImeSana
animosity_noun	bEra
animus_noun	ASaya/vixveRa
anion_noun	qNAyana
anise_noun	sOMPa
aniseed_noun	sOMPa_(bIja)
anisotropic_noun	viRamaxESika/viRaNa_xESika
anisotropy_noun	viRamaxESikawA
annealing_noun	anIlana/anIlIkaraNa/wApAnuSIwana
annex_noun	saMlagna_karanA/jodanA/nawWI_karanA/rAjya_meM_milA_lenA
annexe_noun	upaBavana
annexure_noun	anubanXa/anulagnaka/saMlagnaka
annihilate_noun	saMhAra_karanA/sarvanASa_karanA
annihilation_noun	vilopana
anniversary_noun	varRagATa
annode_noun	enoda
annotation_noun	tippaNa/tippaNa_leKana/tIkA/vyAKyA
announce_noun	AKyApana_karanA/ElAna_karanA
announcement_noun	AKyApana/ElAna/GoRaNA
announcer_noun	AKyApaka/enAuMsara/vAcaka/uxGoRaka
annoyance_noun	ciDa/KIja
annoybot_noun	enoYyaboYta
annual_noun	vArSika
annuity_noun	vAfrRakI/vArRikI
annul_noun	niRpraBAva_karanA/bAwila_karanA
annular_noun	valayakAra/valayAkAra/CallexAra/CallenumA
annunciation_noun	Xvani_safkewa
annunciator_noun	AKyApiwra/AKyApaka/sAfkewika_suI
anode_noun	enoda/Enoda/XanAgra
anomalies_noun	asafgawi
anomalous_noun	asafgawa
anomaly_noun	asafgawi/asafgawica_viRamawA
anonymity_noun	anAmikawA_gumanAmI
anonymous_noun	anAma/gumanAma
anorexia_noun	kRuXAnyUnawA
anorogenic_noun	apavarwanI
anoxia_noun	anoYksiwA
anoxicity_noun	anAksiwawA
ansi_noun	e._ena._esa._AI._(amarIkI_rARtrIya_mAnaka_saMsWA)_ena_sI
answerability_noun	javAbaxehI
answerable_noun	javAbaxeha
antacid_noun	prawiamlawA
antagonism_noun	viroXa
antagonist_noun	viroXI
antarctic_noun	EntArkataka/xakRiNa_XruvIya
antecedent_noun	pUrvagAmI/pUrvavqwwa/pUrvavarwI
antecedents_noun	pUrvavqwwa
antedated_noun	pUrva-xinAfkiwa
antenna_noun	eMtenA/EMtInA/entenA/EntenA/SrqfgikA
anthelminitic_noun	kqmihara
anther_noun	parAgakoRa/parAgakoSa
anthesis_noun	praPullana/parAgoxBava/praPullana_kAla
anthill_noun	vamrakUta/vAlmIka
anthodium_noun	muNdaka
anthracene_UNDEFINED	eMWrAsIna
anthrax_noun	giltI_roga
anthropogenic_noun	mAnavoxBavI/mAnavajanya
anthropologist_noun	nqvijFAnI/mAnavavijFAnI
anthropomorphous_noun	mAnavarUpI
anti-clockwise_UNDEFINED	vAmAvarwa_GUrNana/vAmAvarwa_gawi
anti-coincidence_noun	|AwisampAwa/prawisampAwa
anti-electron_noun	prawi-ilektroYna
anti-glare_noun	prawi_cOMXa
anti-termite_noun	xImakaroXI
antibiosis_noun	prawijIviwA
antibiotic_noun	prawijEvika
antibunched_noun	prawigucCiwa
antibunching_noun	prawigucCana
anticedent_noun	pUrvavarwI
anticipation_noun	prawyASA/pUrvAnumAna
anticipatory_noun	prawyASiwa
anticlockwise_adjective	vAmAvarwa
anticlockwise_noun	vAmAvarwa/viparIwa_xiSA_se
anticus_noun	agrABimuKa
anticyclone_noun	prawicakravAwa
antidote_noun	prawikAraka
antielastic_noun	prawyAsWawAroXI
antiferromagnetics_noun	prawilohacumbakIya_paxArWa
antifungal_noun	prawikavaka/PafgasaroXI
antigen_noun	prawijana
antihalation_noun	prawyAmApana
antilogarithm_noun	EntIlAgariWma/prawilaGugaNaka
antimatter_noun	Entixravya/prawixravya
antimetry_noun	prawimApana
antimicrophonic_noun	prawimAikroPonika
antimissile_noun	misAilaroXI
antinode_UNDEFINED	praspanxa
antinode_noun	praspanxa
antinodes_noun	praspanxa
antiparallax_noun	pErelEksahArI
antiparallel_UNDEFINED	prawisamAnwara
antiparticle_UNDEFINED	prawikaNa
antiparticle_noun	prawikaNa
antiphlogistic_noun	SoWahArI
antipleion_noun	nyUnawA_kRewra
antipyretic_noun	jvarahara
antique_noun	purAvaswu
antiquities_noun	purAvaSeRa
antiquity_noun	purAwanawA/purAkAla/purAvaswa/u/purAvaSeRa
antiresonance_noun	prawianunAxa
antiseptic_noun	pUwiroXI
antiserum_noun	prawisIrama/eMtIsIrama
antispasmodic_noun	eMTanaroXI
antithesis_noun	prawipakRa/prawisWApanA
antitoxin_noun	AviSaroXI
antiviral_noun	prawiviSANuka
antogenist_noun	prawiroXI_virUxXa
aol_noun	e_o_ela
apartheid_noun	rafgaBexa
apathy_noun	uxAsInawA
aperture_noun	Cixra/xvAraka
apex_noun	SIRA/SiKara/SIrRa/cotI/SiKAgra/ucca
aphid_noun	lAhI/mAhU/ceMpA/EPida
apiarist_noun	maXumakKIpAlaka/maXumakKI_pAlaka
apiary_noun	maXuvAtikA
apical_noun	SiKAgra/SIrRasWa
apiculture_noun	maXumakKI/maXumakKI_pAlana/mOna_pAlana
apl_noun	e_pI_ela
apogamy_noun	apayugmana
apogee_noun	apaBU
apogeotropic_noun	BU-apavarwI
apollo_UNDEFINED	apolo
apollo_noun	apolo
apology_noun	kRamAyAcanA
apparatus_noun	upakaraNa/upaskara
apparent_noun	ABAsI/prakata/xqSyamAna
apparition_noun	AvirBAva
apparrent_noun	prakata/spaRta
appeal_noun	apIla/apIla_karanA
appearance_noun	hAjLrI/upasaFjAwi_(viXi)/Akqwi/rUpa/prakatana/uxBAsa
appeasement_noun	wuRtIkaraNa
appellation_noun	afBayAna
append_noun	jodanA/pariSiRta_ke_rUpa_meM_lagAnA
appendage_noun	anubanXa/saMlagnaka
appendant_noun	upAbanXa/saMlagnaka
appendix_noun	pariSiRta
appetite_noun	kRuXA/BUKa
appetizer_noun	kRuXAkArI
apple_noun	epala
applet_noun	epaleta_anuprayogikA
appliance_noun	upakaraNa/upasAXana/upayanwra
appliances_noun	sAXana
applicability_noun	anuprayojyawA/lAgU_honA/prayojyawA/prayojanIyawA/upayogaparawA
applicable_noun	lAgU
applicant_noun	Avexaka
application_noun	anuprayoga/anuprayojyawA/Avexana/arjI/lAgU_(honA)
applications_noun	anuprayoga
applied_noun	anuprayukwa
applique_noun	aXiropaNa
appoint_noun	niyukwa_karanA
appointee_noun	niyukwa_vyakwi
appointment_noun	niyukwi
apportionment_noun	praBAjana/vimAnana/saMvimAjana
appraisal_noun	AfkanA/mUlyani/mUlyAfkana
appraiser_noun	mUlyanirUpaka/mUlya-nirUpaka
appreciable_noun	suprekRya
appreciation_noun	mUlya_vqxXi/sarAhanA/vqxXi
apprehend_noun	pakadanA/giraPwAra_karanA
apprehension_noun	pakadA_jAnA/giraPwArI/boXa/samaJa/ASafkA/SafkA
apprentice_noun	aXInasWa_leKA_sevA_SikRu/praSikRu/praSikRaNArWI/SikRu
apprenticeship_noun	SikRuwA
appression_noun	ArAnuBUwi
apprise_noun	sUcanA_xenA/bawAnA
apprised_noun	avagawa_karAnA
approach_noun	nikatawA/pahuFca/ruKa/samparka_karanA/pahuca/upamArga/xqfRtakoNa/prayawna/upAya/upagamana
approbation_noun	anumoxana
appropriate_noun	upayukwa/samuciwa/uciwa/viniyojana_karanA
appropriation_noun	viniyoga/viniyojana
approval_noun	anumoxana/svIkqwi
approve_noun	anumoxana_karanA
approver_noun	ikabAlI_gavAha
approximate_noun	sannikata
approximately_noun	sannikatawa:
approximation_noun	sannikatana
appurtenance_noun	upAbanXa
apricot_noun	KUbAnI
apron_noun	eprana
apropos_noun	ke_sanxarBa_meM
aptitude_noun	ruJAna/afBakRamawA
aquaculture_noun	jalajIva_pAlana/jala_kqRi/maCalIpAlana
aquaplane_noun	ekvAplena
aquatic_noun	jalIya/jalacara
aqueduct_noun	jalasewu/jala_sewu/kqwrima_jalapraNAla/jalavAhI_sewu
aqueous_noun	jalIya
aquifer_noun	jalaBarA/jalavAhI_swara/jalaxAyI_swara
aquifuge_noun	jalaroXI_swara
arbitrary_noun	eka_waraPA/manamAnA/manamAnI/svecCa/yAxqcCika
arbitration_noun	maXyasWawA/paFca_PEsalA/maXyasWa_nirNaya/vivAcana/mAXyasWam_(viXi)
arbitrator_noun	maXyasWa/vivAcaka
arboreal_noun	vqkRIya/vqkRavAsI
arboretum_noun	vqkRa_samUha
arboriculture_noun	vqkRa-saMvarXana
arboriculturist_noun	vqkRa-saMvarXana_vijFAnI
arborization_noun	SAKAyana
arbour_noun	kuFja
arbuscules_noun	bOnA_vqkRa
arc_noun	Arka/cApa/vqwwaKaNda
arch_noun	dAta/meharAba/maharAba
archaeologist_noun	purAwawvavix
archie_noun	ArcI
archieval_noun	purAleKI/aBisafgrahI
archieving_noun	aBisafgraha
arching_noun	woraNa/cApakaraNa
architect_noun	vAswuvixa/vAswukAra/vAswuvix
architectural_noun	vAswukalAwmaka
architecture_noun	vAswukalA/sWApawyakalA/sWApawya_kalA/vAswu/vAswuvixyA/sWApawya
archive_noun	purAleKa
archives_noun	aBileKAgAra/afBaleKAgAra
archiving_noun	purABaNdAraNa/purAleKaNa
archivist_noun	afBaleKAXyakRa
arduous_noun	kaTina/xuRkara
area_noun	kRewra/kRewraPala
areacanut_noun	supArI
arena_noun	kRewraka/erenA
areography_noun	kRewra_vijFAna
argillaceaus_noun	mqwikA_maya/cikanI_mittI_vAlA
argon_noun	Argana
arguement_noun	svawanwra_cara
argument_noun	koNAfka/prAcara/warka/bahasa
arid_noun	SuRka
aridity_noun	SuRkawA
aridosol_noun	eridosola
aries_noun	meRa/erIja
aril_noun	bIjacola
aris_noun	Erisa
aristotle_noun	araswU
arm_noun	BujA
armature_UNDEFINED	Armecara
armature_noun	Armecara
armed_noun	saSaswra
arming_noun	sajjIkaraNa
armistice_noun	yuxaXa_virAma
armm_noun	e_Ara_ema_ema
armour_noun	kavaca
armourer_noun	SaswrasAja/Armarara
arms_noun	AyuXa/haWiyAra
army_noun	senA/POja/WalasenA
aroma_noun	suvAsa/suganXa
aromatic_noun	Erometika/saganXIya
arpanet_noun	arapAneta
arrangement_noun	vinyAsa/vyavasWA
array_noun	saraNI/sAraNI/sAriNI/byUha/vyUha
arrears_noun	bakAyA
arrival_noun	Agamana/Amaxa
arrivals_noun	Amaxa
arrogance_noun	xamBa/akKadapana
arrogant_noun	xamBI/akKada
arsenal_noun	AyuXAgAra
arsenide_UNDEFINED	ArsenAida
arson_noun	AgajanI
art_noun	kalA
artesian_noun	uwsruwa
arthropods_noun	mAnavAkAra
arthrospore_noun	sanXi_bIjANu
article_noun	anucCexa/vaswu/leKa/nibanXa
articular_noun	sanXi/sanXikA
artifact_noun	virUpaNa_sAkRya
artificer_noun	pariSilpI
artificial_adjective	kqwrima
artificial_noun	kqwrima
artillery_noun	wopaKAnA
artisan_noun	kArIgara/SilpI
artist_noun	kalAkAra
arum_noun	arabI/GuiyAM
asafoetida_noun	hIMga
asbestos_noun	ebestoYsa/EsbestoYsa
ascend_noun	ArohaNa
ascendant_noun	pUrvapuruRa
ascender_noun	Arohaka
ascending_noun	ArohI
ascertain_noun	afBaniSciwa_karanA
ascii_noun	AskI
ascription_noun	Aropana
aseismic_noun	aBUkampI
ash_noun	Basma/rAKa/rAKa_aMSa
ashes_noun	axagXa_rAKa
askeric_noun	wAraka
aspect_noun	aBimuKawA/pahalU_/pakRa/xqfRta
aspersion_noun	lAFCana/Aropa
aspi_noun	EspI
aspiration_noun	cUSaNa
assailant_noun	hamalAvara
assassination_noun	hawyA/hanana
assault_noun	hamalA/prahAra
assayer_noun	pAraKI/mUlyAfkanakarwA
asseble_noun	smarAnwaraka
assemblage_noun	kodAnwaraNa/samuccaya
assemble_noun	jutanA/ekawra_honA/ikatTA_honA/jodanA/safmmilawa_karanA/ekawra_karanA/kodAnwaraNa/kodAnwara_karanA/samavewa_honA
assembled_noun	sajjiwa/kodAnwariwa
assembler_noun	kodAnwaraka/saMyojaka/yojaka/smarAnwaraka
assembling_noun	kodAnwaraNa/safgrahaNa
assembly_noun	kodAnwaraNa/saBA/jamAva/saMyojana/aseMbalI
assent_noun	anumawi/sahamawi/svIkqwi
assert_noun	xqDawA_se_kahanA/jora_xekara_kahanA
assertion_noun	niScayana
assesment_noun	mUlyAfkana
assessed_noun	nirXAriwa/mUlyAfkiwa
assessee_noun	nirXAriwI
assessment_noun	nirXAraNa/mUlyAfkana/Akalana
assessor_noun	asesara/kara-nirXAraka
asset_noun	parisampawi
assets_noun	parisampafwwa/AswiyA/parisampawwiyAM/AswiyAM
assign_noun	samanuxeSiwa_karanA/sOMpanA/niyawa_karanA
assigned_noun	nirxiRta
assignee_noun	samanuxeSiwI
assignment_noun	nirxiRtIkaraNa/niyawa_kArya/samanuxeSana/supurxa_kAma
assignor_noun	samanuxeSaka
assimilate_noun	AwmasAwkaranA/svAfgIkaraNa_karanA
assimilating_noun	svAfgI
assimilation_noun	AwmasAwakaraNa/milAnA/AwmasAwkaraNa/svAfgIkaraNa
assistant_noun	sahAyaka
associate_noun	saha-_safmmaliwa_karanA/sambanxXa/sambaxXa
associated_noun	sambaxXa/sahacArI/safguNiwa
association_noun	safGa_safgama_(viXi)_sambanXa/sAhacarya/safGaTana
associative_UNDEFINED	sAhacarya
associativity_noun	sahacAriwA
assume_noun	grahaNa_karanA/kalpanA_karanA/apanAnA,
assumption_noun	grahaNa/kalpanA/grahana/anumAna
assurance_noun	ASvAsana/bImA_(haswAnwaraNa-pawra
assure_noun	ASvaswa_karanA
assymetry_noun	asamamiwi
astable_noun	asWAyI
asterik_noun	wArAfka
asteroid_noun	grahikA/kRuxragraha
asteroidal_noun	grahikIya/kRuxragrahIya
asthenosphere_noun	xurbalawA_maNdala
asthma_noun	SvAsa/xamA
astringent_noun	swamBaka/kaSAya
astrocompass_noun	Kagola_kampAsa
astrodome_noun	Kagola_gumbaxa
astrogation_noun	anwarikRa_nOcAlana
astrogeology_noun	Kagola_BUvijFAna
astrographic_noun	wArAciwrI
astrolabe_noun	Estroleba/unnawAMSamApI
astrometry_noun	Kagolamiwi
astronaut_noun	anwarikRayAwrI
astronautics_noun	anwarikRayAnikI
astronomical_adjective	KagolIya
astronomical_noun	KagolIya
astronomy_noun	Kagola_vijFAna/KagolikI
astropart_noun	Kagola_BAga
astrophysical_noun	Kagola_BOwikIya
astrophysics_noun	Kagola_BOwikI/wArA_BOwikI
