#administrative multi word dictionary extracted by Shubangi. Formatted by Roja (26-01-2016)	#administrative multi word dictionary extracted by Shubangi. Formatted by Roja (26-01-2016)
#Changes:: 1) Separated single word and multi words into separate dictionaries	#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case	#          2) English words are converted to lower case
#          3) Added category as 'noun' by default	#          3) Added category as 'noun' by default
#	   4) If last word is not punctuation then treated last word as head 
#	      or else treated last but one word as head
#################################################################################	#################################################################################
all_inclusive_cost	sarvasamAveSI_lAgawa#sarvasamAveSI_lAgawa#noun#3#RM
all_india_institute_of_medical_science	aKila_BArawIya_AyurvijFAna_saMsWAna#aKila_BArawIya_AyurvijFAna_saMsWAna#noun#6#RM
all_india_institute_of_physical_medicine_rehabilitation	aKila_BArawIya_BOwika_ORaXa_evaM_punarvAsa_saMsWAna#aKila_BArawIya_BOwika_ORaXa_evaM_punarvAsa_saMsWAna#noun#7#RM
all_india_institute_of_speech_hearing	aKila_BArawIya_vAk_evaM_SravaNa_saMsWAna#aKila_BArawIya_vAk_evaM_SravaNa_saMsWAna#noun#6#RM
all_india_newspaper_editors_conference	aKila_BArawIya_samAcArapawra_sampAxaka_sammelana#aKila_BArawIya_samAcArapawra_sampAxaka_sammelana#noun#5#RM
all_india_radio	AkASavANI#AkASavANI#noun#3#RM
all_india_railwaymens_federation	aKila_BArawIya_relave_karmacArI_mahAsafGa#aKila_BArawIya_relave_karmacArI_mahAsafGa#noun#4#RM
all_india_rural_credit_service_committee	aKila_BArawIya_grAmINa_sAKa_sevA_samiwi#aKila_BArawIya_grAmINa_sAKa_sevA_samiwi#noun#6#RM
all_india_service	aKila_BArawIya_sevA#aKila_BArawIya_sevA#noun#3#RM
all_rights_reserved	sarvAXikAra_surakRiwa#sarvAXikAra_surakRiwa#noun#3#RM
allocation_of_busin	kArya_niyawana#kArya_niyawana#noun#3#RM
allotment_letter	AbaNtana-pawra#AbaNtana-pawra#noun#2#RM
allotment_of_fund	niXi-AbaNtana#niXi-AbaNtana#noun#3#RM
allotment_officer	AbaNtana_aXikArI#AbaNtana_aXikArI#noun#2#RM
allotment_order	AbaNtana_AxeSa#AbaNtana_AxeSa#noun#2#RM
allotment_supervisor	AbaNtana_paryavekRaka#AbaNtana_paryavekRaka#noun#2#RM
allow_an_appeal	apIla_maFjUra_karanA#apIla_maFjUra_karanA#noun#3#RM
allowed_time	anumawa_samaya#anumawa_samaya#noun#2#RM
alphabetic_order	varNakrama/akArAxikrama#varNakrama/akArAxikrama#noun#2#RM
alphabetical_indexi	varNAnusAra_sUcIyana#varNAnusAra_sUcIyana#noun#2#RM
alphabetical_slip	akRara_parcI#akRara_parcI#noun#2#RM
am_desired_to_say	muJe_nivexana_karane_ke_lie_kahA_gayA_hE#muJe_nivexana_karane_ke_lie_kahA_gayA_hE#noun#4#RM
am_directed_to	muJe_nixeSa_huA_hE#muJe_nixeSa_huA_hE#noun#3#RM
am_to_add	muJe_yaha_BI_liKanA_hE#muJe_yaha_BI_liKanA_hE#noun#3#RM
am_to_say	yaha_kahanA_hE_ki#yaha_kahanA_hE_ki#noun#3#RM
ambulance_driver	rogI-gAdI_cAlaka/EMbuleMsa_drAivara#rogI-gAdI_cAlaka/EMbuleMsa_drAivara#noun#2#RM
amended_draft	saMSoXiwa_masOxA/saMSoXiwa_prArUpa#saMSoXiwa_masOxA/saMSoXiwa_prArUpa#noun#2#RM
amenity_clerk	suKa-suviXA_lipika#suKa-suviXA_lipika#noun#2#RM
amortizationof_debt	_Na_mukwi/_Na_pariSoXana#_Na_mukwi/_Na_pariSoXana#noun#2#RM
amounting_to	samawulya_honA/koti_meM_AnA#samawulya_honA/koti_meM_AnA#noun#2#RM
analogous_post	anurUpa_paxa#anurUpa_paxa#noun#2#RM
analyst_,_junior	kaniRTa_viSleRaka#kaniRTa_viSleRaka#noun#3#RM
analyst_,_senior	variRTa_viSleRaka#variRTa_viSleRaka#noun#3#RM
analytical_assistant	viSleRaNa_sahAyaka#viSleRaNa_sahAyaka#noun#2#RM
analytical_estimati	viSleRaNAwmaka_prAkkalana#viSleRaNAwmaka_prAkkalana#noun#2#RM
analytical_study	viSleRaNAwmaka_aXyayana#viSleRaNAwmaka_aXyayana#noun#2#RM
anatomy_,_physiology_and_biochemistry_department	SarIra-racanA/SarIra-kriyA_Ora_jIva-rasAyana_viBAga#SarIra-racanA/SarIra-kriyA_Ora_jIva-rasAyana_viBAga#noun#6#RM
anatomy_department	SarIra-racanA_viBAga#SarIra-racanA_viBAga#noun#2#RM
ancient_history_department	prAcIna_iwihAsa_viBAga#prAcIna_iwihAsa_viBAga#noun#3#RM
ancillary_industrie	anuRafgI_uxyoga#anuRafgI_uxyoga#noun#2#RM
animal_geneticist	prANI_AnuvaMSika_vijFAnI/prANI_AnuvaMSikIvix#prANI_AnuvaMSika_vijFAnI/prANI_AnuvaMSikIvix#noun#2#RM
animal_husbandry	paSupAlana#paSupAlana#noun#2#RM
animal_quarantine_cetification_service	paSu_safgaroXa_evaM_pramANana_sevA#paSu_safgaroXa_evaM_pramANana_sevA#noun#4#RM
annexure_papers	saMlagna_kAgaja#saMlagna_kAgaja#noun#2#RM
announcer_,_intermediate_grade	maXyavarwIZ_greda_enAuMsara#maXyavarwIZ_greda_enAuMsara#noun#4#RM
announcer_,_junior_grade	kaniRTa_greda_enAuMsara#kaniRTa_greda_enAuMsara#noun#4#RM
announcer_,_senior_grade	variRTa_greda_enAuMsara#variRTa_greda_enAuMsara#noun#4#RM
annual_account	vAfrRaka_leKA#vAfrRaka_leKA#noun#2#RM
annual_administrative_report	vAfrRaka_praSAsanika_riporta#vAfrRaka_praSAsanika_riporta#noun#3#RM
annual_financial_st	vAfrRaka_viwwIya_vivaraNa#vAfrRaka_viwwIya_vivaraNa#noun#3#RM
annual_report	vAfrRaka_riporta#vAfrRaka_riporta#noun#2#RM
annual_review	vAfrRaka_samIkRA#vAfrRaka_samIkRA#noun#2#RM
annuity_deposit	vAfrRakI_nikRepa/vAfrRakI_jamA#vAfrRakI_nikRepa/vAfrRakI_jamA#noun#2#RM
anomalous_position	asafgawa_fsWfAwa#asafgawa_fsWfAwa#noun#2#RM
anonymous_complaint	gumanAma_SikAyawa#gumanAma_SikAyawa#noun#2#RM
answer_book	uwwara_puswikA#uwwara_puswikA#noun#2#RM
answer_sheet	uwwara_pawraka#uwwara_pawraka#noun#2#RM
antedated_cheque	pUrva-xinAfkiwa_ceka#pUrva-xinAfkiwa_ceka#noun#2#RM
antenatal_clinic	prasavapUrva_nixAnAlaya#prasavapUrva_nixAnAlaya#noun#2#RM
anthropological_survey_of_india	BArawIya_mAnavavijFAna_sarvekRaNa#BArawIya_mAnavavijFAna_sarvekRaNa#noun#4#RM
anti-corruption_branch	BraRtAcAra-niroXa_SAKA#BraRtAcAra-niroXa_SAKA#noun#2#RM
anti-corruption_mea	BraRtAcAra_niroXaka_upAya#BraRtAcAra_niroXaka_upAya#noun#2#RM
anti-corruption_officer	BraRtAcAra-niroXa_aXikArI#BraRtAcAra-niroXa_aXikArI#noun#2#RM
anti-corruption_police_inspector	BraRtAcAra-niroXa_pulisa_nirIkRaka#BraRtAcAra-niroXa_pulisa_nirIkRaka#noun#3#RM
anti-malaria_officer	maleriyA-niroXa_aXikArI#maleriyA-niroXa_aXikArI#noun#2#RM
anti-malaria_spraying_man	maleriyA-niroXa_PuhAraka#maleriyA-niroXa_PuhAraka#noun#3#RM
anti_piracy_law	cOrya_niroXa_viXi#cOrya_niroXa_viXi#noun#3#RM
anticipated_expendi	prawyASiwa_vyaya#prawyASiwa_vyaya#noun#2#RM
anticipated_income	prawyASiwa_Aya#prawyASiwa_Aya#noun#2#RM
anticipated_profit	prawyASiwa_lABa#prawyASiwa_lABa#noun#2#RM
anticipated_saving	prawyASiwa_bacawa#prawyASiwa_bacawa#noun#2#RM
anticipatory_bail	agi_rama_jamAnawa#agi_rama_jamAnawa#noun#2#RM
antiquity_assistant	purAMvaswu_sahAyaka#purAMvaswu_sahAyaka#noun#2#RM
antirabic_clinic	prawyalarka_nixAnAlaya/EfntarEbika_klInika#prawyalarka_nixAnAlaya/EfntarEbika_klInika#noun#2#RM
apex_body	SIrRa_nikAya/SiKara_saMsWA#SIrRa_nikAya/SiKara_saMsWA#noun#2#RM
appeal_clerk	apIla_lipika#apIla_lipika#noun#2#RM
appear_for_interview	sAkRAwkAra_ke_lie_upasWiwa_hoM#sAkRAwkAra_ke_lie_upasWiwa_hoM#noun#3#RM
appellate_authority	apIla-prAXikArI#apIla-prAXikArI#noun#2#RM
appellate_controller_of_estate_duty	sampaxA_Sulka_apIla-niyanwraka#sampaxA_Sulka_apIla-niyanwraka#noun#5#RM
appellate_powers	apIlI_SakwiyA#apIlI_SakwiyA#noun#2#RM
appellate_tribunal	apIla_aXikaraNa#apIla_aXikaraNa#noun#2#RM
appellate_tribunal_for_forefeited_property	jabwa-sampafwwa_apIla-aXikaraNa#jabwa-sampafwwa_apIla-aXikaraNa#noun#5#RM
applicable_has_not_been_made_in_proper_form	Avexana_uciwa_rUpa_meM_nahIM_kiyA_gayA_hE#Avexana_uciwa_rUpa_meM_nahIM_kiyA_gayA_hE#noun#8#RM
applicable_to	para_lAgU_hE#para_lAgU_hE#noun#2#RM
application_form	Avexana_pawra/ajIZ#Avexana_pawra/ajIZ#noun#2#RM
applied_physics_department	anuprayukwa_BOwikI_viBAga#anuprayukwa_BOwikI_viBAga#noun#3#RM
appointing_authorit	niyukwi_prAXikArI#niyukwi_prAXikArI#noun#2#RM
appointment_clerk	niyukwi_lipika#niyukwi_lipika#noun#2#RM
appointment_letter	niyukwi_pawra#niyukwi_pawra#noun#2#RM
appointments_commit	manwrImaNdalIya_niyukwi_samiwi#manwrImaNdalIya_niyukwi_samiwi#noun#2#RM
apprentice_mechanic	SikRu_mekEenika#SikRu_mekEenika#noun#2#RM
appropriate_action	uciwa_kAravAI#uciwa_kAravAI#noun#2#RM
appropriate_denomin	upayukwa_mUlyavarga#upayukwa_mUlyavarga#noun#2#RM
appropriate_head	upayukwa_SIrRa#upayukwa_SIrRa#noun#2#RM
appropriate_technology	upayukwa_prOxyogikI#upayukwa_prOxyogikI#noun#2#RM
appropriation_accou	viniyojana_leKA#viniyojana_leKA#noun#2#RM
appropriation_act	viniyojana_aXiniyama#viniyojana_aXiniyama#noun#2#RM
approval_may_be_accorded	anumoxana_praxAna_kara_xiyA_jAe#anumoxana_praxAna_kara_xiyA_jAe#noun#4#RM
approved_as_per_remarks_in_the_margin	hASie_kI_afBayukwi_ke_anusAra_anumoxiwa#hASie_kI_afBayukwi_ke_anusAra_anumoxiwa#noun#7#RM
approved_as_proposed	yaWApraswAva_anumoxiwa#yaWApraswAva_anumoxiwa#noun#3#RM
approved_contractor	anumoxiwa_TekexAra/anumoxiwa_saMvixAkAra#anumoxiwa_TekexAra/anumoxiwa_saMvixAkAra#noun#2#RM
approved_draft_typed_and_put_up_for_signatures_please	anumoxiwa_prArUpa_tAipa_karake_haswAkRara_ke_lie_praswuwa/anumoxiwa_masOxA_tAipa_karake_haswAkRara_ke_lie_praswuwa#anumoxiwa_prArUpa_tAipa_karake_haswAkRara_ke_lie_praswuwa/anumoxiwa_masOxA_tAipa_karake_haswAkRara_ke_lie_praswuwa#noun#9#RM
aquarium_keeper	jalajIvapAla#jalajIvapAla#noun#2#RM
arabic_figures	arabI_afka#arabI_afka#noun#2#RM
arabic_unit	arabI_ekaka#arabI_ekaka#noun#2#RM
arbitration_tribuna	mAXyasWam_aXikaraNa#mAXyasWam_aXikaraNa#noun#2#RM
arboriculture_officer	vqkRa-saMvarXana_aXikArI#vqkRa-saMvarXana_aXikArI#noun#2#RM
archaeological_officer	purAwawva_aXikArI#purAwawva_aXikArI#noun#2#RM
archaeological_survey_of_india	BArawIya_purAwawva_sarvekRaNa#BArawIya_purAwawva_sarvekRaNa#noun#4#RM
architect_planner	vAswu-yojanAkAra#vAswu-yojanAkAra#noun#2#RM
architectural_assistant	vAswu-sahAyaka/sWApawya-sahAyaka#vAswu-sahAyaka/sWApawya-sahAyaka#noun#2#RM
architecture_and_planning_department	sWApawya_Ora_yojanA_viBAga#sWApawya_Ora_yojanA_viBAga#noun#4#RM
area_chaser	kRewra_cejara#kRewra_cejara#noun#2#RM
area_commander	eriyA_kamANdara#eriyA_kamANdara#noun#2#RM
area_installer_engineer	kRewrIya_saMsWApana_iMjIniyara#kRewrIya_saMsWApana_iMjIniyara#noun#3#RM
area_superintendent	kRewrIya_aXIkRaka#kRewrIya_aXIkRaka#noun#2#RM
area_supervisor	kRewra_paryavekRaka#kRewra_paryavekRaka#noun#2#RM
armament_officer	AyuXa_aXikArI/ArmAmeMta_aPasara#AyuXa_aXikArI/ArmAmeMta_aPasara#noun#2#RM
armature_winder	Armecara_valayaka#Armecara_valayaka#noun#2#RM
armed_constabulary	saSaswra_pulisa#saSaswra_pulisa#noun#2#RM
armed_forces	saSaswra_bala#saSaswra_bala#noun#2#RM
armed_forces_film_and_photo_division	saSaswra_senA_PLlma_Ora_Poto_praBAga#saSaswra_senA_PLlma_Ora_Poto_praBAga#noun#6#RM
armed_forces_medical_corps	saSaswra_senA_cikiwsA_kora#saSaswra_senA_cikiwsA_kora#noun#4#RM
armed_forces_medical_services	saSaswra_senA_cikiwsA_sevAe#saSaswra_senA_cikiwsA_sevAe#noun#4#RM
armed_forces_medical_stores_depot	saSaswra_senA_cikiwsA_BaNdAra_dipo#saSaswra_senA_cikiwsA_BaNdAra_dipo#noun#5#RM
armed_forces_officers_mess	saSaswra_senA_aPasara_mesa#saSaswra_senA_aPasara_mesa#noun#4#RM
armed_forces_transfusion_centre	saSaswra_senA_AXAna_keMxra#saSaswra_senA_AXAna_keMxra#noun#4#RM
armed_police_constable	saSaswra_pulisa_sipAhI#saSaswra_pulisa_sipAhI#noun#3#RM
armoury_officer	SaswrAgAra_aXikArI#SaswrAgAra_aXikArI#noun#2#RM
armoury_sentry	SaswrAgAra_sanwarI#SaswrAgAra_sanwarI#noun#2#RM
arms_clerk	Saswra-lipika/Saswra-klarka#Saswra-lipika/Saswra-klarka#noun#2#RM
army_base_workshop	AmIZ_besa_varkaSoYpa#AmIZ_besa_varkaSoYpa#noun#3#RM
army_commander	AmIZ_kamANdara#AmIZ_kamANdara#noun#2#RM
army_headquarters	WalasenA_muKyAlaya/senA_muKyAlaya#WalasenA_muKyAlaya/senA_muKyAlaya#noun#2#RM
army_hospital	senA_aspawAla/sEnika_aspawAla#senA_aspawAla/sEnika_aspawAla#noun#2#RM
army_medical_corps	senA_cikiwsA_kora#senA_cikiwsA_kora#noun#3#RM
army_ordnance_department	senA_AyuXa_viBAga#senA_AyuXa_viBAga#noun#3#RM
army_reserve_officer	AmIZ_rijarva_aPasara#AmIZ_rijarva_aPasara#noun#3#RM
army_veterinary_corps	senA_paSucikiwsA_kora#senA_paSucikiwsA_kora#noun#3#RM
arrangement_of_file	misila-vinyAsa#misila-vinyAsa#noun#3#RM
arrangements_are_being_made_to_ensure_timely_submission_of_report	riporta_samaya_para_praswuwa_karane_kI_vyavasWA_kI_jA_rahI_hE#riporta_samaya_para_praswuwa_karane_kI_vyavasWA_kI_jA_rahI_hE#noun#10#RM
arrear_statement	bakAyA_vivaraNa#bakAyA_vivaraNa#noun#2#RM
arrival_report	Agamana_riporta#Agamana_riporta#noun#2#RM
art_executive	kalA_kAryapAlaka#kalA_kAryapAlaka#noun#2#RM
articles_of_association	saMsWA_ke_anwaniyama/safgama-anucCexa_(viXi)#saMsWA_ke_anwaniyama/safgama-anucCexa_(viXi)#noun#3#RM
artificial_insemination_officer	kqwrima_gaBAXAna_aXikArI#kqwrima_gaBAXAna_aXikArI#noun#3#RM
artificial_limb_centre	kqwrimAfga_keMxra#kqwrimAfga_keMxra#noun#3#RM
artificial_respiration_centre	kqwrima_Svasana_keMxra#kqwrima_Svasana_keMxra#noun#3#RM
arts_and_crafts	kalA_Ora_Silpa#kalA_Ora_Silpa#noun#3#RM
as_above	jEsA_Upara_xiyA_hE#jEsA_Upara_xiyA_hE#noun#2#RM
as_already_pointed_out	jEsA_ki_pahale_bawAyA_jA_cukA_hE#jEsA_ki_pahale_bawAyA_jA_cukA_hE#noun#4#RM
as_amended	yaWA_saMSoXiwa#yaWA_saMSoXiwa#noun#2#RM
as_an_exceptional_case	apavAxa_ke_rUpa_meM#apavAxa_ke_rUpa_meM#noun#4#RM
as_before	pUrvavawa/yaWApUrva#pUrvavawa/yaWApUrva#noun#2#RM
as_compared_with	kI_wulanA_meM#kI_wulanA_meM#noun#3#RM
as_decided	yaWA_nirNIwa/nirNaya_ke_anusAra#yaWA_nirNIwa/nirNaya_ke_anusAra#noun#2#RM
as_directed	nixeSAnusAra#nixeSAnusAra#noun#2#RM
as_far_as_may_be	yaWASakya/jahA_waka_ho_sake#yaWASakya/jahA_waka_ho_sake#noun#5#RM
as_far_as_possible	yaWAsamBava#yaWAsamBava#noun#4#RM
as_far_as_practicable	yaWAsAXya#yaWAsAXya#noun#4#RM
as_in_force_for_the_time_being	jEsA_ki_PilahAla_lAgU_hE#jEsA_ki_PilahAla_lAgU_hE#noun#7#RM
as_is_where_is	jEse_hE_jahA_hE/jEsA_hE_Ora_jahA_hE#jEse_hE_jahA_hE/jEsA_hE_Ora_jahA_hE#noun#4#RM
as_laid_down	yaWA_nirXAriwa#yaWA_nirXAriwa#noun#3#RM
as_last_resort	anwima_upAya_ke_rUpa_meM#anwima_upAya_ke_rUpa_meM#noun#3#RM
as_matter_of_fact	yaWArWawa:/vaswuwa:#yaWArWawa:/vaswuwa:#noun#4#RM
as_matter_of_right	aXikAra_ke_rUpa_me/sAXikAra#aXikAra_ke_rUpa_me/sAXikAra#noun#4#RM
as_may_be_considered_expedient	jEsA_ki_samIcIna_prawIwa_ho#jEsA_ki_samIcIna_prawIwa_ho#noun#5#RM
as_may_be_necessary	yaWAvaSyaka/jEsA_AvaSyaka_hofRawa#yaWAvaSyaka/jEsA_AvaSyaka_hofRawa#noun#4#RM
as_may_be_specified	jEsA_vinixiRta_kiyA_jAe/yaWA_vinixiRta#jEsA_vinixiRta_kiyA_jAe/yaWA_vinixiRta#noun#4#RM
as_modified	yaWA_ASoXiwa/waramIma_ke_sAWa#yaWA_ASoXiwa/waramIma_ke_sAWa#noun#2#RM
as_notified	yaWA_aXisUciwa#yaWA_aXisUciwa#noun#2#RM
as_of_right	sAXikAra#sAXikAra#noun#3#RM
as_per	ke_anusAra/ke_anurUpa#ke_anusAra/ke_anurUpa#noun#2#RM
as_per_details_below	nIce_liKe_byOroM_ke_anusAra#nIce_liKe_byOroM_ke_anusAra#noun#4#RM
as_per_instructions	anuxeSAnusAra#anuxeSAnusAra#noun#3#RM
as_per_opinion_of	ke_mawAnusAra#ke_mawAnusAra#noun#4#RM
as_proposed	yaWA_praswAviwa#yaWA_praswAviwa#noun#2#RM
as_recommended	yaWAsaMswuwa/siPAriSa_ke_anusAra#yaWAsaMswuwa/siPAriSa_ke_anusAra#noun#2#RM
as_recommended_by	kI_siPAriSa_ke_anusAra#kI_siPAriSa_ke_anusAra#noun#3#RM
as_regards	ke_sambanXa_me/kA_jahA_waka_sambanXa_hE#ke_sambanXa_me/kA_jahA_waka_sambanXa_hE#noun#2#RM
as_required_under_the_rules	jEsA_ki_niyamoM_ke_aXIna_apekRiwa/ho#jEsA_ki_niyamoM_ke_aXIna_apekRiwa/ho#noun#5#RM
as_result_of	ke_PalasvarUpa#ke_PalasvarUpa#noun#3#RM
as_rule	niyamawa:#niyamawa:#noun#2#RM
as_the_case_may_be	yaWAfsWfAwa/jEsI_fsWfAwa_ho/yaWA_prakaraNa#yaWAfsWfAwa/jEsI_fsWfAwa_ho/yaWA_prakaraNa#noun#5#RM
as_verbally_instructed	mOKika_AxeSAnusAra#mOKika_AxeSAnusAra#noun#3#RM
ascending_order	ArohI_krama#ArohI_krama#noun#2#RM
assay_master	aXipAraKI#aXipAraKI#noun#2#RM
assessed_value	nirXAriwa_mUlya#nirXAriwa_mUlya#noun#2#RM
assessing_authority	nirXAraNa_prAXikArI#nirXAraNa_prAXikArI#noun#2#RM
assessing_officer	nirXAraNa_aXikArI#nirXAraNa_aXikArI#noun#2#RM
assessment_officer	kara-nirXAraNa_aXikArI#kara-nirXAraNa_aXikArI#noun#2#RM
assessment_year	nirXAraNa_varRa#nirXAraNa_varRa#noun#2#RM
assessor_collector	asesara_Ora_kalaktara/kara_nirXAraka_Ora_samAharwA#asesara_Ora_kalaktara/kara_nirXAraka_Ora_samAharwA#noun#2#RM
assignment_officer	supurxIZ_aXikArI#supurxIZ_aXikArI#noun#2#RM
assistant_accounts_officer	sahAyaka_leKA_aXikArI#sahAyaka_leKA_aXikArI#noun#3#RM
assistant_audit_officer	sahAyaka_leKAparIkRA_aXikArI#sahAyaka_leKAparIkRA_aXikArI#noun#3#RM
assistant_auditor	sahAyaka_leKAparIkRaka#sahAyaka_leKAparIkRaka#noun#2#RM
assistant_bacteriologist	sahAyaka_jIvANuvEjFAnika#sahAyaka_jIvANuvEjFAnika#noun#2#RM
assistant_barco_machine_operator	sahAyaka_bArakoM_maSIna_pracAlaka#sahAyaka_bArakoM_maSIna_pracAlaka#noun#4#RM
assistant_block_inspector	sahAyaka_KaNda_nirIkRaka#sahAyaka_KaNda_nirIkRaka#noun#3#RM
assistant_bromide_printer	sahAyaka_bromAida_muxraka#sahAyaka_bromAida_muxraka#noun#3#RM
assistant_business_manager	sahAyaka_vyavasAya_prabanXaka#sahAyaka_vyavasAya_prabanXaka#noun#3#RM
assistant_cabin_master	sahAyaka_kebina_mAstara#sahAyaka_kebina_mAstara#noun#3#RM
assistant_car_refreshment_room_manager	sahAyaka_yAna_upAhAra-kakRa_prabanXaka#sahAyaka_yAna_upAhAra-kakRa_prabanXaka#noun#5#RM
assistant_carpenter_mistry	sahAyaka_kARTa_miswrI#sahAyaka_kARTa_miswrI#noun#3#RM
assistant_carriage_cleaning_inspector	sahAyaka_dibbA_saPAI_nirIkRaka#sahAyaka_dibbA_saPAI_nirIkRaka#noun#4#RM
assistant_cashier	sahAyaka_koRapAla#sahAyaka_koRapAla#noun#2#RM
assistant_cashier_and_paymaster	sahAyaka_koRapAla_Ora_vewanapAla#sahAyaka_koRapAla_Ora_vewanapAla#noun#4#RM
assistant_catering_inspector	sahAyaka_Bojana-prabanXa_nirIkRaka/sahAyaka_KAna-pAna_nirIkRaka#sahAyaka_Bojana-prabanXa_nirIkRaka/sahAyaka_KAna-pAna_nirIkRaka#noun#3#RM
assistant_catering_store_keeper	sahAyaka_Bojana-prabanXa_BaNdArI/sahAyaka_KAna-pAna_BaNdArI#sahAyaka_Bojana-prabanXa_BaNdArI/sahAyaka_KAna-pAna_BaNdArI#noun#4#RM
assistant_catering_supervisor	sahAyaka_Bojana-prabanXa_paryavekRaka/sahAyaka_KAna-pAna_paryavekRaka#sahAyaka_Bojana-prabanXa_paryavekRaka/sahAyaka_KAna-pAna_paryavekRaka#noun#3#RM
assistant_chargeman	sahAyaka_cArjamEna#sahAyaka_cArjamEna#noun#2#RM
assistant_chemist	sahAyaka_rasAyanajFa#sahAyaka_rasAyanajFa#noun#2#RM
assistant_chief_auditor	sahAyaka_muKya_leKA-parIkRaka#sahAyaka_muKya_leKA-parIkRaka#noun#3#RM
assistant_civil_surgeon	sahAyaka_sivila_sarjana#sahAyaka_sivila_sarjana#noun#3#RM
assistant_claims_inspector	sahAyaka_xAvA_nirIkRaka#sahAyaka_xAvA_nirIkRaka#noun#3#RM
assistant_claims_prevention_inspector	sahAyaka_xAvA_nivAraNa_nirIkRaka#sahAyaka_xAvA_nivAraNa_nirIkRaka#noun#4#RM
assistant_clerk	sahAyaka_lipika/sahAyaka_klarka#sahAyaka_lipika/sahAyaka_klarka#noun#2#RM
assistant_coal_conveyor_attendant	sahAyaka_koyalA_vAhaka_paricara#sahAyaka_koyalA_vAhaka_paricara#noun#4#RM
assistant_commercial_inspector	sahAyaka_vANijya_nirIkRaka#sahAyaka_vANijya_nirIkRaka#noun#3#RM
assistant_commercial_inspector_(_budget_)	sahAyaka_vANijya_nirIkRaka_(bajata)#sahAyaka_vANijya_nirIkRaka_(bajata)#noun#5#RM
assistant_commercial_inspector_(_job_analysis_)	sahAyaka_vANijya_nirIkRaka_(kArya_viSleRaNa)#sahAyaka_vANijya_nirIkRaka_(kArya_viSleRaNa)#noun#6#RM
assistant_commercial_officer_(_claims_)	sahAyaka_vANijya_aXikArI_(xAvA)#sahAyaka_vANijya_aXikArI_(xAvA)#noun#5#RM
assistant_commercial_officer_(_claims_disposal_)	sahAyaka_vANijya_aXikArI_(xAvA_nipatAna)#sahAyaka_vANijya_aXikArI_(xAvA_nipatAna)#noun#6#RM
assistant_commercial_officer_(_complaints_)	sahAyaka_vANijya_aXikArI_(SikAyawa)#sahAyaka_vANijya_aXikArI_(SikAyawa)#noun#5#RM
assistant_commercial_officer_(_general_)	sahAyaka_vANijya_aXikArI_(sAmAnya)#sahAyaka_vANijya_aXikArI_(sAmAnya)#noun#5#RM
assistant_commercial_officer_(_outstanding_)	sahAyaka_vANijya_aXikArI_(bakAyA)#sahAyaka_vANijya_aXikArI_(bakAyA)#noun#5#RM
assistant_commercial_officer_(_railway_freight_)	sahAyaka_vANijya_aXikArI_(rela_BAdA)#sahAyaka_vANijya_aXikArI_(rela_BAdA)#noun#6#RM
assistant_commercial_officer_(_reservation_)	sahAyaka_vANijya_aXikArI_(ArakRaNa)#sahAyaka_vANijya_aXikArI_(ArakRaNa)#noun#5#RM
assistant_commercial_officer_(_tickets_)	sahAyaka_vANijya_aXikArI_(tikata)#sahAyaka_vANijya_aXikArI_(tikata)#noun#5#RM
assistant_commercial_publicity_officer	sahAyaka_vANijya_pracAra_aXikArI#sahAyaka_vANijya_pracAra_aXikArI#noun#4#RM
assistant_commercial_superintendent	sahAyaka_vANijya_aXIkRaka#sahAyaka_vANijya_aXIkRaka#noun#3#RM
assistant_commissioner	sahAyaka_Ayukwa/sahAyaka_kamiSnara#sahAyaka_Ayukwa/sahAyaka_kamiSnara#noun#2#RM
assistant_complaints_inspector	sahAyaka_SikAyawa_nirIkRaka#sahAyaka_SikAyawa_nirIkRaka#noun#3#RM
assistant_controller_of_stores	sahAyaka_BaNdAra_niyanwraka#sahAyaka_BaNdAra_niyanwraka#noun#4#RM
assistant_controller_of_stores_(_construction_)	sahAyaka_BaNdAra_niyanwraka_(nirmANa)#sahAyaka_BaNdAra_niyanwraka_(nirmANa)#noun#6#RM
assistant_controller_of_stores_(_inspection_)	sahAyaka_BaNdAra_niyanwraNa_(nirIkRaNa)#sahAyaka_BaNdAra_niyanwraNa_(nirIkRaNa)#noun#6#RM
assistant_controller_of_stores_(_liaison_)	sahAyaka_BaNdAra_niyanwraka_(samparka)#sahAyaka_BaNdAra_niyanwraka_(samparka)#noun#6#RM
assistant_controller_of_stores_(_metric_system_)	sahAyaka_BaNdAra_niyanwraka_(mItara_praNAlI)#sahAyaka_BaNdAra_niyanwraka_(mItara_praNAlI)#noun#7#RM
assistant_controller_of_stores_(_out_depot_)	sahAyaka_BaNdAra_niyanwraka_(bAharI_dipo)#sahAyaka_BaNdAra_niyanwraka_(bAharI_dipo)#noun#7#RM
assistant_controller_of_stores_(_works_)	sahAyaka_BaNdAra_niyanwraka_(nirmANa)#sahAyaka_BaNdAra_niyanwraka_(nirmANa)#noun#6#RM
assistant_dental_surgeon	sahAyaka_xanwa_sarjana#sahAyaka_xanwa_sarjana#noun#3#RM
assistant_depot_store-keeper	sahAyaka_dipo_BaNdArI#sahAyaka_dipo_BaNdArI#noun#3#RM
assistant_deputy_general_manager	sahAyaka_upa-mahAprabanXaka#sahAyaka_upa-mahAprabanXaka#noun#4#RM
