A-level_noun	ucca_swarIya
Nemesis_noun	nemesis
Neolithic_noun	navapARANa_yuga
Neptune_noun	varUNa/nepcUna
Netherlands_noun	nIxaralENdsa
Newcastle_noun	nyUkAsila
Nicaragua_noun	nikarAguA
Nicaraguan_noun	nikarAguAI
Nobel_noun	nobela
Noel_noun	krisamasa
Nonentity_noun	nagaNya_vyakwi
Northampton_noun	narWEmptana
Northerner_noun	uwwarI_amerikA-vAsI
Norway_noun	nArve
Nov._noun	navambara
Nov_noun	navambara
November_noun	navambara
Nyasaland_noun	nyAsAlENda
OAS_noun	o_e_esa
OBE_noun	o_bI_I
OCHA_noun	ocA
ODCCP_noun	o_dI_sI_sI_pI
OECD_noun	o_I_sI_dI
OHCHR_noun	o_eca_sI_eca_Ara
OPEC_noun	o_pI_I_sI
OS_noun	o_esa
OU_noun	mukwa_viSvavixyAlaya
Obadiah_noun	obadAyA
Obsolescence_noun	kama_samaya_calanevAlI_cIja
Occident_noun	paScima
Occidental_noun	paScimavAsI/oYksideNtala
Oct._noun	aktUbara
Octoberfest_noun	aktUbaraPesta
Oktoberfest_noun	aktUbaraPesta
Olympiad_noun	xo_olimpika_KeloM_ke_bIca_kA_anwarAla/olimpiyAda/anwarrARtrIya_vijFAna_prawiyogiwA
Olympian_noun	olimpika_xevawA/olimpika_KilAdI
Olympics_noun	olampika
Org-Explorer_noun	oYrg-eksplorara
Orient_noun	pUrvI_xeSa
Oriental_noun	pUrva-vAsI
Oscar_noun	oYskara
Osmanli_noun	usmAna_vaMSI_wurka
Ostwald_noun	ostavAlda
Ottoman_noun	usmAna_vaMsa_kA_wurka/usmAna_rAjavaMSa
Ouranos_noun	varuNa
Owen_noun	ovana
Oxbridge_noun	oYksaPorda_Ora_kEmbrija_xonoM_viSvavixyAlaya/oYksabrija
Oxon_noun	oYksOna
PAYE_noun	upArjana-karaBugawAna_vyavasWA
PA_noun	nijI_sahAyaka
PDA_noun	pI_dI_e
PGCE_noun	SikRASAswra_meM_snAwakowwara_sartiPiketa_korsa
PM_noun	praXAna-manwrI
POW_noun	pI_o_dablyU
PPC_noun	pI_pI_sI
PS_noun	punaSca
PTA_noun	pI_tI_e
PTO_noun	kq._pa._u.
PT_noun	pI_tI
PVA_noun	pI_vI_e
PVC_noun	pI_vI_sI
Pacific_noun	praSAnwa_mahAsAgara
Paddy_noun	AiriSa_vyakwi
Page_noun	peja
Paisley_noun	pejlI
Pakistan_noun	pAkiswAna
Palaeolithic_noun	purApARANa_yuga
Paleolithic_noun	purApARANa_yuga
Palestinian_noun	PiliswInI
Panama_noun	panAmA_topI/panAmA
Pancake-Day_noun	pEnakeka_xivasa
Pandava_noun	pANdava
Panicum_noun	xUrvA/xUba/jayA
Panjabi_noun	paFjAbI
Paraguay_noun	pErAgve
Parcheesi_noun	lUdo
Parijataka_noun	pArijAwaka
Paris_noun	perisa
Parisian_noun	perisavAsI
Parmesan_noun	pArmIjEna
Parousia_noun	IsA_masIha_kA_xubArA_Agamana
Parsee_noun	pArasI
Parsi_noun	pArasI
Parvati_noun	pArvawI
Pashto_noun	paSwo
Pashtu_noun	paSwu
Passover_noun	pAsaovara
Paxto_noun	paSwo
Peke_noun	pIka
Pekinese_noun	pIkinIja
Pekingese_noun	pIkinIja
Pentecost_noun	peNtikosta
Pentecostal_noun	peNtikosta_kA_anuyAyI
Pentecostalist_noun	peNtikosta_kA_anuyAyI
Peripatetic_noun	araswUvAxI
Periwinkle_noun	saxAbahAra/GofGA
Persian-cat_noun	PArasI_billI
Persian_noun	IrAnI
Perspex_noun	parsapeksa
Pharaoh_noun	prAcIna_misra_kA_rAjA/Pero
Pharisee_noun	prAcIna_yahUxI_samparraxAya_kA_saxasya/PErIsI/GamaNdI/xiKAvatI_nEwika_AcaraNa
Philistine_noun	PiliswInI
Phoenix_noun	PIniksa
Phosphorus_noun	Sukra_graha
Piece-de-resistance_noun	mOlika_evaM_mahawwvapUrNa_racanA
Pilaf_noun	pulAva
Pilchard_noun	eka_CotI_samuxrI_maCalI
Pinball_noun	pinabAla{eka_prakAra_kA_Kela}
Piper_noun	pAipara
Pisces_noun	mIna_rASi_meM_uwpanna_vyakwi/mIna_rASi
Plasticine_noun	plAstisIna
Pluto_noun	plUto
Poland_noun	polENda
Polaroid_noun	polarAida_Poto/polarAida_Pilma/polarAida
Polaroids_noun	poaraida_XuPa-caSmA
Pole-position_noun	kAra_resa_ke_prAramBa_meM_pahalA_sWAna
Polka_noun	pUravI_yUropa_kA_eka_jinxAxila_nqwya
Porter_noun	portara
Portland-stone_noun	pIle_rafga_kA_pawWara
Portugal_noun	purwagAla
Positivism_noun	prawyakRavAxa
Posy_noun	puRpagucCa
Prague_noun	prAga
Pre-Raphaelite_noun	prAkrEPela_saxasya
Presbyterian_noun	presbiteriyana/pAxarI_safGa_SAsiwa_giraje_kA_saxasya
Presbyterianism_noun	presbiteriyanavAxa
Press-office_noun	pawrakAriwA_xaPwara
Prof._noun	proPesara
Protestantism_noun	protestENta_Xarma
Providence_noun	providensa
Prussia_noun	praSiyA
Psyche_noun	sAikI
Pt._noun	banxaragAha/BAga
Pt_noun	pI_tI/pAiNta/paiNta/banxaragAha/BAga
Pte_noun	sAmAnya_sEnika
Pu_noun	pI_yU
Public-school_noun	pablika_skUla
Pullman_noun	pulamEna
Punch-and-Judy-show_noun	puwalioM_kA_praxarSana
Punjabi_noun	paFjAbI
Punk_noun	pafka
Pythia_noun	pAiWiyA
Python_noun	pAiWana
Pythoness_noun	pAiWanesa
Q.E.D._noun	kyU_I_dI
QED_noun	kyU_I_dI
Quaderagesima_noun	leNta_kA_pahalA_ravivAra
Quaker_noun	kvekara
Quiche_noun	kISa_BARA/kISa
Quran_noun	kurAna
R.S.V.P._noun	Ara._esa._vi._pI.
RAC_noun	Ara_e_sI
RAF_noun	rayala_eyara_Porsa
RAM_noun	rEma
RC_noun	Ara_sI
RE_noun	Xarma-SikRA
RM_noun	SAhI_nOsenA
RNA_noun	Ara_ena_e
RNLI_noun	SAhI_rARtrIya_jIvananOkA_saMsWA
RN_noun	SAhI_nOsenA/paFjIkqwa_narsa
ROM_noun	rama
RSA_noun	Ara_esa_e
RSC_noun	Ara_esa_sI
RSPB_noun	Ara_esa_pI_bI
RSPCA_noun	Ara_esa_pI_sI_e
RSVP_noun	Ara_esa_vi_pI
RUC_noun	Ara_yU_sI
Raffia_noun	wAdavqkRa
Ram_noun	rAma
Ramadan_noun	ramajAna
Ramsons_noun	jafgalI_lahasuna
Ranger_noun	reFjara
Rangoon_noun	rafgUna
Raphia_noun	wAdavqkRa
Rd._noun	mArga
Rd_noun	mArga
Reaper_noun	mqwyu
Redeemer_noun	uxXArakarwA/mukwixAwA
Reef_noun	rIPa
Reich_noun	rAika/jarmana_rAjya
Renaissance_noun	punarjAgaraNa_kAla
Rep_noun	vikraya_prawiniXi
Rev._noun	reva
Revd._noun	reva
Reverend_noun	revareNda
Rhodesia_noun	rodeSiyA
Richmond_noun	richmaNda
Riviera_noun	uRNa_watIya_kRewra
Rococo_noun	rokoko/awyaXika_alafkaraNa_kI_SElI
Roentgen_noun	raNtajena
Rogers_noun	rOjarsa
Roma_noun	romA/KAnAbaxoSa/jipsI
Roman_noun	romavAsI/romana_SElI/prAcIna_romavAsI/AXunika_romavAsI
Romanesque_noun	romana_sWApawya_SElI
Romania_noun	romAniA
Romany_noun	romaNI_BARA/romaNI/KAnAbaxoSa/jipsI
Rome_noun	roma
Rommany_noun	KAnAbaxoSa/jipsI
Rontgen_noun	raNtajena
Rottweiler_noun	ratavelara
Roundhead_noun	rAuNda-hEda
Rugby_noun	ragbI_PutabAla
Ruritania_noun	rUritAniyA
Ruritanian_noun	rUritAniyA_nivAsI/rUritAniyAI
Russia_noun	rUsa
Russian_noun	rUsI/rUsa_vAsI/rUsavAsI
S-bend_noun	esa_AkAra_kA_moda
SALT_noun	salta
SASE_noun	esa_e_esa_I
SA_noun	xakRiNI_aPrIkA/esa_e
SDLP_noun	esa_dI_ela_pI
SEC_noun	seka
SE_noun	xa.pU.
SI_noun	esa_AI
SNP_noun	esa_ena_pI
SOB_noun	kamInA
SOD_noun	esa_o_dI
SOS_noun	wawkAla_maxaxa_ke_lie_pukAra/safkata_sanxeSa
SS_noun	esa_esa
STG_noun	esa_tI_gI
SW_noun	xa.pa./laGu_warafga
Sabbatum_noun	SanivAra
Sable_noun	sebala{nevale_kI_jAwi_kA_eka_paSu}/sebala_kA_Para
Sado-masochism_noun	xarxa_xekara_KuSI_pAnA
Sagittarius_noun	Xanu_rASi/XanurAkAra_rASicakrIya_wArAmaNdala/Xanu
Sailboard_noun	selaborda
Sailcloth_noun	jahAja_ke_lie_prayukwa_hone_vAlA_motA_kapadA
Saint's-Day_noun	sAXu-xivasa
Salad-Dressing_noun	salAxa_kA_sajAva
Salmon_noun	sEmana_naxI
Saloon_noun	maxirAlaya
Salt-petre_noun	SorA
Salvo_noun	wopoM_kA_bolanA
Samaritan_noun	neka_AxamI
Sandwich-Course_noun	eka_sAWa_kie_jAne_vAle_xo_SEkRika_pATyakrama
Saragossa_noun	sAragOjA
Saraswati_noun	sarasvawI
Sash-Window_noun	KidakI_kA_cOKata
Sashcord_noun	seSa
Sassenach_noun	afgreja
Sat_noun	SanivAra
Satan_noun	SEwAna
Satanism_noun	SEwAnavAxa
Satanist_noun	SEwAnavAxI/SEwAnapUjaka
Satsuma_noun	sanwarA
Saturation_noun	sanwqpwa
Saturday_noun	SanivAra
Saturn_noun	Sani_xeva/Sani_graha
Saudi_noun	araba
Sauk_noun	sAka
Savannah_noun	savAnA
Savior_noun	uxXArakarwA/mukwixAwA
Saviour_noun	uxXArakarwA/mukwixAwA
Saxon_noun	sEksana
Scandinavia_noun	skENdineviyA
Scarchmark_noun	KaroFca_ke_niSAna
Scholastic_noun	xArSanika
Schutzstaffe_noun	SutjstAPa
Schwa_noun	a_kA_hsva_rUpa
Scoredraw_noun	barAbara_pArI
Scoreline_noun	anwima_rana_sazKyA
Scorpio_noun	vqScika_rASi_meM_uwpanna_vyakwi/vqScika_rASi/vqScikAkAra_rASicakrIya_wArAmaNdala
Scorpion_noun	vqScika_rASi_meM_uwpanna_vyakwi/vqScika_rASi
Scorpius_noun	vqScikAkAra_rASicakrIya_wArAmaNdala
Scot_noun	skoYtalENdavAsI
Scotch-Egg_noun	walA_aNdA{goSwa_lagA_huA}
Scotch_noun	skaca_vhiskI
Scotchman_noun	skatalENdavAsI
Scotland_noun	skoYtalENda
Scots_noun	skoYtalENda_vAsI/skoYtalENda_kI_BARA/skoYtalENda_kI_afgrejI
Scotsman_noun	skoYta_nivAsI/skoYtalENdavAsI
Scotswoman_noun	skoYtalENdI_mahilA
Scott_noun	skoYta
Scottish_noun	skoYtalENda_kI_afgrejI/skoYtalENda_vAsI/skaca_BARA
Scouse_noun	lIvarapUla_kI_bolI/skAusa
Scouser_noun	lIvarapUla_nivAsI/skAusara/livarapUla_vAsI
Scoutmaster_noun	bAlacara_newA
Scrabble_noun	skrEbala
Screen-writer_noun	patakaWA_leKaka
Screw-ball_noun	sanakI/JakkI
Scribe_noun	lipika
Scripture_noun	bAibila
Sculptor_noun	skalptara_wArAmaNdala
Scurvy_noun	masUdo_se_rakwa_bahane_kI_bImArI
Se_noun	esa_I
Sea-Air_noun	samuxrI_vAyu
Sealant_noun	eka_prakAra_kA_sIla
Seam_noun	sIvana_joda/parawa
Seat-belt_noun	sIta_petI
Secession_noun	pArWakya
Second-Cousin_noun	cacere_kA_cacerA
Second-hand_noun	sekaNda_kI_suI
Secret-Ballot_noun	banxa_mawapetI
Secret-Police_noun	pulisa{jAsUsI_karane_vAlI}
Secretary-General_noun	mahAsaciva
Secretary-Gereral_noun	mahAsaciva
Sectral_noun	sektrala
Seeland_noun	sIlENda
Self-Access_noun	svayaM_nikAlanA
Sellotape_noun	selotepa
Semitic_noun	sAmI
Semtex_noun	semteksa
Sen._noun	sInetara
Sen_noun	sInetara
Senile-Dementia_noun	jarAjanya_manoBraMSa
Sept._noun	siwambara
September_noun	siwambara
Serendipity_noun	AviRkaraNa_pravqwwi
Serum_noun	sIrama/rakwa_kA_jalIya_aMSa
Settee_noun	soPA
Shabuoth_noun	peNtikosta
Shah_noun	SAha
Shakespeare_noun	Seksapiyara
Shampoo_noun	keSa_mArjana
Shanghai_noun	SafGAI
Shavous_noun	peNtikosta
Shavuot_noun	peNtikosta
Shavuoth_noun	peNtikosta
Shebeen_noun	avEXa_SarAba
Sheet-lightning_noun	bijalI_kI_camaka
Sheeting_noun	cAxara
Shetland_noun	SetalENdI_kuwwA/SetalENda
Shindig_noun	Sora_BarI_pArtI
Shinto_noun	Sinwo_Xarma
Shire-horse_noun	Kaccara
Shirt-sleeve_noun	kamIja_kI_AswIna
Shirt-tail_noun	kamIja_kA_kamara_kA_nIce_vAlA_BAga
Shockley_noun	SOklI
Shooter_noun	niSAnebAja
Shop-floor_noun	kAryaSAlA
Shoplifter_noun	uTAIgIrA
Shopping_noun	KarIxaxArI/KarIxI_gaI_vaswuez
Shyam_noun	SyAma
Shylock_noun	sUxaKora/SAilaka
Siamese-Twins_noun	judavA_bacce_jo_Apasa_meM_jude_ho
Siamese_noun	syAmI_billI/syAmI
Sickle-cell_noun	lAla_KUna_kI_koSikA
Siddhartha_noun	sixXArWa
Side-road_noun	CotI_sadaka
Sikh_noun	sikKa/siKa
Sikhism_noun	sikKa_Xarma
Sikkim_noun	sikkima
Sion_noun	sAyana/AxarSa_rAjya
Sir_noun	sara{SrImana}
Sjaelland_noun	SalAna
Slav_noun	slAva
Slavic_noun	slAva_BARA
Slavonic_noun	slAva_BARA
Snake_noun	sneka
Solicitor-General_noun	mahAnyAyABikarwwA
Somalia_noun	somAliyA
Sombrero_noun	sambrero
Southampton_noun	sAuWEmptana
Southeast_noun	xakRiNa-pUrva_amarIkA
Southerner_noun	xakRiNa_amarIkAvAsI
Southwest_noun	xakRiNa_paScima_amarIkA
Southwestern_noun	xakRiNa_paScimI_bolI
Spain_noun	spena
Spam_noun	spEma
Spandex_noun	spEndeksa
Spanish_noun	spenI_BARA/spenI/spena_vAsI
Sparta_noun	spArwA
Spartan_noun	spArwI
Sphinx_noun	sPifksa
St_noun	sanwa
Stalingrad_noun	swAlinagrAxa
Stalinism_noun	swAlinavAxa
Stilton_noun	stiltana
Stoic_noun	stoikavAxI
Stoker_noun	stokara
Stone-Age_noun	pARANa_kAla
Strand_noun	strENda
Sturmarbeiteilung_noun	sturmArbAitAilufg
Styrofoam_noun	stAiroPoma
Styron_noun	stAirana
Styx_noun	stiksa
Suffix_noun	prawyaya
Sukarno_noun	sukarno
Sun._noun	ravivAra
Sunday_noun	ravivAra/ravivArIya_afka/iwavAra
Surrey_noun	sarI
Sussex_noun	saseksa
Suzhu_noun	suju
Swede_noun	svIdanavAsI
Sweden_noun	svIdana
Swedish_noun	svIdiSa_BARA/svIdiSa/svIdana_vAsI/svIdanavAs
Swiss_noun	svitjaralENda_vAsI/svisa_BARA
Switzerland_noun	svitjaralENda
Sydney_noun	sidanI
T-junction_noun	tI_jafkSana
T-shirt_noun	CotI_AswIna_vAlI_kamIja/tI_Sarta
T-square_noun	tI-skveyara
T.B._noun	tIbI
TAT_noun	kaWyaparaka_mUlyAfkana_parIkRA
TA_noun	snAwaka_aXyApana-sahAyaka/prAxeSika_senA/aXyApana_sahAyaka
TB_noun	tI_bI
TDS_noun	tI_dI_esa
TEFL_noun	tI_I_ePa_ela
TELECOMS_noun	telIkamsa
TUC_noun	tI_yU_sI
TV_noun	xUraxarSana/tI_vI
T_noun	afgrejI_varNamAlA_kA_eka_akRara
Ta_noun	tI_e
Tabasco_noun	tabEsko
Tabernacle_noun	mOramana_manxira/asWAyI_upAsanAgqha
Taft_noun	tEPta
Tai_noun	WAI
Talwin_noun	tAlvina
Tanaka_noun	tanakA
Tang_noun	tEfga
Tannoy_noun	XvanikRepaka/lAudaspIkara
Tanzania_noun	waFjAniyA
Tarmac_noun	wArakolI_rodI
Tartar_noun	wAwAra
Tasman_noun	tEjamana
Tatar_noun	wAwAra
Taurean_noun	vqRa_rASi_meM_janmA_vyakwi
Taurus_noun	vqRa_rASi_meM_janmA_vyakwi/vqRa_rASi/vqRAkAra_rASicakrIya_wArAmaNdala
Taylor_noun	telara
Technicolor_noun	teknIkalara
Ted_noun	tEda
Teflon_noun	tePlana
Telefonica_noun	telIPonikA
Tereshkova_noun	wereSkovA
Tertiary_noun	wqwIya_yuga
Terylene_noun	terIlIna
Testament_noun	testAmeNta
Texan_noun	teksasavAsI
Texas_noun	teksasa
Thackeray_noun	WEkare
Thai-to-English_noun	Thai-to-English
Thai_noun	WAI
Thames_noun	temsa
Thanksgiving_noun	WEfksagivifga
The-Decencies_noun	sAmAjika_jIvana_kA_SiRtAcAra
The-Deity_noun	xevawA
The-Pink_noun	pUrNa_svasWa
The-Poor_noun	garIba
The-fallen_noun	SahIxa_hue_loga{sEnika_iwyAxi}
The-hard-right_noun	xakRiNa_panWI_vyakwi
Thermos_noun	Warmasa
Thespian_noun	aBinewA
Thur._noun	guruvAra
Thurs._noun	guruvAra
Thursday_noun	guruvAra/bqhaspawivAra
Ti_noun	tI_AI
Tigers_noun	tAigarsa
Tindale_noun	tindela
Titan_noun	tAitana
Tokyo_noun	tokiyo
Tory_noun	torI/anuxAravAxI
Toryism_noun	torIvAxa
Transfiguration_noun	xIpwisPuraNa/trAMsaPigareSana
Transportation_noun	parivahana_viBAga
Triangle_noun	trAyefgala
Triangulum_noun	trAyefgala
Trojan_noun	trayavAsI
Trot_noun	tratskIvAxI
Trotsky_noun	tratskI
Trotskyism_noun	tratskIvAxa
Trotskyist_noun	tratskIvAxI
Trotskyite_noun	tratskIvAxI
Tsaritsyn_noun	jArIwsina
Tue._noun	mafgala
Tues._noun	mafgala
Tuesday_noun	mafgalavAra
Turkey_noun	wurkI/tarkI
Turkish_noun	wurkI_BARA/wurkI
Twin_noun	tvina
Tyndale_noun	tindela
U-boat_noun	yU_bota/panadubbI
U-turn_noun	yU_tarna/yU_AkAra_kA_moda/prawIpa_moda/AmUla_parivarwana
U.K._noun	yU.ke.
U.N._noun	yU.ena.
U.S.A._noun	yU.esa.e.
U.S.S.R._noun	yU.esa.esaAra.
U.S._noun	yU.esa.
UAE_noun	saMyukwa_araba_amIrAwa
UCAS_noun	yUkEsa
UFO_noun	ajFAwa_udana-vaswu
UHF_noun	awi_ucca_Avqwwi
UK_noun	yU_ke
UNCHS_noun	yU_ena_sI_eca_esa
UNCTAD_noun	afkatAda
UNDP_noun	yU_ena_dI_pI
UNEP_noun	yU_ena_I_pI
UNESCO_noun	yUnesko
UNFIP_noun	anaPipa
UNFPA_noun	yU_ena_ePa_pI_e
UNHCR_noun	yU_ena_eca_sI_Ara
UNICC_noun	yU_ena_AI_sI_sI
UNICEF_noun	yUnisePa
UNICRI_noun	yUnikrAi
UNIDIR_noun	yUnidira
UNIDO_noun	yUnido
UNIFEM_noun	yUniPema
UNITAR_noun	yUnitAra
UNL_noun	yU_ena_ela
UN_noun	yU_ena
USACIL_noun	yU_esa_e_sI_AI_ela
USAF_noun	yU_esa_e_ePa
USA_noun	yU_esa_e
USDA_noun	yU.esa.dI.e.a
USN_noun	yU_esa_ena
USSR_noun	yU_esa_esa_Ara
USS_noun	yU_esa_esa
US_noun	yU_esa
UV_noun	parA-bEfganI_vikiraNa
U_noun	yU
Ulster_noun	alstara
Unesco_noun	yUnesko
Union_noun	safGa/anwarrARtrIya_xUrasaFcAra_safGa
Unionist_noun	safGavAxI
Unitarian_noun	ekeSvaravAxI/axvEwavAxI
Unitarianism_noun	ekeSvaravAxa/axvEwavAxa
Uralic_noun	yUralI
Urals_noun	yUralsa
Urania_noun	yUreniyA
Uranius_noun	uraNa
Uranus_noun	yUrenasa/varuNa/aruNa
Urdu_noun	urxU
Usbeg_noun	ujbeka
Usbek_noun	ujbeka
Utopia_noun	AxarSa-rAjya/nil/yUtopiyA/AxarSa_rAjya
Utopian_noun	AxarSavAxI_samAja-suXAraka
Utopianism_noun	AxarSavAxa
Uzbak_noun	ujbeka
Uzbeg_noun	ujbeka
Uzbek_noun	ujbeka
Uzbekistan_noun	ujbekiswAna
V-neck_noun	vI_gale_kA_vaswra/vI_galA
V-sign_noun	vijaya_cihna/XqRtawASUcaka_chihna/vijaya-cihna
VAT_noun	vEta
VCR_noun	vI_sI_Ara
VC_noun	vI_sI
VDU_noun	vI_dI_yU
VD_noun	yOna_roga
VHF_noun	awyucca_rediyo_Avqwwi
VII_noun	sAwa/sapwa
VIP_noun	vI_AI_pI
V_noun	volta/vI-AkAra/vI/paFcama/V_Akqwi
Vaishnava_noun	vERNava
Vaishnavism_noun	vERNavavAxa
Vaisnavism_noun	vERNavavAxa
Valetta_noun	vEletA
Valium_noun	veliyama
Valletta_noun	vEletA
Vancocin_noun	vEfkosina
Vancouver_noun	vEfkUvara
Vandal_noun	vENdAla
Vaseline_noun	vEsalIna
Vatican_noun	vEtikana
Vega_noun	vIgA
Venetia_noun	vanISiyA
Venetian_noun	venisavAsI
Veneto_noun	veneto
Venezia_noun	veniwsiyA
Venezuela_noun	vEnejuelA
Venezuelan_noun	vEnejuelAvAsI
Venice_noun	venisa
Venus_noun	vInasa/Sukra_graha
Venushair_noun	sAmAnya_parNAfga
Vergil_noun	varjila
Versed_noun	varsda
Vertebrata_noun	kaSerukI_janwu
Vesper_noun	Sukra
Vesta_noun	vestA_nakRawra/vestA
Vesuvius_noun	vesUviyasa
Vetluga_noun	vewlUgA
Viburnum_noun	vAibarnama/kRAraparNI_vanaspawi
Victoria_noun	viktoriyA
Victorian_noun	viktoriyAkAlIna_vyakwi
Victoriana_noun	victoriyAkAlIna_safgraha
Vienna_noun	viyanA
Vietnam_noun	viyawanAma
Vietnamese_noun	viyawanAmI
Viking_noun	skENdineviyAI_jalaxasyu
Vilna_noun	vilnA
Vilnius_noun	vilnIyasa
Vilno_noun	vilno
Virgil_noun	varjila
Virgin_noun	kanyA_rASi_meM_uwpanna_vyakwi/kanyA_rASi
Virginia_noun	varjIniyA
Virginian_noun	varjIniyAvAsI
Virgo_noun	kanyA_rASi_meM_uwpanna_vyakwi/kanyA_rASi/kanyAkAra_rASicakrIya_wArAmaNdala
Vishnu_noun	viRNu
Vishnuism_noun	vERNavavAxa
Vivaldi_noun	vivAldI
Volga_noun	volgA
Volgograd_noun	volgogrAxa
Volta_noun	voltA
Voltaire_noun	valteyara
Vulcan_noun	valkana
Vulgate_noun	valgeta
W.M.D._noun	dablyU._ema._dI.
WAN_noun	vEna
WATS_noun	vAtsa
WA_noun	dablyU_e
WBC_noun	Svewa_rakwakoSikA
WCIT_noun	dablyU_sI_AI_tI
WC_noun	SOcaGara
WHO_noun	viSva_svAsWya_safgaTana
WIMP_noun	vimpa
WLAN_noun	dablyU_ela_e_ena
WMD_noun	dablyU_ema_dI
WMO_noun	viSva_mOsama-vijFAna_safgaTana
WRC_noun	dablyU_Ara_sI
WTA_noun	vraNArbuxa_viRANu
WTC_noun	dablyU_tI_sI
WTO_noun	dablyU_tI_o
WTPF_noun	dablyU_tI_pI_ePa
WWII_noun	xviwIya_viSvayuxXa
WWI_noun	praWama_viSvayuxXa
WWW_noun	dablyU_dablyU_dablyU
W_noun	vAta/dablyU
Wabash_noun	vAbESa
Wagon_noun	sapwarRi
Wahabi_noun	vahAbI
Wahabism_noun	vahAbIvAxa
Wahhabi_noun	vahAbI
Wahhabism_noun	vahAbIvAxa
Wahvey_noun	vAhve
Wain_noun	vena
Wake_noun	veka
Walapai_noun	valapAi
Walbiri_noun	vAlabarI
Waldheim_noun	vAldAima
Wales_noun	velsa
Walkman_noun	vAkamEna
Wally_noun	mUrKa_vyakwi
Walpole_noun	vAlapola
Walton_noun	vAltana
Warburg_noun	varbarga
Warlpiri_noun	vArlaparI
Washington_noun	vASifgtana
Washingtonian_noun	vASifgtanavAsI
Watergate_noun	vAtarageta
Waterloo_noun	vAtaralU
Watt_noun	vAta
Watteau_noun	vOto
Watts_noun	vAtsa
Waugh_noun	vA
Weber_noun	vebara
Webster_noun	vebstara
Wed_noun	buXa
Wednesday_noun	buXavAra
Wegener_noun	veganara
Wei_noun	ve
Weill_noun	vAila
Weimar_noun	vAimara
Weismann_noun	vAijamAna
Weissbier_noun	vAija_biyara
Weisshorn_noun	vAisahArna
Weizenbier_noun	vAijana_biyara
Wellington_noun	velifgtana
Wells_noun	velsa
Welsh_noun	velsa_vAsI/velsavAsI/velSa
Welshman_noun	velsavAsI
Weltanschauung_noun	viSvAvalokana
Weltschmerz_noun	virakwi
Welty_noun	veltI
Wembley_noun	vemblI
Wernicke_noun	varnika
Weser_noun	vejara
Wessex_noun	vEseksa
West_noun	vesta/paScima
Westernisation_noun	paScimIkaraNa/pAScAwyIkaraNa
Westernization_noun	paScimIkaraNa/pAScAwyIkaraNa
Westinghouse_noun	vestifgahAusa
Westminster_noun	vestaminstara
Wharton_noun	vArtana
Wheatley_noun	vhItalI
Wheeler_noun	vhIlara
Wheeling_noun	vhIlifga
Whig_noun	vhiga
White_noun	vhAita
Whitehall_noun	britiSa_sarakAra
Whitehead_noun	vhAitaheda
Whitehorse_noun	vhAitahOrsa
Whitman_noun	vhitamEna
Whittle_noun	vhitila
WiFi_noun	vAiPI
Wicca_noun	vikA
Wiccan_noun	vikA_Xarma_ko_mAnane_vAlA/vikana
Wickliffe_noun	vAikliPa
Wiener_noun	vInara
Wiesel_noun	vIsala
Wigner_noun	vignara
Wilde_noun	vAilda
Wilkes_noun	vilksa
Wilkins_noun	vilkinsa
Wilkinson_noun	vilkinsana
Willamette_noun	vilAmita
Williams_noun	viliyamsa
Willis_noun	vilisa
Wilmut_noun	vilmata
Wilno_noun	vilno
Wilson_noun	vilsana
Wilton_noun	viltana
Wimbledon_noun	vimbaldana
Winchester_noun	vincestara_banxUka/vincestara
Winckelmann_noun	vifkalamEna
Windaus_noun	vindOsa
Windhoek_noun	viNdahuka
Windows_noun	viNdoja
Winnebago_noun	vinebego
Winnipeg_noun	vinipega
Wintun_noun	viNtana
Wisconsin_noun	visakOnsina
Wisconsinite_noun	visakOnsinavAsI
Wister_noun	vistara
Witherspoon_noun	vixaraspUna
Wittgenstein_noun	vitaganastAina
Witwatersrand_noun	vitavAtarsarENda
Wodehouse_noun	vudahAusa
Wollaston_noun	vulEstana
Wollstonecraft_noun	vulstanakrAPta
Wood_noun	vuda
Woodward_noun	vudavarda
Woolf_noun	vUlPa
Worcester_noun	vUstara
Worcestershire_noun	vUstaraSara
WordNet_noun	vardaneta
Word_noun	paviwra_bAibala
Wordsworth_noun	vardsavarWa
Wouk_noun	voka
Wright_noun	rAita
Wycherley_noun	vicaralI
Wycliffe_noun	vAikliPa
X-chromosome_noun	eksa_guNasUwra
X-radiation_noun	kRa-vikiraNa/eksa-rediyeSana
X-ray_noun	eksa-re
XCIII_noun	werAnave
XCII_noun	bAnave
XCIV_noun	cOrAnave
XCI_noun	ifkyAnave
XCL_noun	eka_sO_nabbe
XCVIII_noun	aNTAnave
XCVII_noun	sanwAnave
XCVI_noun	CiyAnave
XCV_noun	paFcAnave
XC_noun	nabbe
XIII_noun	weraha
XII_noun	bAraha
XIV_noun	cOxaha/cawurxaSa
XIX_noun	unnIsa
XI_noun	gyAraha
XLIII_noun	wenwAlIsa
XLII_noun	bayAlIsa
XLIV_noun	cavAlIsa
XLI_noun	ikawAlIsa
XLVIII_noun	adawAlIsa
XLVII_noun	sEnwAlIsa
XLVI_noun	CiyAlIsa
XLV_noun	pEnwAlIsa
XL_noun	cAlIsa
XTC_noun	eksatesI
XVIII_noun	aTAraha
XVII_noun	sawraha/sapwaxaSa
XVI_noun	solaha
XV_noun	panxraha
XXXIII_noun	wenwIsa
