#Eng_Wrds	
#Structure_of_the_file	
#This	file
ABO_antibodies	rakwavargIya_roga-prawikAraka
Komodo_lizard	komodo_CipakalI
Ku_Klux_Klan	Svewa_gupwa_safgaTana
Kurt_Waldheim	karta_vAldAima
Kurt_Weill	karta_vAila
Labor_Day	Sramika_xivasa
Labour_Day	Sramika_xivasa
Lake_Malawi	malAvI_JIla
Lake_Nyasa	nyAsA_JIla
Lake_Winnipeg	vinipega_JIla
Lama_pacos	pAlawU_lAmA
Lathyrus_odoratus	mITI_matara
Latin_America	lEtina_amarikA
Latin_American	lEtina_amarikI
Law_Lord	saxana_saxasya
Ledum_palustre	lIdama_pElastara
Legionnaires_disease	lejanAyarsa_bImArI
Lego_set	lego
Leon_Trotsky	liyona_tratskI
Lepisma_saccharina	rajawa_mIna
Leptoptilus_dubius	camaraGeMGa
Libe_Dem	libarala_pArtI_kA_saxasya
Liberal_Democrat	libarala_pArtI_kA_saxasya
Liberation_Tigers_of_Tamil_Eelam	libareSana_tAigarsa_oYPa_wamila_Ilama
Licensed_Practical_Nurse	ullaKiwa_paricAraka/ullaKiwa_paricArikA
Limosa_haemastica	limosA_hEmestikAA
Linaria_vulgaris	linAriyA_valgErisa
Liriodendron_tulipifera	tyUlipa_vqkRa
Lolium_temulentum	mocanI_GAsa
Lonicera_albiflora	loniserA_albiPEYlorA
Lord_knows	BagavAna_hI_jAnawA_hE
Lower_Chamber	avara_saxana
Lower_House	avara_saxana
Luscinia_megarhynchos	bulabula
Lyme_disease	lAima_bImArI
MFC_6	MFC_6
MOT_test	vAhana_parIkRaNa
Macaca_mulatta	laGupucCa_vAnara
Madagascar_jasmine	mEdAgAskara_jEsmina
Madagascar_pepper	mEdAgAskara_mirca
Madeira_cake	maxirA_keka
Malcolm_Lowry	mAlkamalAurI
Malta_fever	mAltA_jvara
Mammuthus_primigenius	mEmaWasa_primijIniyasa
Manila_hemp	manIlA_BAzga
Manilkara_zapota	mEnilakArA_japotA
Manilla_hemp	manilA_BAzga
Manx_cat	mEMksa_billI
March_equinox	mArca_viRuvaa
Mardi_Gras	pEnakeka_xivasa
Marine_Corps	nOsEnika_tukadI
Marmota_caligata	mAramotA_kEligetA
Marsilea_quadrifolia	jala_wipawiyA
Mary_Jane	merI_jena
Mary_Wollstonecraft	merI_vulstanakrAPta
Mary_Wollstonecraft_Godwin	merI_vulstanakrAPta_gOdavina
Master_of_Ceremonies	viXi-nAyaka
Maundy_Thursday	mANdiyAxAnI_bqhaspawivAra
Maurice_Wilkins	mOrisa_vilkinsa
Mauritius_rupee	marISasa_kA_rupayA
Max_Weber	mEksa_vebara
May_Day	maI_xivasa
May_apple	jafgalI_viRAKamUla
Mediterranean_fever	BUmaXyasAgarIya_jvara
Member_States	steta_saxasya
Member_of_Congress	kAfgresa_saxasya
Member_of_Parliament	saMsaxa_saxasya
Memorial_Day	yAxagAra_xina
Mentha_aquatica	jalIya_puxInA
Mentha_spicata	puxInA
Merseyside	marjIsAida
Mexican_green	meksikana_grIna
Mexican_peso	peso
Michaelmas_daisy	mAikelamasa_dEjI
Michaelmas_term	mAikelamasa_satra
Micromeria_juliana	BUmaXyasAgarIya_KuSabUxAra_pOXA
Microsoft_Site_Server_3	Microsoft_Site_Server_2
Midas_touch	jAxuI_Sakwi
Middle_Ages	maXya_yuga
Middle_America	amarIkA_kA_maXyama_varga
Middle_Eastern	maXyapUrvIya
Milky_Way	AkASa_gafgA
Minister_of_State	rAjya_maNtrI
Ministry_of_Transport	parivahana_manwrAlaya
Missouri_gourd	jafgalI_kaxxU
Mobile_River	mobAila_naxI
Molotov_cocktail	petrola_bama
Monday_week	agale_haPwe_somavAra
Mongol_Tatar	mafgola_wAwAra
Mongol_dynasty	mafgola_rAjavaMSa
Mongolian_race	mafgola_jAwi
Mongoloid_race	mafgola_jAwi
Monodon_monoceros	saPexa_vhela
Montia_perfoliata	mOMtiyA_parPoliyAtA
Montjuc_Park	moMjuka_pArka
Mormon_Tabernacle	mOramana_manxira
Morse_Code	mArsakUta
Morus_alba	morasa_albA
Mother_Nature	prakqwi
Mother_Superior	XArmikasafGa_kI_aXyakRA
Mothering_Sunday	mAwqxivasa
Mount_Vesuvius	vesUviyasa_parvawa
Multilateral_Investment_Guarantee_Agency	bahupakRIya_niveSa_prawyABUwi_aBikaraNa
Musa_textilis	myUsA_teksatAilisa
National_Development_Committee	rARtrIya_vikAsa_sammiw
National_Health_Service	rARtrIya_svAsWya_sevA
National_Insurance	rARtrIya_bImA
National_Weather_Service	rARtrIya_mOsama_sevA
National_insurance	rARtrIya_bImA
Native_American	uwwarI_amerikA_nivAsI
Neandertal_man	niyEndaraWala_mAnava
Neanderthal_man	niyEndaraWala_mAnava
Nebraska_fern	nebrAskA_Parn
Negro_spiritual	XArmika_gIwa
Neolithic_Age	navapARANa_yuga
Nepalese_rupee	nepAlI_rupayA
New_Age	nava_yugIna
New_Flower	nyU_PlAvara
New_Stone_Age	navapARANa_yuga
New_Testament	navaviXAna
New_Wave	nayI_lahara
New_World_warbler	jafgalI_PuxakI
New_Year's_Day	navavarRa-xina
New_Year's_Eve	фт_xisambara
New_Zealand	nyU_jIlEMda
New_year's	navavarRa-xina
Nicotiana_rustica	nilotiyAnA_rastikA
Niels_Abel	nIlsa_ebala
Nobel_Prize	nobela_puraskAra
Nootka_cypress	nUtkA_sanOvara
Norbert_Wiener	nOrbarta_vInara
North_Korean_won	uwwarI_koriyAI_vana
North_Pole	uwwarI_Xruva
Northern_Alliance	uwwarI_gaTabanXana
Northern_Rhodesia	uwwarI_rodeSiyA
Northern_tropic	uwwarI_uRNakatibanXa
Nosey_Parker	wAfka-JAfkiyA
Nosy_Parker	wAfka-JAfkiyA
OTC_security	asUcIbaxXa_surakRA
OTC_stock	asUcIbaxXa_mAla
O_level	sAmAnya_swarIya_parIkRA
October_24	ух_aktUbara
Odocoileus_Virginianus	odokailiyasa_varjIniyAnasa
Oedipus_complex	mAwqrawi
Office_of_the_United_Nations_High_Commissioner_for_Human_Rights	saMyukwa_rARtra_mAnavAXikAra_uccAyukwa_kAryAlaya
Office_of_the_United_Nations_Security_Coordinator	saMyukwa_rARtra_surakRA_samanvayaka_kAryAlayaa
Old_English	purAnI_afgrejI_BARA
Old_Master_painting	prasixXa_prAcIna_kalAkqwia
Old_Nick	rAkRasa
Old_Testament	pUrva_viXAna
Old_World_robin	rabina
Olympian_god	oliMpika_xevawA
Olympic_Games	oliMpika_Kela
Omar_Khayyam	omara_kEyAma
Open_University	mukwa_viSvavixyAlaya
Opuntia_tuna	kaztexAra_nASapAwI
Ordinary_level	sAmAnya_swarIya_parIkRA
Ordnance_Survey	AyuXa_SAKA
Organization_for_Economic_Co-operation_and_Development	Arthika_sahayoaga_Ora_vikAsa_safgaTanaa
Organization_of_American_States	amarIkI_rAjya_saMsWA
Origanum_vulgare	oYrigEnama_valgeyara
Ornithogalum_thyrsoides	OrniWogElama_WarsOidsa
Ornithorhynchus_anatinus	plEtIpasa
Orville_Wright	oYrvila_rAita
Oscar_Wilde	oYskara_vAilda
Ottoman_Turk	usmAna_vaMsa_kA_wurka
Ottoman_dynasty	usmAna_rAjavaMSa
Ouija_board	praSanaPalaka
Our_Lady_of_Mercy	xayA_kI_xevI
Our_Saviour	IsAmasIha
Outward_Bound	sAhasika_kArya_praSikRaNa_yojanA
Owen_Wister	ovina_vistara
PIN_number	pina_nambara
PT_boat	pI_tI_nOkA
P_A_system	Xvani-viswAra_vyavasWA
Pacific_Ocean	praSAnwa_mahAsAgara
Pacific_silver_fir	praSAnwa_rajawa_xevaxAra
Pakistani_rupee	pAkiswAnI_rupayA
Palaeolithic_Age	purApARANa_yuga
Paleolithic_Age	purApARANa_yuga
Palm_Sunday	Istara_se_pUrva_kA_ravivAra
Pan_Am	pEna_Ema
Pancake_Day	pEna_keka_kA_xina
Pandion_haliaetus	maCArafga
Panicum_capillare	pEnikama_kEpilara
Panthera_onca	weMxuA
Paris_green	pIlApana_lie_harA
Parliamentary_Under-Secretary	upa-saciva
Parmesan_cheese	pArmIjEna_cIja
Parthenium_integrifolium	pArWeniyama_intIgriPoliyama
Passiflora_laurifolia	pEsiPlorA_lariPoliyA
Pastinaca_sativa	mUlI
Patrick_White	pEtrika_vhAita
Paymaster_General	mahAvewanAXikArI
Pearly_Gates	svargaxvAra
Peeping_Tom	wAka-JAzka_karane_vAlA
Pelecanus_erythrorhynchos	pelikEnasa_erIWrorAinkosa
Periplaneta_americana	perIplEnetA_amerikAnA
Permanent_Under-Secretary	uNdarasekretarI
Persian_carpet	Parasa_kI_kAlIna
Persian_cat	ParasI_billI
Persian_rug	Parasa_kI_kAlIna
Pharaoh_of_Egypt	Pero
Philippine_peso	peso
Phillis_Wheatley	Pilisa_vhItalI
Phylloscopus_sibilatrix	PAiloskopasa_sibilEtriksaa
Pilot_Officer	vimAna_aPasara
Pinus_albicaulis	pAinasa_albikOlisa
Pinus_pinea	Cawra_xevaxAra
Piper_nigrum	pAipara_nAigrama
Pistachio_tree	piswA_vqkRa
Pistacia_vera	piswA_vqkRa
Pithecellobium_dulce	piWaselobiyama_dalsI
Place_des_Nations	plesa_dI_neSana
Placuna_placenta	plakyUnA_plEseMtA
Plantation_walking_horse	plANteSana_GodA
Plenipotentiary_Conference	pUrNAXikArI_sammelana
Podocarpus_coriaceus	podokArpasa_korieSasa
Podophyllum_peltatum	podoPAilama_peltetama
Poephila_castanotis	piPilA_kEstanOtisa
Poet_Laureate	niyukwa_kavi/prawiRTiwa_kavi/rAjakavi
Polaroid_camera	polaraida_kEmarA
Polaroid_sunglasses	poaraida_XuPa-caSmA
Poncirus_trifoliata	pOnsirasa_trAiPoliyAtA
Populus_alba	pOpulasa_albA
Portland_stone	portalEMdI_pawWara
Postmaster_General	mahAdAkapAla
Premium_Bond	prImiyama_baNda
President_Abraham_Lincoln	rARtrapawi_abrAhama_liMkana
President_Clinton	rARtrapawi_kliMtana
President_Lincoln	rARtrapawi_liMkana
President_McKinley	rARtrapawi_mEkinalI
President_Taft	rARtrapawi_tEPta
President_Taylor	rARtrapawi_telara
President_Wilson	rARtrapawi_vilsana
Prince_Consort	rAjakuzvara
Princess_Royal	rAjakumArI
Princeton_WordNet	priMsatana_vardaneta
Promised_Land	abrAhama_ko_ISvara_xvArA_prawiSruwa_xeS
Protestant_Reformation	XarmasuXAra/XarmasuXAra-kAla
Provident_Association	mitra-safGa
Provident_Society	mitra-safGa
Prunella_modularis	prUnelA_mOdyularisaA
Prunus_alleghaniensis	jafgalI_plama
Prunus_spinosa	prUnasa_spinosA
Publius_Vergilius_Maro	pabliyasa_varjiliyasa_mAro
Pullman_car	ArAmaxeya_rela_dibbA/pulamEna_kAra
Punch_and_Judy_show	kaTapuwalI_Kela
Purple_Heart	nIla_lohiwa_paxaka
Pyrocephalus_rubinus_mexicanus	siMxUrI_bulabula
Pyrrhic_victory	nASakArI_vijaya
Queen_Victoria	rAnI_viktoriyA
Quercus_lobata	kEliPorniyA_SAhabalUwa
Quercus_nigra	jalIya_SAhabalUwa
Quercus_phellos	kverkasa_PElosaa
RU_486	Ara_yU_cAra_sO_CiyAsII
R_and_D	SoXa_evaM_vikAsa
Radio_Regulation_Board	rediyo_aXiniyama_samiwi
Radiocommunication_Advisory_Group	rediyosanchAra_salAhakArI_samUha
Radiocommunication_Assemblies	rediyosanchAra_saBA
Radiocommunication_Bureau	rediyosaFcAra_viBAga/rediyosanchAra_kAryAlayaa
Radiocommunication_Sector	rediyosaFcAra_kRetra/rediyosanchAra_kshetraa
Rangifer_tarandus	renjifara_tErEMdasa
Ravenala_madagascariensis	rEvenalA_mEdAgAskariensisa
Rear_Admiral	saha-nOsenAXyakRaa
Rebecca_West	rebekA_vesta
Red_Indian	uwwarI_amerikI_AxivAsI
Regional_Radiocommunication_Conferences	prAxeSika_xUrasaFchAra_sammelana
Regius_professor	rIjiasa_proPesara
Remembrance_Day	smAraka_ravivAra
Remembrance_Sunday	smAraka_ravivAra
Republic_of_Angola	afgolA_gaNawanwra
Republic_of_Belarus	belarUsa_gaNawanwra
Republic_of_Burundi	buruNdI_gaNawanwra
Republic_of_Cameroon	kEmarUna_gaNawanwra
Republic_of_Cuba	kyUbA_gaNawanwra
Republic_of_Equitorial_Guinea	ikvetoriyala_ginI_gaNawanwra
Republic_of_Indonesia	iMdoneSiyAI_gaNawanwra
Republic_of_Lithuania	liWUAniyA_gaNawanwra
Republic_of_Malawi	malAvI_gaNawanwra
Republic_of_Namibia	nAmIbiyAI_gaNawanwra
Republic_of_Nicaragua	nikarAguA_gaNawanwra
Republic_of_Panama	panAmA_gaNawanwra
Republic_of_South_Africa	xakRiNa_aPrIkI_gaNawanwra
Republic_of_Turkey	wurkI_gaNawanwra
Republic_of_Uzbekistan	ujbekiswAnI_gaNawanwra
Republic_of_Venezuela	vEnejuelA_gaNawanwra
Republic_of_Zambia	jAmbiyA_gaNawanwra
Republic_of_Zimbabwe	jiMbAbve_gaNawanwra
Research_and_Training_Centres	SoXa_Ora_praSikRaNa_keMdraa
Reseda_luteola	pIwaraFjaka_pAxapa
Reverend_Mother	mahilA_maTAXyakRA
Revolutionary_Organization_of_Socialist_Muslims	soSalista_muslima_iMkalAbI_jamAwa
Rhincodon_typus	rAinakodana_taipasa
Rhinoceros_antiquitatis	rAinosarasa_aNtikvitEtisa
Richard_Wright	ricarda_rAita
Richter_scale	riktara_pEmAnA
Right_Honourable	mahAAxaraNIya
Right_Reverend	mahAmahIma
River_Acheron	EkarOna_naxI
Robert_Adam	rAbarata_Axama
Robert_Burns_Woodward	rObarta_barnsa_vudavarda
Robert_Owen	rObarta_ovana
Robert_Woodward	rObarta_vudavarda
Roborto_Blois	rabarto_bloI
Rochon_prism	rOkana_varNakrama
Rock_fever	raka_jvara
Roman_Catholic	romama_kEWolikavAxI/romana_kEWolika_carca_se_sambanXiwa/romana_kEWalika
Roman_Catholicism	romana_kEWalika_Xarma
Roman_candle	roman_kEMdala
Roman_nose	romI_nAka
Roman_numeral	romana_afka
Romanesque_architecture	romana_sWApawya_SElI
Rome_was_not_built_in_a_day	bade_kAma_eka_xo_xina_meM_nahIM_ho_jAwe
Rosmarinus_officinalis	rojamerI
Royal_Automobile_Club	rayala_oYtomobAila_klaba
Royal_Commission	rAjakIya_Ayoga
Royal_Highness	mAlika
Royal_Shakespeare_Company	rayala_Seksapiyara_kampanI
Rubus_phoenicolasius	ryUbasa_PI
Rugby_League	ragbI_lIga
Rugby_Union	ragbI_yUniyana
Rugby_football	ragbI_PutabAla
Rule_of_Procedure	niyama-prakriyA
Russian_cactus	rUsI_kEktasa
Russian_roulette	raSanarUleta
Russian_thistle	rUsI_Wisala
Russian_tumbleweed	rUsI_tambalavId
Ruta_graveolens	brAhmI
SI_system	esa_AI_paxXawi
Sabbath_school	XarmaSikRA_vixyAlaya
Sacred_Trinity	paviwra_wrixeva
Sagittarius_the_Archer	Xanu/Xanu_rASi
Sailor_King	selara_kiMga
Saint_Valentine's_Day	sanwa_vElentAina_xivasa
Salix_alba	sEliksa_albA
Salix_babylonica	sEliksa_bebilonikA
Salix_blanda	sEliksa_blEMdAnA
Salix_pendulina	sEliksa_peMdulinA
Salix_pendulina_blanda	sEliksa_peMdulinA_blEMdAnA
Salmon_River	sEmana_naxI
Salsola_kali_tenuifolia	sElsola_kalI_tenuPoliyA
Salvia_verbenaca	sElviyA_varbinAkA
Santa_Claus	krisamasa_kA_bAbA
Santalum_album	sEMtAlama_Elbamaa
Saprolegnia_ferax	sarpoleniyA_PerEksa
Saturday_week	agale_haPwe_SanivAra
Satureja_vulgaris	seturejA_valgErisa
Savannah_River	savAnA_naxI
Schizachyrium_scoparium	SijAkAiriyama_skoperiyama
Scilla_nonscripta	silA_nOnaskriptA
Scomberomorus_sierra	skoMberomorasa_sierA
Scorpio_the_Scorpion	vqScika_rASi
Scotch_broth	skaca_SorabA
Scotch_egg	aXa_ubale_aNde_kA_gulamA
Scotch_tape	skaca_tepa
Scotch_whiskey	skaca_vhiskI
Scotch_whisky	skaca_vhiskI
Scotland_Yard	skatalEMda_yArda
Scottish_National_Party	skatiSa_neSanala_pArtI
Scout_Association	bAlacara_saMsWA
Sea_Lord	nAvika_borda_ke_nOsenA-saxasya
Second_Advent	IsA_masIha_kA_xubArA_Agamana
Second_Coming	IsA_masIha_kA_xubArA_Agamana
Second_Coming_of_Christ	IsA_masIha_kA_xubArA_Agamana
Second_World_War	xviwIya_viSvayuxXa
Secretariat_General	mahAsacivAlayaa
Secretary_of_State	rAjya_saciva/vixeSasaciva
Secretary_of_Transportation	parivahana_saciva
Security_Council	surakRA_parishax
Serbia_and_Montenegro	sarbiyA-maNtenegro
Sesamum_indicum	wila
Seychelles_rupee	seSelja_kA_rupayA
Shetland_Islands	SetlEMda_xvIpa
Shetland_pony	SetalEMdI_tattU
Shetland_sheep_dog	SetalEMdI_kuwwA
Shetland_sheepdog	SetalEMdI_kuwwA
Shetland_wool	SEtlEMdI_Una
Shrove_Tuesday	pEnakeka_xivasa/pUwa-mafgala
Siamese_cat	syAmI_billI
Siamese_twin	jude_hue_yamala
Siamese_twins	syAmI_judavAz
Sidalcea_malviflora	sidElSiyA_mElviflorA
Simon_Legree	kaTora_mAlika
Sinapis_alba	sinApisa_albA
Sinapis_arvensis	sAinApisa_arvensisa
Sir_Angus_Wilson	sara_EMgasa_vilsana
Sir_Frank_Whittle	sara_PrEMka_vhitila
Sir_Geoffrey_Wilkinson	sara_jyOParI_vilkinsana
Sir_James_Dewar	sara_jemsa_dyUara
Sir_Mortimer_Wheeler	sara_mOrtimara_vhIlara
Sir_Richard_Owen	sara_ricarda_ovana
Sir_Walter_Raleigh	_sara_vAltara_rEle
Sir_William_Alexander_Craigie	sara_viliyama_alekjEMdara_kregI
Sir_William_Crookes	sara_viliyama_kruksa
Sir_William_Walton	sara_viliyama_vAltana
Sir_Winston_Leonard_Spenser_Churchill	sara_viMstana_lenarda_spensara_carcila
Sitta_carolinensis	sitA_kErolinesisa
Slavic_language	slAva_BARA
Slavonic_language	slAva_BARA
Snake_River	sneka_naxI
Socialist_Republic_of_Vietnam	viyawanAmI_samAjavAxI_gaNawanwra
Society_of_American_Travel_Writers	amarIkI_yAwrA-vqwwAnwa_leKaka_samiwi
Solanum_jamesii	solAnama_jAmesI
Solanum_tuberosum	solAnama_tyUbarosama
Solicitor_General	mahAnyAyABikarwA/salisitara_janarala
Somali_peninsula	somAlI_prAyaxvIpa
Somalian_shilling	somAliyAI_SiliMga
Somerset_Maugham	sOmaraseta_mOma
Sorbus_aucuparia	rakwa_kola/rovana_vqkRa
South_Africa	xakRiNI_aPrIkA
South_Frigid_Zone	xakRiNI_SIwa_praxeSa
South_Korean_won	xakRiNa_koriyAI_vana
South_Pole	xakRiNI_Xruva
Southern_Rhodesia	xakRiNI_rodeSiyA
Southern_tropic	xakRiNII_uRNakatibanXa
Soviet_Union	soviyawa_safGa
Spanish_Guinea	spenI_ginI
Spanish_Sahara	spenI_sahArA
Special_Branch	speSala_brAFca
Special_Committee_on_Regulatory/Procedural_Matters	niyAmaka/kAryaviXika_mAmaloM_kI_viSeRa_samiwi
Spinacia_oleracea	pAlaka
Sri_Lanka_rupee	SrI_lafkana_rupayA
State_of_Israel	ijarAila_rAjya
Stations_of_the_Cross	krasoM_kI_SqfKalA
Statistical_Commission	sAfKyikIya_Ayogaa
Storm_Troops	starma_trUpsa
Study_Groups	aXyayana_samUha/aXyayana_samUhaa
Stylomecon_heterophyllum	stAilomikOna_hetroPAilama
Sunday_school	ravivArIya_vixyAlaya
Sunday_week	agale_haPwe_ravivAra
Supreme_Court	uccawama_nyAyAlaya
Sus_scrofa	sUsa_skroPA
Swiss_chard	svisa_kArda
Swiss_roll	svisa_rola
Systeme_International	anwarrARtrIya_paxXawi
Systeme_International_d'Unites	anwarrARtrIya_ikAI_paxXawi
Tabasco_sauce	tabEsko_sasa
Tamarindus_indica	tEmariMdasa_indikA
Tamil_Tigers	wamila_tAigarsa
Tang_dynasty	tEMga_rAjavaMSa
Tanzanian_shilling	wanjAniyAI_SiliMga
Taurus_The_Bull	vqRa_rASi
Tectona_grandis	sAgOna
Teddy_boy	tEdI_baya
Tel_Aviv	tela_avIva
Telecommunication_Development_Bureau	xUrasaFcAra_vikAsa_kAryAlayaa/xUrasaFcAra_vikAsa_viBAga
Telecommunication_Development_Sector	xUrasaFcAra_vikAsa_kRetra/xUrasaFcAra_vikAsa_kRewraa
Telecommunication_Development__Conferences	xUrasaFcAra_vikAsa_sammelanaa
Telecommunication_Standardization_Advisory_Group	xUrasaFcAra_mAnakIkaraNa_salAhakArI_samUha/xUrasaFcAra_mAnakIkaraNa_salAhakArI_samUhaa
Telecommunication_Standardization_Bureau	xUrasaFcAra_mAnakIkaraNa_kAryAlayaa
Telecommunication_Standardization_Sector	xUrasaFcAra_mAnakIkaraNa_kRewraa
Telecommunications_Development_Advisory_Group	xUrasaFcAra_vikAsa_salAhakArI_samUha
Tennessee_Williams	tenisI_viliyamsa
Tennessee_walker	tenesI_GodA
Tennessee_walking_horse	tenesI_GodA
Tertiary_period	wqwIya_yuga
Teucrium_scorodonia	tyUkriyama_skorodoniyA
Thank_one's_lucky_star	BAgya_ko_sarAho
Thanksgiving_Day	WEMksagiviMga_xivasa
The_Art_of_Truth	kalA_kA_sawya
The_British	afgreja/britenavAsI
The_Decision-making_Line	nirNaya-nirXAraNa_reKA
The_Indies	iMdIja
The_World_Conferences_on_International_Communications	anwarrARtrIya_saFcAra_para_viSva_sammelana
The_World_Telecommunications_Policy_Forum	viSva_xUrasaFcAra_nIwi_goRTI
There_is_no_accounting_for_taste	manuRya_ke_rUci_vEBinya_kA_koI_javAba_nahIM
Thomas_Lanier_Williams	tOmasa_leniyara_viliyamsa
Thomas_Willis	vilisa
Thomas_Woodrow_Wilson	tOmasa_vudaro_vilsana
Thomas_Young	tOmasa_yafga
Thompson_submachine_gun	tamI_gana
Thursday_week	agale_haPwe_guruvAra
Thymus_serpyllum	WAimasa_sarpIliyama
Tichodroma_muriaria	tAikodroma_myuriyAriyA
Time_and_tide_wait_for_no_man	samaya_kisI_kI_prawIkRA_nahIM_karawA
Times_of_India	tAimsa_APa_indiyA
To_whom_it_may_concern	jisase_BI_sambanXiwa_ho
Tom_Collins	tOma_kOlinja
Trades_Union_Congress	treda_yUniyana_kAfgresa
Transfiguration_Day	trAMsaPigareSana_xivasa
Transfiguration_of_Jesus	yISu_kA_xIpwisPuraNa
Transportation_Secretary	parivahana_saciva
Triaenodon_obseus	trAiEnodOna_Obsiyasa
Trifolium_repens	trAiPoliyama_ripensaa
Trilisa_odoratissima	trilisA_odorEtisimA
Triple_Frontier	tripala_PraNtiyara
Triticum_dicoccum_dicoccoides	trItikama_dikokama_dikokoidisa
Trojan_Horse	trOya_kA_GodA
Trojan_horse	trOjana_hOrsa
Tropic_of_Cancer	karka_reKA
Tropic_of_Capricorn	makara_reKA
Tuesday_week	agale_haPwe_mafgalavAra
Turdus_migratorius	amarIkI_rabina
Turkish_Delight	tarkiSa_dilAita
Turkish_bath	wurkI_hammAma
Turkish_boxwood	wurkI_baksa_vqkRa_kI_lakadI
Turkish_coffee	wurkI_kaPI
Turkish_empire	wurkI_salwanawa
Turkish_lira	wurkI_lIrA
Turkish_tobacco	wurkI_wambAkU
Turkish_towel	tarkiSa_wOliyA
Twin_Falls	tvina_Palsa
Tylenchus_tritici	tAileMkasa_tritisI
Tyrannosaurus_rex	tAirEnosarasa_reksa
UNDL_Foundation	yU_ena_dI_ela_prawiRTAna/yU_ena_dI_ela_sWApanA
UN_Summit	yU_ena_sammelana
US_Air_Force	saMyukwa_rARtra_amarIkI_vAyu_senA
US_Army_Criminal_Investigation_Laboratory	saMyukwa_rARtra_amarIkA_AparAXika_anveRaNa_prayogaSAlA
US_Navy	saMyukwa_rARtra_amarIkI_jala-senA
Ugandan_shilling	yugANdAI_SiliMga
Ulmus_alata	ulmasa_alAtA
Ulmus_laevis	jalIya_cirAbela
Uncle_Sam	saMyukwa_rAjya_amarIkA
Uncle_Tom	afkila_tama
Union_Jack	yUniyana_jEka
Union_flag	yUniyana_JaNdA
Union_of_Burma	barmA_safGa
Union_of_Serbia_and_Montenegro	sarbiyA-maNtenegro_safGa
Union_of_Soviet_Socialist_Republics	soviyawa_rUsa
Unitarian_Church	ekeSvaravAxI_carca
United_Arab_Emirates	saMyukwa_araba_amIrAwa
United_Arab_Republic	saMyukwa_araba_gaNawanwra
United_Front	saMyukwa_morcA
United_Kingdom	yUnAiteda_kiMgadama
United_Kingdom_of_Great_Britain_and_Northern_Ireland	yUnAiteda_kiMgadama
United_Mexican_States	saMyukwa_mEksiko_rAjya
United_Nations	saMyukwa_rARtra
United_Nations_Centre_for_Human_Settlements	a
United_Nations_Children's_Fund	saMyukwa_rARtra_bAla-niXi
United_Nations_Commissions_and_Committees	saMyukwa_rARtra_Ayoga_Ora_samiwiyAz
United_Nations_Conference_on_Trade_and_Development	saMyukwa_rARtra_vyApAra_Ora_vikAsa_sammelana
United_Nations_Crime_Prevention_and_Criminal_Justice	saMyukwa_rARtra_aprAXa-rokaWAma_waWA_AparAXika_nyAya
United_Nations_Crime_Prevention_and_Criminal_Justice_Branch	saMyukwa_rARtra_aparAXa-nivAraNa_Ora_AparAXika_nyAya_SAKA
United_Nations_Day	saMyukwa_rARtra_xivasa
United_Nations_Development_Fund_for_Women	saMyukwa_rARtra_nArI_vikAsa_niXi
United_Nations_Development_Programme	saMyukwa_rARtra_vikAsa_kAryakrama
United_Nations_Educational,_Scientific_and_Cultural_Organization	saMyukwa_rARtra_SEkRaNika,_vEjFAnika_evaM_sAMskqwika_saMsWA
United_Nations_International_Children's_Emergency_Fund	saMyukwa_rARtra_bAla-niXi
United_Nations_Office_for_Drug_Control_and_Crime_Prevention	saMyukwa_rARtra_mAxaka-xravya_niyanwraNa_waWA_aprAXa_roka-WAma_kAryAlaya
United_Nations_Secretariat	saMyukwa_rARtra_sacivAlaya
United_Nations_University	saMyukwa_rARtra_viSvavixyAlaya
United_Republic_of_Tanzania	waFjAniyA_saMyukwa_gaNawanwra
United_States	amarIkA
United_States_Air_Force	saMyukwa_rARtra_amarIkI_vAyu_senA
United_States_Army_Criminal_Investigation_Laboratory	saMyukwa_rARtra_amarIkA_AparAXika_anveRaNa_prayogaSAlA
United_States_Civil_War	amarIkI_gqha_yuxXa
United_States_Navy	saMyukwa_rARtra_amarIkI_jala-senA
United_States_of_America	saMyukwa_rAjya_amarIkA
Universal_Forum_of_Cultures	sArvaBOmika_sAskqwika_safgoRTI
Unknown_Soldier	ajFAwa_sEnika
Ural_Mountains	yUrala_parvawa-SqfKalA
Uralic_language	yUralI_BARA
Urocystis_tritici	yUrosistisa_tritisI
Uruguayan_peso	peso
V_neck	vI_gale_kA/vI_gale_kA_vaswra
Valentina_Tereshkova	vEleMwInA_wereSkovA
Valentina_Vladmirovna_Tereshkova	vEleMwInA_vlAxmirovnA_wereSkovA
Valentine_Day	vElentAina_xivasa
Vancouver_Island	vEMkUvara_xvIpa
Varanus_komodoensis	komodo_drEgana
Vasco_da_Gamma	vAsko_dI_gAmA
Vatican_City	vEtikana_sitI
Vatican_Palace	vEtikana_mahala
Venetian_blind	KidakI_kI_JilamilI
Venetian_red	lAla-BUrA_rafga
Venus_maidenhair	vInasa_parNAfga
Verbascum_thapsus	tarca
Very_light	rafgaxAra_xIpwi
Vetluga_River	vewlUgA_naxI
Victor_Hugo	viktara_hyUgo
Victoria_Cross	viktoriyA_krAsa/viktoriyA_paxaka
Victoria_Day	viktoriyA_xivasA
Victoria_Falls	viktoriyA_prapAwa
Victoria_Lake	viktoriyA_JIla
Victoria_Nyanza	viktoriyA_nAyeMjA
