#	/Amidst/Bilberry/Fine,/I/It/It/Kaladhungi/On/Ratna/The
###########################################################################################################	The
#-----------	The
#------------------	The
#-------------------	The
#==================	The
#===================	The
#A	descendant
#All	salesmen/the
#As	a/the
#Besides,	Aptech,
#But	do/this/when/you
#By	Alpana/Anita/Krithika/Nandini/Preeti/Sarita/drinking
#Chew	the
#Children	are
#Discounting	Bills
#Do	not/not
#Drink	plenty
#English-compound-word	Hindi-meaning
#Following	entries
#Fruits	and
#GITMO	was
#He	came
#I	am/want/will
#In	comparison/this,
#India	has
#It	was
#Kalajar	is
#Keep	taking
#Look,	I
#Lord	Caitanya
#New	Entries
#Not	only
#One	does
#Researches	have
#Structure_of_the_file:	have
#Suggested	by/by
#The	citizens/danger/use
#There	are
#Therefore	everybody
#Therefore,	the/the
#This	is/palace
#Unplugging	the
#We	saw
#What	is/is
#When	Arjun/these
#Yes	of
#Yes,	Yes.
#You	keep/keep
#based_on	para_AXAriwa
#powered	wheelchair
#station	master
,_in_short_,	safkRipwa_meM
Dial_transfer	dAyala_sWAnAnwaraNa
Dial_up	dAyala_apa
Dial_up_access	dAyala_apa_aBigama
Dial_up_account	dAyala_apa_KAwA
Digit_arithmetic	afkIya_gaNiwa
Digit_compression	afka_sampIdana
Digit_delay_element	afka_vilamba_avayava
Digit_position	afka_sWiwi
Digital_computer	afkIya_kampyUtara
Digital_read-out	afkIya_paTana
Digitize_tablet	afkIya_patalikA
Direct_keying_device	prawyakRa_kuFjIyana_yukwi
Direct_memory_access_controller	prawyakRa_smqwi_aBigama_niyanwraka
Direct_method	prawyakRa_viXi
Direct_processing	prawyakRa_prakramaNa
Direct_transmission_satellite	prawyakRa_saFcaraNa_upagraha
Direction_angle	xiSA_koNa
Discharge_Required	AvaSyaka_nirvahana
Disk_file	cakrrikA_saFcikA
Disk_form	cakrikA_prArUpa
Disk_magnetic	cakrikA_cumbakIya
Disk_memory	cakrikA_smqwi
Disk_operating_system	cakrikA_pracAlana_wanwra
Disk_optimizer	cakrriya_IRtawamIkAraka
Disk_pack	cakrikA_safkula
Disk_sector	cakrikA_KaNdaka
Disk_seek_enhancement	cakrikA_aBiXAraNa_vqxXi
Disk_server	cakrrikA_parisevaka
Disk_space_management	diska_rikwi_prabanXana
Disk_storage	cakrrikA_BaNdAraNa
Disk_storage_device	cakrikA_BaNdAraNa_yukwi
Disk_stripping	cakrikA_vipaTTana
Disk_unit	cakrikA_ekaka
Disk_volume	cakrikA_Ayawana
Diskette-formatted_tape	disketa_saMrUpiwa_tepa
Diskette_storage	disketa_BaNdAraNa
Diskette_storage_device	disketa_BaNdAraNa_yukwi
Disney_character	disanI_kA_pAwra
Distributed_data_processing_network	viwariwa_AfkadA_saMsAXana_netavarka
Distributed_processing	viwariwa_prakramaNa
Divide_and_rule_algorithm	Bexa_Ora_rAja_elgoriWma
Dividend_book	lABAMSa_bahI
Division-remainder_method	viBAjana_SeRa_viXi
Document_base_font	praleKa_AXAra_PoYnta
Document_co-authoring_system	praleKa_sahaleKana_wanwra
Document_compression_utility	praleKa_sampIdana_upayogiwA
Document_conversion_program	praleKa_parivarwana_kramAxeSa
Document_format	praleKa_PEYAramEta
Document_handling	praleKa_haswana
Document_image_processing	praleKa_prawibiMba_prakramaNa
Document_management_system	praleKa_prabanXana_wanwra
Document_processing	praleKa_prakramaNa
Document_retrieval	praleKa_prawiniyana
Document_window	praleKa_KidakI
Donald_duck	donalda_bawwaKa
Dot-character_printer	biMxu_samprawIka_muxraka
Dot_Matrix_Printer	doYtaCamEtriksa_muxraka
Double-pulse_recording	xvispanxa_aBileKana
Double-sheet_detector	xviparNa_saMsUcaka
Double-sheet_ejector	xviparNa_uwkRepaka
Double-sided_disk	xvipArSva_cakrikA
Double_right_angle_brackets	xviguNa_samakoNa_koRTaka
Double_sided_floppy_disk	xvipArSva_PloYpI_cakrikA
Double_speed_drive	xviguNI_cAla_drAiva
Down_loaded	aXaHBAraNa
Down_loading	aXoBAraNa
Down_time	acewa_kAlAvaXi
Draw_tool	karRa_upakaraNa
Drive_space	drAiva_sWAna
Dutch_capital	daca_rAjaXAnI
Dutch_door	daca_xaravAjA
Dutch_elm	hAlEMda_kA_xevaxAru
Dyazide_sales	dEyAjAida_kI_bikrI
Dynamic_address_translation	gawika_pawA_anuvAxa
Dynamic_link_library	gawika_kadI_safgraha
Dynamic_linking_and_loading	gawika_SrrqfKalana_Ora_BAraNa
Dynamic_programming	gawika_progrAmana
Dynamic_range	gawika_parAsa
Dynamic_storage_allocation	gawika_BaNdAraNa_AvaNtana
Dynamic_virtual_memory_system	gawika_aBAsI__smqwi_wanwra
Each_one_of_them	unameM_se_prawyeka
Each_one_of_us	hamameM_se_prawyeka
Each_one_of_you	ApameM_se_prawyeka
Easter_bunny	Istara_wyOhAra_kA_banI/KaragoSa_ke_lie_pyAra_kA_Sabxa
Edit_mode	sampAxana_viXA
Education_co-ordinator	SikRA_samanvaya
Education_effort	SikRA_prayAsa
Eight-bit_byte	aRTa_bita_bAIta
Either-way_communication	pArasparika_saFcAra
Electron-beam_recording	ilektroYna_kiraNa_puFja_aBileKana
Embassy_employee	xUwAvAsa
Epsilon_free_regular_set	epsiloYna_mukwa_niyamiwa_samuccaya
Error_of_commission	BUla
Exchange_instruction	vinimaya_anuxeSa
Exchange_memory	vinimaya_smqwi
Exchange_sort	vinimaya_CatAI
Exponent_part	GAwAfkI_BAga
Extended_binary_code	ievasawAriwa_xvayafka_xaSamalava_vinimaya
Face-character_printer	Palaka_samprawIka_muxraka
Family_reunion	parivAra_kA_punarmilana
Family_reunions	parivAra_kA_punarmilana
Fan-fold_paper	valiwa_kAgaja
Fan-out	nirgawAfka
Far_East	pUrvowwara
Father_Christmas	krisamasa_piwA
Females_of_birds	mAxA_pakRI
Fiber-optic_cable	wanwu_prakASikI_kebala
Fibre-optics_transmission_system	wanwu_prakASikI_saFcaraNa_wanwra
Field_Marshal	PIlda_mArSala/senA_kA_sarvocca_ohaxA
Fine_,_thank_you	jI_TIka_hUz
Fine_tune	pUrNa_vivaraNa_meM_jAnA
Finite_state_machine	parimiwa_avasWA_yanwra
Flemish_dialect	uwwarIya_beljiyama_meM_bolane_vAlI_hAlEMda_kI_BARA
Floating-point_arithmetic_instruction	calaCabiMxu_afkagaNiwIya__anuxeSa
Floating-point_precision	calaCabiMxu_pariSuxXawA
Floating-point_radix	calaCabiMxu_mUlAfka
Floating-point_register	calaCabiMxu_paFjI
Floating-point_representation	calaCabiMxu_nirUpaNa
Floating_point_number	cala_biMxu_safKyA
Flow_curve	pravAha_vakra
Flow_graph	pravAha_AleKa
Flow_machine_framing	pravAha_maSIna_PremakaraNa
Flow_of_control	niyanwraNa_pravAha
Flt_Lt	PlAita_lEPtineMta
Food_and_Agricultural_Organisation	KAxya_Ora_kqRRi_safgaTana
Foot_stool	pAzva_raKane_kI_cOkI
For_your_information	sUcanArWa
Form_feed	pqRta_BaraNa
Form_feed_character	PArma_BaraNa_samprawIka
Form_footer	pqRTa_paxAnwa
Form_overlay	pqRta_aXyAropaNa
Four-bit_byte	cAra_bita_bAIta
Four_way_interleaving	cawuRpaWI_anwaH_pawraNa
Four_way_set_associative_cache	cawuRpaWI_sEta_sAhacarya_kESe
Four_wire_ciruit	cAra_wAra_paripaWa
Free_Alongside_Ship	jahAja_waka_niHSulka
Free_On_Board	jahAja_se_mAlaDulAI/jahAja_para_niHSulka
Free_on_Rail	rela_waka
Freudian_slip	nija_BAvoM_kI_akasmAw_tIkA
Friendly_Society	sahAyawA_karane_vAlA_safGa
Front-end_computer	agrAnwa_aBikaliwra
Front-end_processor	agrAnwa_saMsAXiwra
Front_end_machine	afgrAwa_maSIna
Front_panel	agra_pattikA
Full-duplex_line	pUrNa_xvEXa_lAIna
Full-screen_editing	pUrNa_skrIna_sampAxana
Full-screen_editor	pUrNa_skrIna_sampAxaka
Full_Duplex_mode	pUrNa_xvEXa_vixyA
Full_duplex_transmission	pUrNa_xvEXa_prasAra
Full_functional_dependency	pUrNaprakAryAwmaka_ASrriwa
Full_name	pUrNa_Ociwya
Full_page_display	pUrNa_pqRTa_praxarSana
Full_subtracter	pUrNa_vyavakalaka
Function-based_information_system	prakArya_AXArIBUwa_sUcanA_wanwra
Function_composition	prakArya_safGatana
Function_defect	prakArya_xoRa
Function_design	prakArya_aBikalpa
Function_generator	Palana_janiwra
Function_key	Palana_kuFjI
Function_name	prakArya_nAma
Function_point	prakArya_biMxU
Function_reference	prakArya_sanxarBa
Function_subprogram	prakArya_upakramAxeSa
Function_table	prakArya_sAraNI
Functional_specification	prakAryAwmaka_vinirxeSa
Functional_testing	prakrayAwmaka_parIkRaNa
Functional_validity	prakaryAwmaka_vEXawA
Gallup_poll	janamawa_nirXAriwa_karane_kA_mawaxAna
General-purpose_computer	vyApaka_uxxeSaya_aBikaliwra
General-purpose_language	vyApaka_uxxeSIya_BARA
General-purpose_operating_system	vyApaka_uxxeSaya_safkriyA_praNAlI
General-purpose_register	sAmAnya_uxxeSaya_paFjI
General_program	vyApaka_kramAxeSa
General_purpose_software	vyApaka_uxxeSaya_soYPtaveyara
General_register	sAmAnya_paFjI
General_system_design	sAmAnya_wanwra_aBikalpa
Geneva_convention	jinevA_saMviXAna
German_bee	jarmanI_maXumakKI
German_capital	jarmanI_kI_rAjaXAnI
God_forsaken	vIrAnA
Golden_Age	svarNa_yuga
Good_Book	acCI_puswaka
Good_afternoon	SuBamaXyAhna
Good_by	acCA_namaskAra
Good_evening	SuBasAzyakAla
Good_morning	supraBAwa/namaskAra
Grandfather-father-son_method	piwAmaha
Great_Bear	sapwarRi
Great_Divide	jIvana_Ora_mqwyu_ke_bIca_kI_viBAjaka_reKA
Grocery_chain	kirAne_sAmAna_kI_SrqfKalA
Guinea_corn	bAjarA
HIgh_court	ucca_nyAyAlaya
Hari_Om	hari_om
Have_a_nice_time	samaya_acCA_bIwe/KuSa_raho
Heavenly_City	svargIya_Sahara
Her_majesty	mahArAnI
His_Highness	mahAmAnya
His_Holiness	param_pAvana_SrI
His_majesty	mahArAjA
Holy_City	jerusalama
Holy_Communion	holI_kamyUniyana
House_Rent_Allowance	makAna_kirAyA_BawwA
How_about_this	isake_bAre_meM_kyA_vicAra_hE
How_do_you_do	Apa_kEse_hEM
How_often	kiwanI_bAra
How_the_deuce	are_bAbA
I-node_table	anwaH_noda_sAraNI
I_am_desired_to_say	muJe_nivexana_karane_ke_lie_kahA_gayA_hE
I_am_directed	muJe_nixeSa_huA_hE
I_am_to_add	muJe_yaha_BI_liKanA_hE
I_am_to_say	yaha_kahanA_hE_ki
Ice_Pick	barPa_ko_wodane_kA_OjAra
If_so_,	yaxi_EsA_ho_wo
Imperial_beard	nicale_hoMTa_ke_pAsa_bAloM_kA_gucCA
In_apple_pie_order	saPAI_pUrvaka_susajjiwa
In_contrast_to	ke_viparIwa_meM
In_fear_and_trembling	awyanwa_BayaBIwa_honA
In_house_system	Anwarika_wanwra
In_motion	calAyamAna
In_the_arms_of_morpheus	unIMxA
In_the_morning	subaha
Inclusive-nor_operation	anwarveSIya_nAra_safkriyA
Inclusive-or_gate	anwarveSICaOra_geta
Index_file	sUciwa_saFcikA
Index_hole	sUcaka_vivara
Index_register	sUcaka_paFjI
Index_sequential	sUcaka_anukramika
Industrial_housing	Oxyogika_AvAsa
Infix_notation	anwaligna_safkewana_pUrvakriyA
Instrumental_music	vAxya_safgIwa
Inter_block	anwaHKaNdaka
Inter_block_gap	anwarA_KaNdaka_anwarAla
Inter_exchange_channel	anwara_vinimaya_cEnala
Inter_leaving	anwaH_pawraNa
Inter_record_gap	anwara_aBileKa_anwarAla
Intercom_service	anayonyasaFcArI_sevA
Inversion_failure_correlation	vyuwkramaNaCaviPalawA_sahasambanXa
Invincible_Armada	ajeya_ladAkU_jahAja
Invitation_of_tender	nivixA_mafgAnA
Inward_Bills_Receivable	prApya_Avaka_bila
Inward_Bills_for_Collection	vasUlI_ke_Avaka_bila
Is_that_so	kyA_EsA_hE
Isomorphic_lattic	samAkArI_jAlaka
It_has_nothing_to_do_with_me	isase_merA_koI_vAswA_nahIM_hE
It_is_all_we_have	iwanA_hI_hE_hamAre_pAsa
It_is_upto_you	yaha_wumhAre_upara_hE
Iterative_do-group	punarAvarwI_dUCagrupa
Jama_masjid	jAmA_masjixa
Jiffy_bag	pArasala_karane_hewu_bEga
Job-flow_control	kArya_pravAha_niyanwraNa
Job-oriented_language	kAryonmuKa_BARA
Job_control_statement	kArya_niyanwraNa_kaWana
Job_costing	kArya_mulyana
Job_input_file	kArya_niveSa_saFcikA
Job_input_stream	kArya_niveSa_XArA
Job_management	kArya_prabanXana
Job_output_file	kArya_nirgama_saFcikA
Job_priority	kArya_prAWamikawA
Job_processing	kArya_prakramaNa
Job_scheduling	kArya_anusUcana
Job_sequencing	kArya_anukramaNa
Job_stream	kAryaXArA
Job_table	kArya_sAraNI
Jumma_masjid	jummA_masjixa
June_bug	jUna_ke_mahIne_meM_hone_vAlA_kIdA
Just_in_time	TIka_samaya_para
Kentucky_burgoo	kEMtakI_nAvikoM_kA_KAxya_viSeRa
Key_bounce	kuFjI_uCAla
Key_click	kuFjI_klika
Key_compression	kuFjI_sampIdana
Key_disk	kuFjI_diska
Key_encryption	kuFjI_kUta_leKana
Key_field	muKya_kRewra
Key_frame	muKya_DAFcA
Key_management	muKya_prabanXana
Key_pad	kuFjI_pEda
Key_phrase	mukya_vAkyAMSa
Key_pulse	kuFjI_spanxa
Key_punch	kuFjI_Cixraka
Key_sorting	kuFjI_CANtana
Key_stroke	kuFjI_AGAwa
Key_to_address_transformation	pawA-anwaraNa_kuFjI
Key_to_disk	diska_kuFjI
Key_to_floppy	kuFjI_namyikA
Key_to_tape	tepa_kuFjI
Key_word	muKya_Sabxa
Knocking_someone_with_a_feather	kisI_ko_BayaBIwa_karanA
Knowledge-based_system	jFAna_AXAriwa_wanwra
Knowledge_bases	jFAnaXAra
Knowledge_discovery	jFAna_Koja
Knowledge_engineering	jFAna_aBiyaMAwrikI
Knowledge_management	jFAna_prabanXana
Knowledge_worker	jFAna_uxyamI
Lan_segment	lEna_KaNda
Lan_segment_number	lEna_KaNda_safKyA
Lan_workplace	lEna_kAryasWala
Land-line_facility	Wala_lAina_suviXA
Let_me_know	muJe_jAnane_xo
Let_me_tell_you	eka_bAwa_bawA_xUM
Let_me_tell_you_,_though	kiMwu_eka_bAwa_Apako_bawA_xUM
Letter_of_administration	praSAsana_pawra
Level_of_a_node	AsanXiCaswara
Licence_Fee	lAiseMsa_Sulka
Light-emitting_diode	prakASa_uwsarjaka__dAyeAda
Light-emitting_diode_display	prakASa_uwsarjaka_dAyeAda_praxarSa
Light_gun	prakASa_gana
Light_pen	prakASa_pena
Light_pen_tracking	prakASa_leKanI_anureKana
Light_source	prakASa_swrowa
Limit_register	sImA_paFjI
Line-end_zone	pafkwi_samApana_kRewra
Line_conditioning	lAina_kandiSaniMga
Line_control_block	pafkwi_niyawraNa_KaNda
Line_counter	reKA_gaNiwra
Line_delete_symbol	lAIna_vileApana_prawIka
Line_driver	lAina_cAlaka
Line_eater	lAina_Itara
Line_editing	pafkwi_sampAxana
Line_feed	lAIna_BaraNa
Line_feed_character	lAIna_BaraNa_samprawIka
Line_generator	lAIna_janaka
Line_graph	pafkwi_AleKI
Line_impedance	lAina_prawibAXA
Line_length	pafkwi_lambAI
Line_link_pulsing	lAina_SraMqKalana_spanxana
Line_mode_switching	lAina_viXA_svicana
Line_monitor	pafkwi_parivekRaka
Line_noise	lAina_kolAhala
Line_oriented	pafkwi_prAcya
Line_printer	lAIna_muxraka
Line_speed	lAina_cAla
Line_surge	lAina_prowkarRa
Line_width	pafkwi_cOdAI
Linear_interpolation	rEKika_anwarveSana
Linear_optimization	rEKika_iRtawamIkaraNa
Linear_programming	rEKika_kramAxeSana
Linear_search	rEKika_Koja
Link-attached_terminal	kadIbaxva_tarminala
Link-by-link_signalling	kadIvAra_safkewana
Link_control	kadI_niyanwraNa
Link_station	kadI_steSana
Lions_Club	lEMsa_klaba
List-directed_transmission	sUcI_xiRta_saFcaraNa
List_processing	sUcI_prakramana
List_structure	sUcI_saMracanA
Little_Bear	laGu_sapwarRi
Little_Dog	CotA_kuwwA
Load_Segment	BAra_KaNda
Load_module	BAra_mAdyUla
Load_sharing	BAra_sahayojana
Local_memory	sWAnIya_smqwi
Local_mode	sWAnIya_viXA
Local_service_area	sWAnIya_sevA_kRewra
Local_switching_facility	sWAnIya_svicana_suviXA
Local_talk	sWAnIya_vArwA
Local_variables	sWAnIya_cara
Lock-up_table	banxa_sAraNI
Locking_up_of_funds	niXi-roXa
Log_on	sawrAramBa
Logic_analyzer	warka_viSleRika
Logic_design	warka_aBikalpa
Logic_function	warka_Palana
Logic_shift	warka_visWApana
Logic_state	warka_sWiwi
Logic_unit	warka_ekaka
Look_ahead_set	agrAvalokana_samuccaya
Look_up	avalokana
Look_up_table	avalokana_sAraNI
Loop-back_test	prawipASa_parIkRaNa
Loop_check	pASa_jAFca
Loop_completion	pASa_samApana
Loop_control	pASa_niyanwraNa
Loop_counter	pASa_gaNaka
Loop_feedback_signal	pASa_pASca_BaraNa_safkewa
Loop_initialization	pASa_prAramBana
Loop_invariant	pASa_niScara
Loop_modification	pASa_Aparivarwana
Loop_network	pASa_netavarka
Loop_self_checking	pASa_svajAMEYca
Loop_start	pASa_prAramBana
Loop_termination	pASAvasAna
Lotto_machine	loto_maSIna
Low-level_scheduler	nimna_swarIya_anusUcaka
Low_order	nimna_krama
Low_pass_filter	nimna_pAraka_Piltara
Low_speed_storage	nimna_cAla_BaNdAraNa
Macro_code	sWUla_kUta
Macro_command	sWUla_samAxeSa
Macro_declaration	sWUla_GoRaNA
Macro_definition	sWUla_pariBARA
Macro_definition_library	sWUla_pariBARA_safgraha_sWalI
Macro_generating_program	sWUla_janaka_progrAma
Macro_generator	sWUla_janiwra
Macro_instruction	sWUla_anuxeSa
Macro_library	sWUla_safgraha_sWalI
Macro_processing	sWUla_prakramana
Macro_processing_instruction	sWUla_prakramana_anuxeSa
Macro_processor	mEkroprosesara
Macro_system	sWUla_wanwra
Magna_Carta	mahA_aXikAra_pawra
Magna_Charta	mahA_aXikArapawra
Magneto-optic_disk_storage	cumbaka_prakASIya_cakrikA_BaNdAraNa
Mail_Transfer	dAka_anwaraNa
Main_lobe	muKya_pAli
Main_memory	muKya_smqwi
Main_memory_mapping	muKya_smqwi_prawiciwraNa
Main_operation	muKya_pracAlana
Main_path	muKya_paWa
Main_powered_machine	muKya_SakwicAliwa_yanwra
Main_program	muKya_kramAxeSa
Main_ring_path	muKya_valaya_paWa
Main_station	muKya_keMxra
Main_storage	muKya_BaNdAraNa
Main_storage_unit	muKya_BaNdAraNa_ekaka
Main_switch	mena_svica
Major_key	muKya_kuFjI
Major_lobe	pramuKa_pAli
Major_state	muKya_avasWA
Major_structure	muKya_saMracanA
Major_task	muKya_kArya
Major_total	muKya_yoga
Man-machine_simulation	mAnava_yanwra_anukAra
Many-for-one_language	aneka_se_eka_BARA
Many_to_many_relationship	anekAneka_sambanXa
Many_to_one	aneka_se_eka
Many_to_one_decoder	bahuCaekaCavikodaka
Many_to_one_reduction	anekEka_laGukaraNa
Map_method	prawiciwra_viXi
Maping_Mode	akrAmAxeSa_rahiwa
Margin-adjust_mode	pariXIya_samAyojana_viXA
Margin_control	upAnwa_niyanwraNa
Margin_error	upAnwIya_wruti
Margin_of_profit	lABa
Margin_punched_card	upAnwa_Cixriwa_kArda
Mark-space_character	uccAvaca_nimnaga_samprawIka
Mark_reading	cihna_paTana
Mark_scanning	cihna_kramavIkRaNa
Mark_sense	cihna_boXa
Mark_sensing_column	cihna_boXana_swamBa
Mark_sensing_row	cihna_boXa_pafkwi
Mark_to_space_multiplier	uccaga_nimnaga_guNaka
Mark_to_space_ratio	uccaga_nimnaga_anupAwa
Mark_to_space_transition	uccaga_nimnaga_safkramaNa
Marking-end_distortion	cihnaka_anwya_virUpaNa
Marking_wave	cihnaka_warafga
Maryland_chicken	merIlEMda_kI_murgI
Mask_bit	AcCaxa_xvi_afka
Mask_matching	AcCaxa_sumelana
Mask_programmable_device	AvaraNa_progrAma_yoga_yukwi
Mask_register	AvaraNa_rajistara
MasterCard_account	mAstara_kArda_KAwA
Master_state	praXAna_avasWA
Master_station	praXAna_keMxra
Master_tape	praXAna_tepa
Master_terminal	praXAna_anwaka
May_bug	maI_ke_mahIne_meM_hone_vAlA
Mean_entropy	mAXya_entrApI
Mean_information_content	mAXya_sUcanA_anwarvaswu
Mean_recurrence_time	mAXya_punarAvqwi_avaXi
Mean_repair_time	mAXya_suXAra_kAla
Mean_solar_second	mAXya_sOra_sEkanda
Mean_solver_second	mAXya_vileyaka_sEkeMda
Mean_time_between_failures	anwarviPalawA_mAXya_kAla
Mean_time_to_failure	viPalawA_mAXya_kAla
Mean_time_to_repair	marammwa_mAXya_kAla
Mean_value_function	mAXya_mUlya_Palana
Measure_of_location	sWAnanirXAraNa_mApa
Medicaid_benefit	cikiwsIya_sahAyawA_kI_suviXA
Medicaid_bill	cikiwsIya_sahAyawA_bila
Medicaid_cost	cikiwsIya_Karca
Medicaid_coverage	cikiwsIya_sahAyawA_kA_viswAra
Medicaid_funding	cikiwsIya_sahAyawA_niXi
Medicaid_patient	cikiwsIya_maxaxa_kA_marIja
Medicaid_payment	cikiwsIya_maxaxa_BugawAna
Medicaid_program	cikiwsIya_sahAyawA_progrAma
Medicaid_recipient	cikiwsIya_sahAyawA_pAnevAlA
Medicaid_reimbursement	cikiwsIya_pEsA_vApasI
Medicaid_spending	cikiwsIya_sahAyawA_Karca
Memory-Resident_package	smqwi_vAsI_pEkeja
Memory-resident_program	smqwi_vAsI_progrAma
Memory_unit	smqwi_ekaka
Memory_workspace	smqwi__kAryakRewra
Mend_fences	apane_mawaBexoM_ko_xUra_karanA
Menu-driven_program	menU_cAliwa_progrAma
Menu_selection	menU_cayana
Menu_tree	menU_vqkRa
Mercantile_system_of_accounting	leKAviXi_kI_vyApArika_praNAlI
Merge_exchange_sort	vilaya_vinimaya_CaNtAI
Merge_order	saMvilaya_wakrama
Merge_sort	CaMEYtAI_saMvilaya
Meta_data	aXiCaAfkadA
Micro_code	sUkRma_kUta
Micro_computer_specialist	mAikro_kampyUtara_viSeRajFa
Micro_controller	mAikro_niyanwraka
Micro_electronics	mAikro_ilektrAnikI
Micro_instruction	sUkRma_anuxeSa
Micro_kernel	sUkRma_aRTi
Micro_scheduler	mAikro_anusUcaka
Micro_segmentation	mAikro_KaNdIkaraNa
Microcomputer_word_processing	mAikrokampyUtara__Sabxa_prakramana
Microprogram_microassembler	sUkRmAxeSa_sUkRma_kodAnwaraka
Microprogram_microcode	sUkRma_progrAma_sUkRma_koda
Microprogram_sequencer	sUkRma_progrAma_anukramaka
Microprogram_store	sUkRma_progrAma__BaNdAra
Midas_touch	hara_kAma_se_PAyaxA_honA
Mideast_effort	maXyapUrvI_prayAsa
Minimum_Lending_Rate	nyUnawama_byAja_xara
Minority_on-line_information_service	alpasafKyka_yugapawa_sUcanA_sevA
Mirror_site	xarpaNa_sWala
Miscellaneous_Charges_Order	viviXa_praBAra_AxeSa
Mixed-radix_notation	miSrriwa_mUlAfka_afkana
Mode_of_despatch	preRRaNa
Model_estimation	moYdala_Akalana
Model_limitation	moYdala_parisImAna
Model_selection	moYdala_cayana
Model_statement	nixarSa_kaWana
Modern_English	AXunika_afgrejI
Money_Lender	sAhUkAra
Monitor_printer	moYnitara_muxraka
Monitor_program	moYnitara_progrAma
Monitor_response_curve	moYnitara_anukriyA_vakra
Monitor_unit	moYnitara_ekaka
Mono_programming	ekala_progrAmana
Most_of_them	unameM_se_aXikAMSa
Most_of_us	hamameM_se_aXikAMSa
Most_of_you	Apa_meM_se_aXikAMSa
Multi-access_channel	bahu_aBigama_cEnala
Multi_access_computer	bahuCaaBigama_kampyUtara
Multi_computer	bahuCakampyUtara
Multi_processing	bahuCaprakramaNa
Multi_processor	bahuCaprakramaka
Multi_processor_system	bahu_prakramaka_wanwra
Multi_processor_time_sharing_system	bahu_prakramaka_kAla_BAjana_wanwra
Multi_programming	bahu_kramAxeSana
Multi_tasking	bahu_kAryaNa
Multifunction_add-on_board	bahuCakArya_saMyojana_borda
Multiplex_link	bahusafkewa_kadI
Multiplex_mode	bahusafkewa_viXA
Multiplex_operation	bahusafkewa_safkriyA
Mutual_pair_capacitance	paraspara_yugala_sanXAriwa
NOT-AND_operation	noYtaCaeMda_safkriyA
NOT-IF-THEN_gate	noYtaCaiPaCaxena_geta
NOT-IF-THEN_operation	noYtaCaiPaCaxena_safkriyA
NOT-OR_operation	noYtaCaOra_safkriyA
Nationalist_china	rARtravAxI_cInI
Navy_employee	nOsenA_karmacArI
Net_Asset_Value	nivala_Aswi_mUlya
Net_Domestic_Product	SuxXa_xeSI_uwpAxa
Net_Liquidity_Ratio	SuxXa_calaniXi_anupAwa
Net_National_Product	SuxXa_rARRtrIya_uwpAxa
Net_profit	SuxXa
Net_structure	jAlakrama_saMracanA
Nine's_complement	navapUraka
No_fear	kisI_praSna_ke_uwwara_meM_hAz/sakarAwmaka_uwwara
Noise_level	rava_swara
Noise_margin	rava_upAnwa
Noise_mode	rava_viXA
Noise_sequence	rava_anukrama
Noise_source	rava_srowa
Noise_temperature	rava_wApa
Non-coherent_modulation_system	asaMsakwa_moYdulana_wanwra
Non-erasable_medium	amita_mAXyama
Non-erasable_programmable_device	amita_progrAmayogya_yukwi
Non-erasable_storage	amita_BaNdAraNa
Non-executable_statement	aniRpAxya_kaWana
Non-hierarchical_cluster_analysis	apaxAnukramika_gucCa_viSleRaNa
Non-impact_printer	asafGatta_muxraka
Non-linear_distortion	arEKika_virUpaNa
Non-memory_reference_instruction	smqwi_sanxarBewara_anuxeSa
Non-negative_number	qNewara_safKyA
Non-operation_instruction	safkriyAhIna_anuxeSa
Non-preemptive_allocation	arikwipUrva_niyawana
Non-procedural_language	aprakrriyAwmaka_BARA
Non-procedure_oriented_language	aprakriyonmuKI_BARA
Non-productive_poll	anuwpAxI_kramavaraNa_ca_anuwpAxI_kramacayana
Non-productive_task	anuwpAAxaka_kArya
Non-programmed_halt	aprawiciwraNa_viXA
Non-real_time_processing	asaxya_prakramaNa
Non-simultaneous_transmission	ayugapawa_saFcaraNa
Non-switched_line	asviciwa_lAina
Non-terminal_node	afkewara_AsanWi
Non-terminal_symbol	ananwaka_prawIka
Non-volatile_RAM	anahrAsI_rEma
Non-volatile_memory	anahrAsI_smqwi
Non-volatile_storage	anahrAsI_BaNdAraNa
Non-weighted_code	aBAriwa_kUta
Non_blocking_communication_primitive	anAvaroXI_saFcAra_pUrva_anusUcana
Non_broadcast_frame	aprasAraNa_Prema
Non_contiguous_item	asawawa_maxa
Non_destructive_automata	aparivarwI_AEYtometA
Non_deterministic_algorithm	aniyAwmaka_elgorixma
Non_deterministic_machine	aniyAwmaka_maSIna
Non_determinstic_program	aniyAwmaka_kramAxeSa
Non_dial_trunk	dAyalarahiwa_trafka
Non_equivalence_gate	awulyawA_xvAra
Non_multiprogramming	bahu_kramAxeSana_rahiwa
Non_preemptive_scheduling	arikwipUrva_anusUcana
Non_prime	BAjya
Non_uniform_memory_access_machine	viRama_smqwi_aBigama_wanwra
Norman_Conquest	normana_vijaya
Northern_bedstraw	uwwarIya_gEliyama_pOXA
Northern_dewberry	uwwarIya_dyUberI
Not_element	noYta_avyava
Notice_of_dishonour	nakAra
Now_that	aba_jabaki
Odd-even_check	viRama_sama_jAMEYca
Odd_parity	viRama_samawA
Odd_parity_check	viRama_samawA_joYFca
Off-line_mode	lAinewara_viXA
Off-line_processing	lAinewara_saMsAXana
Off-line_storage	lAinewara_BaNdAraNa
